Region,Descripcion,Periodo_2023,Periodo_2024,Porcentaje_variacion
Palma,    12.-Estafas informÃ¡ticas,1224.0,1369.0,11.8
Palma,    13.-Otros ciberdelitos,125.0,145.0,16.0
Palma,    III. TOTAL INFRACCIONES PENALES,7467.0,7648.0,2.4
Isla de Menorca,    I. CRIMINALIDAD CONVENCIONAL,682.0,623.0,-8.7
Isla de Menorca,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Isla de Menorca,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,0.0,-100.0
Isla de Menorca,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,15.0,14.0,-6.7
Isla de Menorca,    4. Secuestro,0.0,0.0,0.0
Isla de Menorca,    5. Delitos contra la libertad sexual,9.0,9.0,0.0
Isla de Menorca,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,4.0,5.0,25.0
Isla de Menorca,    5.2.-Resto de delitos contra la libertad sexual,5.0,4.0,-20.0
Isla de Menorca,    6. Robos con violencia e intimidaciÃ³n,7.0,8.0,14.3
Isla de Menorca,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,41.0,46.0
Isla de Menorca,    7.1.-Robos con fuerza en domicilios,23.0,28.0,21.7
Isla de Menorca,    8. Hurtos,155.0,122.0,-21.3
Isla de Menorca,    9. Sustracciones de vehÃ­culos,9.0,7.0,-22.2
Isla de Menorca,    10. TrÃ¡fico de drogas,5.0,18.0,260.0
Isla de Menorca,    11. Resto de criminalidad convencional,439.0,399.0,-9.1
Isla de Menorca,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),229.0,281.0,22.7
Isla de Menorca,    12.-Estafas informÃ¡ticas,207.0,254.0,22.7
Isla de Menorca,    13.-Otros ciberdelitos,22.0,27.0,22.7
Isla de Menorca,    III. TOTAL INFRACCIONES PENALES,911.0,904.0,-0.8
Ciutadella de Menorca,    I. CRIMINALIDAD CONVENCIONAL,259.0,211.0,-18.5
Ciutadella de Menorca,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Ciutadella de Menorca,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
Ciutadella de Menorca,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,8.0,5.0,-37.5
Ciutadella de Menorca,    4. Secuestro,0.0,0.0,0.0
Ciutadella de Menorca,    5. Delitos contra la libertad sexual,3.0,0.0,-100.0
Ciutadella de Menorca,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,1.0,0.0,-100.0
Ciutadella de Menorca,    5.2.-Resto de delitos contra la libertad sexual,2.0,0.0,-100.0
Ciutadella de Menorca,    6. Robos con violencia e intimidaciÃ³n,2.0,4.0,100.0
Ciutadella de Menorca,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,18.0,24.0
Ciutadella de Menorca,    7.1.-Robos con fuerza en domicilios,9.0,15.0,66.7
Ciutadella de Menorca,    8. Hurtos,78.0,42.0,-46.2
Ciutadella de Menorca,    9. Sustracciones de vehÃ­culos,5.0,5.0,0.0
Ciutadella de Menorca,    10. TrÃ¡fico de drogas,0.0,6.0,100.0
Ciutadella de Menorca,    11. Resto de criminalidad convencional,144.0,125.0,-13.2
Ciutadella de Menorca,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),116.0,128.0,10.3
Ciutadella de Menorca,    12.-Estafas informÃ¡ticas,104.0,114.0,9.6
Ciutadella de Menorca,    13.-Otros ciberdelitos,12.0,14.0,16.7
Ciutadella de Menorca,    III. TOTAL INFRACCIONES PENALES,375.0,339.0,-9.6
Mahón,    I. CRIMINALIDAD CONVENCIONAL,232.0,259.0,11.6
Mahón,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Mahón,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
Mahón,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,5.0,6.0,20.0
Mahón,    4. Secuestro,0.0,0.0,0.0
Mahón,    5. Delitos contra la libertad sexual,5.0,6.0,20.0
Mahón,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,3.0,3.0,0.0
Mahón,    5.2.-Resto de delitos contra la libertad sexual,2.0,3.0,50.0
Mahón,    6. Robos con violencia e intimidaciÃ³n,5.0,3.0,-40.0
Mahón,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,5.0,9.0
Mahón,    7.1.-Robos con fuerza en domicilios,2.0,3.0,50.0
Mahón,    8. Hurtos,46.0,53.0,15.2
Mahón,    9. Sustracciones de vehÃ­culos,0.0,1.0,100.0
Mahón,    10. TrÃ¡fico de drogas,3.0,12.0,300.0
Mahón,    11. Resto de criminalidad convencional,162.0,169.0,4.3
Mahón,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),68.0,64.0,-5.9
Mahón,    12.-Estafas informÃ¡ticas,64.0,63.0,-1.6
Mahón,    13.-Otros ciberdelitos,4.0,1.0,-75.0
Mahón,    III. TOTAL INFRACCIONES PENALES,300.0,323.0,7.7
Canarias,    I. CRIMINALIDAD CONVENCIONAL,21990.0,23976.0,9.0
Canarias,    1. Homicidios dolosos y asesinatos consumados,3.0,2.0,-33.3
Canarias,    2. Homicidios dolosos y asesinatos en grado tentativa,12.0,8.0,-33.3
Canarias,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,307.0,314.0,2.3
Canarias,    4. Secuestro,1.0,0.0,-100.0
Canarias,    5. Delitos contra la libertad sexual,252.0,275.0,9.1
Canarias,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,47.0,54.0,14.9
Canarias,    5.2.-Resto de delitos contra la libertad sexual,205.0,221.0,7.8
Canarias,    6. Robos con violencia e intimidaciÃ³n,515.0,464.0,-9.9
Canarias,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,945.0,810.0
Canarias,    7.1.-Robos con fuerza en domicilios,594.0,473.0,-20.4
Canarias,    8. Hurtos,7372.0,8656.0,17.4
Canarias,    9. Sustracciones de vehÃ­culos,372.0,403.0,8.3
Canarias,    10. TrÃ¡fico de drogas,173.0,173.0,0.0
Canarias,    11. Resto de criminalidad convencional,12038.0,12871.0,6.9
Canarias,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),3820.0,4593.0,20.2
Canarias,    12.-Estafas informÃ¡ticas,3301.0,4122.0,24.9
Canarias,    13.-Otros ciberdelitos,519.0,471.0,-9.2
Canarias,    III. TOTAL INFRACCIONES PENALES,25810.0,28569.0,10.7
Provincia de Las Palmas,    I. CRIMINALIDAD CONVENCIONAL,11540.0,12187.0,5.6
Provincia de Las Palmas,    1. Homicidios dolosos y asesinatos consumados,1.0,2.0,100.0
Provincia de Las Palmas,    2. Homicidios dolosos y asesinatos en grado tentativa,7.0,5.0,-28.6
Provincia de Las Palmas,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,176.0,160.0,-9.1
Provincia de Las Palmas,    4. Secuestro,0.0,0.0,0.0
Provincia de Las Palmas,    5. Delitos contra la libertad sexual,140.0,150.0,7.1
Provincia de Las Palmas,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,26.0,37.0,42.3
Provincia de Las Palmas,    5.2.-Resto de delitos contra la libertad sexual,114.0,113.0,-0.9
Provincia de Las Palmas,    6. Robos con violencia e intimidaciÃ³n,266.0,248.0,-6.8
Provincia de Las Palmas,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,489.0,376.0
Provincia de Las Palmas,    7.1.-Robos con fuerza en domicilios,309.0,217.0,-29.8
Provincia de Las Palmas,    8. Hurtos,3422.0,3916.0,14.4
Provincia de Las Palmas,    9. Sustracciones de vehÃ­culos,199.0,173.0,-13.1
Provincia de Las Palmas,    10. TrÃ¡fico de drogas,96.0,95.0,-1.0
Provincia de Las Palmas,    11. Resto de criminalidad convencional,6744.0,7062.0,4.7
Provincia de Las Palmas,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),2255.0,2608.0,15.7
Provincia de Las Palmas,    12.-Estafas informÃ¡ticas,1916.0,2338.0,22.0
Provincia de Las Palmas,    13.-Otros ciberdelitos,339.0,270.0,-20.4
Provincia de Las Palmas,    III. TOTAL INFRACCIONES PENALES,13795.0,14795.0,7.2
Isla de Fuerteventura,    I. CRIMINALIDAD CONVENCIONAL,1329.0,1434.0,7.9
Isla de Fuerteventura,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Isla de Fuerteventura,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Isla de Fuerteventura,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,29.0,37.0,27.6
Isla de Fuerteventura,    4. Secuestro,0.0,0.0,0.0
Isla de Fuerteventura,    5. Delitos contra la libertad sexual,14.0,21.0,50.0
Isla de Fuerteventura,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,3.0,100.0
Isla de Fuerteventura,    5.2.-Resto de delitos contra la libertad sexual,14.0,18.0,28.6
Isla de Fuerteventura,    6. Robos con violencia e intimidaciÃ³n,32.0,25.0,-21.9
Isla de Fuerteventura,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,74.0,41.0
Isla de Fuerteventura,    7.1.-Robos con fuerza en domicilios,51.0,24.0,-52.9
Isla de Fuerteventura,    8. Hurtos,401.0,443.0,10.5
Isla de Fuerteventura,    9. Sustracciones de vehÃ­culos,18.0,11.0,-38.9
Isla de Fuerteventura,    10. TrÃ¡fico de drogas,7.0,9.0,28.6
Isla de Fuerteventura,    11. Resto de criminalidad convencional,754.0,847.0,12.3
Isla de Fuerteventura,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),288.0,315.0,9.4
Isla de Fuerteventura,    12.-Estafas informÃ¡ticas,242.0,280.0,15.7
Isla de Fuerteventura,    13.-Otros ciberdelitos,46.0,35.0,-23.9
Isla de Fuerteventura,    III. TOTAL INFRACCIONES PENALES,1617.0,1749.0,8.2
La Oliva,    I. CRIMINALIDAD CONVENCIONAL,392.0,390.0,-0.5
La Oliva,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
La Oliva,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
La Oliva,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,2.0,-50.0
La Oliva,    4. Secuestro,0.0,0.0,0.0
La Oliva,    5. Delitos contra la libertad sexual,3.0,3.0,0.0
La Oliva,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,1.0,100.0
La Oliva,    5.2.-Resto de delitos contra la libertad sexual,3.0,2.0,-33.3
La Oliva,    6. Robos con violencia e intimidaciÃ³n,13.0,4.0,-69.2
La Oliva,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,27.0,13.0
La Oliva,    7.1.-Robos con fuerza en domicilios,23.0,8.0,-65.2
La Oliva,    8. Hurtos,153.0,181.0,18.3
La Oliva,    9. Sustracciones de vehÃ­culos,0.0,1.0,100.0
La Oliva,    10. TrÃ¡fico de drogas,1.0,0.0,-100.0
La Oliva,    11. Resto de criminalidad convencional,191.0,186.0,-2.6
La Oliva,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),44.0,68.0,54.5
La Oliva,    12.-Estafas informÃ¡ticas,39.0,65.0,66.7
La Oliva,    13.-Otros ciberdelitos,5.0,3.0,-40.0
La Oliva,    III. TOTAL INFRACCIONES PENALES,436.0,458.0,5.0
Pájara,    I. CRIMINALIDAD CONVENCIONAL,268.0,279.0,4.1
Pájara,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Pájara,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Pájara,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,9.0,9.0,0.0
Pájara,    4. Secuestro,0.0,0.0,0.0
Pájara,    5. Delitos contra la libertad sexual,3.0,2.0,-33.3
Pájara,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,0.0,0.0
Pájara,    5.2.-Resto de delitos contra la libertad sexual,3.0,2.0,-33.3
Pájara,    6. Robos con violencia e intimidaciÃ³n,6.0,5.0,-16.7
Pájara,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,16.0,6.0
Pájara,    7.1.-Robos con fuerza en domicilios,7.0,4.0,-42.9
Pájara,    8. Hurtos,85.0,90.0,5.9
Pájara,    9. Sustracciones de vehÃ­culos,1.0,0.0,-100.0
Pájara,    10. TrÃ¡fico de drogas,1.0,3.0,200.0
Pájara,    11. Resto de criminalidad convencional,147.0,164.0,11.6
Pájara,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),40.0,44.0,10.0
Pájara,    12.-Estafas informÃ¡ticas,34.0,40.0,17.6
Pájara,    13.-Otros ciberdelitos,6.0,4.0,-33.3
Pájara,    III. TOTAL INFRACCIONES PENALES,308.0,323.0,4.9
Puerto del Rosario,    I. CRIMINALIDAD CONVENCIONAL,460.0,531.0,15.4
Puerto del Rosario,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Puerto del Rosario,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Puerto del Rosario,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,12.0,20.0,66.7
Puerto del Rosario,    4. Secuestro,0.0,0.0,0.0
Puerto del Rosario,    5. Delitos contra la libertad sexual,6.0,11.0,83.3
Puerto del Rosario,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,2.0,100.0
Puerto del Rosario,    5.2.-Resto de delitos contra la libertad sexual,6.0,9.0,50.0
Puerto del Rosario,    6. Robos con violencia e intimidaciÃ³n,8.0,9.0,12.5
Puerto del Rosario,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,21.0,15.0
Puerto del Rosario,    7.1.-Robos con fuerza en domicilios,13.0,8.0,-38.5
Puerto del Rosario,    8. Hurtos,112.0,126.0,12.5
Puerto del Rosario,    9. Sustracciones de vehÃ­culos,15.0,10.0,-33.3
Puerto del Rosario,    10. TrÃ¡fico de drogas,5.0,5.0,0.0
Puerto del Rosario,    11. Resto de criminalidad convencional,281.0,335.0,19.2
Puerto del Rosario,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),131.0,133.0,1.5
Puerto del Rosario,    12.-Estafas informÃ¡ticas,109.0,118.0,8.3
Puerto del Rosario,    13.-Otros ciberdelitos,22.0,15.0,-31.8
Puerto del Rosario,    III. TOTAL INFRACCIONES PENALES,591.0,664.0,12.4
Isla de Gran Canaria,    I. CRIMINALIDAD CONVENCIONAL,8788.0,9221.0,4.9
Isla de Gran Canaria,    1. Homicidios dolosos y asesinatos consumados,1.0,2.0,100.0
Isla de Gran Canaria,    2. Homicidios dolosos y asesinatos en grado tentativa,6.0,3.0,-50.0
Isla de Gran Canaria,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,105.0,97.0,-7.6
Isla de Gran Canaria,    4. Secuestro,0.0,0.0,0.0
Isla de Gran Canaria,    5. Delitos contra la libertad sexual,107.0,90.0,-15.9
Isla de Gran Canaria,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,22.0,19.0,-13.6
Isla de Gran Canaria,    5.2.-Resto de delitos contra la libertad sexual,85.0,71.0,-16.5
Isla de Gran Canaria,    6. Robos con violencia e intimidaciÃ³n,196.0,203.0,3.6
Isla de Gran Canaria,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,338.0,296.0
Isla de Gran Canaria,    7.1.-Robos con fuerza en domicilios,224.0,173.0,-22.8
Isla de Gran Canaria,    8. Hurtos,2631.0,3043.0,15.7
Isla de Gran Canaria,    9. Sustracciones de vehÃ­culos,171.0,147.0,-14.0
Isla de Gran Canaria,    10. TrÃ¡fico de drogas,77.0,65.0,-15.6
Isla de Gran Canaria,    11. Resto de criminalidad convencional,5156.0,5275.0,2.3
Isla de Gran Canaria,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1709.0,2020.0,18.2
Isla de Gran Canaria,    12.-Estafas informÃ¡ticas,1438.0,1802.0,25.3
Isla de Gran Canaria,    13.-Otros ciberdelitos,271.0,218.0,-19.6
Isla de Gran Canaria,    III. TOTAL INFRACCIONES PENALES,10497.0,11241.0,7.1
Agüimes,    I. CRIMINALIDAD CONVENCIONAL,294.0,318.0,8.2
Agüimes,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Agüimes,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Agüimes,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,3.0,50.0
Agüimes,    4. Secuestro,0.0,0.0,0.0
Agüimes,    5. Delitos contra la libertad sexual,5.0,3.0,-40.0
Agüimes,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,1.0,100.0
Agüimes,    5.2.-Resto de delitos contra la libertad sexual,5.0,2.0,-60.0
Agüimes,    6. Robos con violencia e intimidaciÃ³n,2.0,1.0,-50.0
Agüimes,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,17.0,11.0
Agüimes,    7.1.-Robos con fuerza en domicilios,7.0,10.0,42.9
Agüimes,    8. Hurtos,55.0,77.0,40.0
Agüimes,    9. Sustracciones de vehÃ­culos,1.0,1.0,0.0
Agüimes,    10. TrÃ¡fico de drogas,2.0,1.0,-50.0
Agüimes,    11. Resto de criminalidad convencional,210.0,221.0,5.2
Agüimes,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),47.0,52.0,10.6
Agüimes,    12.-Estafas informÃ¡ticas,43.0,47.0,9.3
Agüimes,    13.-Otros ciberdelitos,4.0,5.0,25.0
Agüimes,    III. TOTAL INFRACCIONES PENALES,341.0,370.0,8.5
Arucas,    I. CRIMINALIDAD CONVENCIONAL,206.0,219.0,6.3
Arucas,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Arucas,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Arucas,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,2.0,5.0,150.0
Arucas,    4. Secuestro,0.0,0.0,0.0
Arucas,    5. Delitos contra la libertad sexual,2.0,4.0,100.0
Arucas,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,0.0,0.0
Arucas,    5.2.-Resto de delitos contra la libertad sexual,2.0,4.0,100.0
Arucas,    6. Robos con violencia e intimidaciÃ³n,0.0,1.0,100.0
Arucas,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,8.0,8.0
Arucas,    7.1.-Robos con fuerza en domicilios,4.0,5.0,25.0
Arucas,    8. Hurtos,45.0,58.0,28.9
Arucas,    9. Sustracciones de vehÃ­culos,1.0,0.0,-100.0
Arucas,    10. TrÃ¡fico de drogas,0.0,0.0,0.0
Arucas,    11. Resto de criminalidad convencional,148.0,143.0,-3.4
Arucas,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),87.0,87.0,0.0
Arucas,    12.-Estafas informÃ¡ticas,78.0,82.0,5.1
Arucas,    13.-Otros ciberdelitos,9.0,5.0,-44.4
Arucas,    III. TOTAL INFRACCIONES PENALES,293.0,306.0,4.4
Gáldar,    I. CRIMINALIDAD CONVENCIONAL,161.0,173.0,7.5
Gáldar,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Gáldar,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Gáldar,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,3.0,2.0,-33.3
Gáldar,    4. Secuestro,0.0,0.0,0.0
Gáldar,    5. Delitos contra la libertad sexual,2.0,2.0,0.0
Gáldar,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,0.0,0.0
Gáldar,    5.2.-Resto de delitos contra la libertad sexual,2.0,2.0,0.0
Gáldar,    6. Robos con violencia e intimidaciÃ³n,2.0,0.0,-100.0
Gáldar,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,5.0,5.0
Gáldar,    7.1.-Robos con fuerza en domicilios,4.0,5.0,25.0
Gáldar,    8. Hurtos,22.0,29.0,31.8
Gáldar,    9. Sustracciones de vehÃ­culos,0.0,0.0,0.0
Gáldar,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
Gáldar,    11. Resto de criminalidad convencional,127.0,134.0,5.5
Gáldar,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),58.0,57.0,-1.7
Gáldar,    12.-Estafas informÃ¡ticas,56.0,53.0,-5.4
Gáldar,    13.-Otros ciberdelitos,2.0,4.0,100.0
Gáldar,    III. TOTAL INFRACCIONES PENALES,219.0,230.0,5.0
Ingenio,    I. CRIMINALIDAD CONVENCIONAL,200.0,210.0,5.0
Ingenio,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
Ingenio,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
Ingenio,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,1.0,1.0,0.0
Ingenio,    4. Secuestro,0.0,0.0,0.0
Ingenio,    5. Delitos contra la libertad sexual,6.0,5.0,-16.7
Ingenio,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,2.0,0.0,-100.0
Ingenio,    5.2.-Resto de delitos contra la libertad sexual,4.0,5.0,25.0
Ingenio,    6. Robos con violencia e intimidaciÃ³n,3.0,3.0,0.0
Ingenio,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,4.0,7.0
Ingenio,    7.1.-Robos con fuerza en domicilios,3.0,5.0,66.7
Ingenio,    8. Hurtos,31.0,59.0,90.3
Ingenio,    9. Sustracciones de vehÃ­culos,3.0,0.0,-100.0
Ingenio,    10. TrÃ¡fico de drogas,0.0,1.0,100.0
Ingenio,    11. Resto de criminalidad convencional,151.0,134.0,-11.3
Ingenio,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),40.0,63.0,57.5
Ingenio,    12.-Estafas informÃ¡ticas,38.0,57.0,50.0
Ingenio,    13.-Otros ciberdelitos,2.0,6.0,200.0
Ingenio,    III. TOTAL INFRACCIONES PENALES,240.0,273.0,13.8
Mogán,    I. CRIMINALIDAD CONVENCIONAL,340.0,516.0,51.8
Mogán,    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
Mogán,    2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
Mogán,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,4.0,4.0,0.0
Mogán,    4. Secuestro,0.0,0.0,0.0
Mogán,    5. Delitos contra la libertad sexual,1.0,4.0,300.0
Mogán,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,0.0,1.0,100.0
Mogán,    5.2.-Resto de delitos contra la libertad sexual,1.0,3.0,200.0
Mogán,    6. Robos con violencia e intimidaciÃ³n,4.0,5.0,25.0
Mogán,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,19.0,17.0
Mogán,    7.1.-Robos con fuerza en domicilios,14.0,13.0,-7.1
Mogán,    8. Hurtos,153.0,268.0,75.2
Mogán,    9. Sustracciones de vehÃ­culos,4.0,2.0,-50.0
Mogán,    10. TrÃ¡fico de drogas,0.0,3.0,100.0
Mogán,    11. Resto de criminalidad convencional,155.0,212.0,36.8
Mogán,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),15.0,36.0,140.0
Mogán,    12.-Estafas informÃ¡ticas,14.0,33.0,135.7
Mogán,    13.-Otros ciberdelitos,1.0,3.0,200.0
Mogán,    III. TOTAL INFRACCIONES PENALES,355.0,552.0,55.5
Las Palmas de Gran Canaria,    I. CRIMINALIDAD CONVENCIONAL,4277.0,4257.0,-0.5
Las Palmas de Gran Canaria,    1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
Las Palmas de Gran Canaria,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,1.0,-50.0
Las Palmas de Gran Canaria,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,46.0,45.0,-2.2
Las Palmas de Gran Canaria,    4. Secuestro,0.0,0.0,0.0
Las Palmas de Gran Canaria,    5. Delitos contra la libertad sexual,51.0,48.0,-5.9
Las Palmas de Gran Canaria,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,15.0,11.0,-26.7
Las Palmas de Gran Canaria,    5.2.-Resto de delitos contra la libertad sexual,36.0,37.0,2.8
Las Palmas de Gran Canaria,    6. Robos con violencia e intimidaciÃ³n,138.0,117.0,-15.2
Las Palmas de Gran Canaria,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,166.0,137.0
Las Palmas de Gran Canaria,    7.1.-Robos con fuerza en domicilios,113.0,77.0,-31.9
Las Palmas de Gran Canaria,    8. Hurtos,1451.0,1439.0,-0.8
Las Palmas de Gran Canaria,    9. Sustracciones de vehÃ­culos,88.0,86.0,-2.3
Las Palmas de Gran Canaria,    10. TrÃ¡fico de drogas,47.0,42.0,-10.6
Las Palmas de Gran Canaria,    11. Resto de criminalidad convencional,2287.0,2342.0,2.4
Las Palmas de Gran Canaria,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),892.0,1051.0,17.8
Las Palmas de Gran Canaria,    12.-Estafas informÃ¡ticas,752.0,944.0,25.5
Las Palmas de Gran Canaria,    13.-Otros ciberdelitos,140.0,107.0,-23.6
Las Palmas de Gran Canaria,    III. TOTAL INFRACCIONES PENALES,5169.0,5308.0,2.7
San Bartolomé de Tirajana,    I. CRIMINALIDAD CONVENCIONAL,1009.0,1172.0,16.2
San Bartolomé de Tirajana,    1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
San Bartolomé de Tirajana,    2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
San Bartolomé de Tirajana,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,15.0,10.0,-33.3
San Bartolomé de Tirajana,    4. Secuestro,0.0,0.0,0.0
San Bartolomé de Tirajana,    5. Delitos contra la libertad sexual,14.0,3.0,-78.6
San Bartolomé de Tirajana,    5.1.-AgresiÃ³n sexual con penetraciÃ³n,3.0,1.0,-66.7
San Bartolomé de Tirajana,    5.2.-Resto de delitos contra la libertad sexual,11.0,2.0,-81.8
San Bartolomé de Tirajana,    6. Robos con violencia e intimidaciÃ³n,25.0,37.0,48.0
San Bartolomé de Tirajana,    7. Robos con fuerza en domicilios, establecimientos y otras instalaciones,30.0,38.0
San Bartolomé de Tirajana,    7.1.-Robos con fuerza en domicilios,17.0,16.0,-5.9
San Bartolomé de Tirajana,    8. Hurtos,438.0,589.0,34.5
San Bartolomé de Tirajana,    9. Sustracciones de vehÃ­culos,19.0,21.0,10.5
San Bartolomé de Tirajana,    10. TrÃ¡fico de drogas,10.0,8.0,-20.0
San Bartolomé de Tirajana,    11. Resto de criminalidad convencional,457.0,466.0,2.0
San Bartolomé de Tirajana,    II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),72.0,101.0,40.3
San Bartolomé de Tirajana,    12.-Estafas informÃ¡ticas,59.0,84.0,42.4
San Bartolomé de Tirajana,    13.-Otros ciberdelitos,13.0,17.0,30.8
San Bartolomé de Tirajana,    III. TOTAL INFRACCIONES PENALES,1081.0,1273.0,17.8
Santa Lucía de Tirajana,    I. CRIMINALIDAD CONVENCIONAL,657.0,712.0,8.4
Santa Lucía de Tirajana,    1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
Santa Lucía de Tirajana,    2. Homicidios dolosos y asesinatos en grado tentativa,2.0,2.0,0.0
Santa Lucía de Tirajana,    3. Delitos graves y menos graves de lesiones y riÃ±a tumultuaria,15.0,14.0,-6.7
