precio;sub_descr;href;ubicacion;mt2;otros;latitude;longitude;habitaciones;banios;planta;CCAA
600 €/mes;Piso en calle Rector Federico Mayor Zaragoza;/alquilar/piso-playa_granada18613-44173798401_510584/;Playa Granada (Motril);63 m²;Disponible la primera semana de julio, con entrada el 1 de julio y salida el 7 de julio por la mañana por 699€. Capacidad para 3 p...;36.7198306;-3.5511531;1 hab.;1 baño;3ª planta;granada
765 €/mes;Piso en calle de Cádiar;/alquilar/piso-juventud_sanders18003-23424443131_100500/;Juventud-Sanders (Distrito Ronda. Granada Capital);120 m²;Piso de 3 dormitorios y dos baños, con cocina y 1 dormitorio, semi-amueblado, con garaje incluido. Piso con buena orientación , en...;37.1844576;-3.6187326;3 habs.;2 baños;4ª planta;granada
450 €/sem;Piso en Paseo de Velilla, nº 15;/alquilar/piso-velilla_taramay-945856909186798_109700/;Velilla (Almuñécar);85 m²;Bonito apartamento dúplex (con capacidad para un máximo 7 personas) de 3 dormitorios y 2 baños completos, cocina totalmente equipa...;36.7380311;-3.6696637;3 habs.;2 baños;8ª planta;granada
1.600 €/mes;Piso en Corte Ingles;/alquilar/piso-realejo18005-43338103960_100500/;Realejo (Granada Capital);170 m²;Estupendo piso completamente reformado con calefacción y aire acondicionado en pleno centro de granada. Con entrada por carrera de...;37.1712605;-3.5974936;4 habs.;2 baños;2ª planta;granada
1.500 €/sem;Chalet en calle de Cataluña;/alquilar/chalet-las_palomas_cerro_gordo-712606796_173200/;Las Palomas-Cerro Gordo (Almuñécar);243 m²;En un enclave único de la costa tropical granadina, nos encontramos esta maravillosa villa, ideal para pasar una estancia inolvida...;36.7467692;-3.7561069;3 habs.;2 baños;;granada
550 €/mes;Piso en calle de Antonio Quesada Sánchez;/alquilar/piso-la_zubia_centro_urbano-45039729802_101800/;La Zubia;75 m²;Se alquila piso en la zubia. Consta de 2 dormitorios, 1 baño, cocina, salon y plaza de aparcamiento. Esta amueblado con electrodom...;37.1187082;-3.5780264;2 habs.;1 baño;;granada
650 €/mes;Piso en Plaza del Gran Capitán;/alquilar/piso-granada_capital_centro_catedral18002-45091076600_100500/;Centro-Catedral (Granada Capital);35 m²;Precioso estudio a estrenar. Si estás buscando vivir en el centro, con todos los servicios a un sólo paso a un gran precio, esto e...;37.1772849;-3.6064384;1 hab.;1 baño;5ª planta;granada
750 €/mes;Apartamento en calle Mesones;/alquilar/apartamento-granada_capital_centro_catedral-10070250868_513370/;Centro-Catedral (Granada Capital);60 m²;Coqueto apartamento en alquiler, totalmente amueblado y equipado, 1 dormitorio, 1 baño, salón, cocina equipada (abierta al salón)...;37.1740856;-3.6001962;1 hab.;1 baño;3ª planta;granada
750 €/mes;Piso en calle del Periodista Luis de Vicente;/alquilar/piso-norte_cartuja-36681041496_100500/;Cartuja (Distrito Norte. Granada Capital);90 m²;"¡Oportunidad de alquiler para estudiantes!

Magnifico piso de alquiler al lado del campus universitario de cartuja, en la zona de ...";37.2005757;-3.5996096;3 habs.;1 baño;1ª planta;granada
750 €/mes;Apartamento en Avenida de la Ilustración, 103;/alquilar/apartamento-campus_de_la_salud_palacio_de_los_deportes18016-45005051570_100500/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);65 m²;Ponemos este pisazo en alquiler, en una de las mejores urbanizaciones de granada y en una de las zona de moda, junto al pts. Piso ...;37.1497;-3.60206;1 hab.;1 baño;4ª planta;granada
1.500 €/mes;Apartamento en Paseo de China Gorda;/alquilar/apartamento-cotobro-396892147_173200/;Cotobro (Almuñécar);80 m²;En el paseo de china gorda, inmobiliaria grupo iris alquila para estancias cortas apartamento frente al mar completamente amueblad...;36.7340874;-3.7031885;2 habs.;2 baños;5ª planta;granada
600 €/mes;Piso en calle Nuestro Padre Jesus Nazareno;/alquilar/piso-salobrena_centro_urbano-38345219431_510584/;Salobreña;85 m²;Eres profesor? Estás destinado en salobreña? No has encontrado piso? Te presentamos un bonito piso en salobreña para temporada esc...;36.7463346;-3.5865452;2 habs.;2 baños;2ª planta;granada
490 €/sem;Apartamento en Paseo de Velilla, 8;/alquilar/apartamento-velilla_distrito-35058413223_500785/;Velilla (Almuñécar);80 m²;Apartamento en primera línea de playa velilla, en almuñécar. A tan solo 5 minutos del centro y 20 andando por el paseo marítimo. E...;36.735601803188736;-3.6720523700482093;2 habs.;2 baños;11ª planta;granada
600 €/mes;Piso en calle Rector José Vida Soria;/alquilar/piso-playa_granada18600-44253181111_510584/;Playa Granada (Motril);85 m²;Este acogedor piso en alquiler se encuentra en la zona de playa granada de motril. Con una superficie total de 85 m² y 2 habitacio...;36.7223525;-3.559389;2 habs.;1 baño;2ª planta;granada
1.300 €/mes;Piso en Gran Via;/alquilar/piso-granada_capital_centro_catedral18001-41733520390_100500/;Centro-Catedral (Granada Capital);120 m²;Espectacular piso en plena gran vía de colón. Edificio con ascensor y plaza de garaje opcional (100€/mes) en el parking del mercad...;37.177726;-3.5984458;3 habs.;2 baños;1ª planta;granada
1.100 €/mes;Piso en Plaza de Gerardo Cuerva;/alquilar/piso-camino_de_ronda18004-15916226192_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);120 m²;Piso en alquiler junto a calle arabial, a un paso de la salida a la autovía, de calle recogidas, del parque garcía lorca, de la of...;37.167;-3.60615;2 habs.;;3ª planta;granada
1.100 €/mes;Piso en calle Acera del Darro;/alquilar/piso-realejo18005-20911913349_100500/;Realejo (Granada Capital);120 m²;"Acera del darro, pleno centro de granada, frente a fuente de las batallas.
Piso con espectaculares vistas. Salón de dos ambientes ...";37.171;-3.59834;3 habs.;2 baños;2ª planta;granada
475 €/mes;Apartamento en La Zubia;/alquilar/apartamento-la_zubia_centro_urbano-44216539116_100500/;La Zubia;40 m²;Si buscas en la zubia un apartamento tenemos este precioso piso muy nuevo y céntrico, rodeado de servicios y próximo al parque nat...;37.1162;-3.57967;1 hab.;1 baño;Bajo;granada
600 €/mes;Piso en Zaidín-Vergeles;/alquilar/piso-zaidin_vergeles18007-45044289172_108900/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);60 m²;"&iexcl;bienvenidos a su nuevo hogar en el coraz&oacute;n de zaid&iacute;n! Este encantador piso de 60 m&sup2;, ubicado en una terc...";37.1582624;-3.5996846;2 habs.;1 baño;;granada
600 €/sem;Chalet en calle de Ronda los Holandeses;/alquilar/chalet-las_palomas_cerro_gordo-41724027506_173200/;Las Palomas-Cerro Gordo (Almuñécar);120 m²;Inmobiliaria grupo iris alquila para vacaciones o cortas estancias este chalet con pisicina privada en el encantador entorno de lo...;36.737896636;-3.75843452;3 habs.;2 baños;;granada
800 €/mes;Piso en Campus de La Salud;/alquilar/piso-zaidin_vergeles18006-45059283813_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);110 m²;"Gran piso en esquina. De tres dormitorios y dos baños. Sin muebles.
Amplio salón  de grandes ventanales.
Cocina amueblada y equipa...";37.1541073;-3.6059353;3 habs.;2 baños;5ª planta;granada
500 €/mes;Piso en San Antón;/alquilar/piso-armilla_san_anton18100-44179646198_995390/;San Antón (Armilla);80 m²;Piso  en pleno centro  de   armilla ,  consta  de  dormitorios  ,  salon,   cocina  amueblada  a  estrenar  exterior,   se  alquil...;37.1396136;-3.6170968;4 habs.;1 baño;1ª planta;granada
650 €/mes;Piso en Chana;/alquilar/piso-granada_capital_chana18015-44234012198_101800/;Chana (Granada Capital);90 m²;Se alquila piso en barrio de la chana para estudiantes. Consta de 3 dormitorios, 1 baño, aseo. Cocina y salon. Esta amueblado con ...;37.1895919;-3.626099;3 habs.;1 baño;2ª planta;granada
700 €/mes;Apartamento en calle Duquesa;/alquilar/apartamento-granada_capital_centro_catedral18001-45091728349_501309/;Centro-Catedral (Granada Capital);68 m²;Precioso apartamento de 1 dormitorio todo en un excelente estado, salón con cocina americana y 1 baño. Con calefacción y agua cali...;37.1789078;-3.6032909;1 hab.;1 baño;1ª planta;granada
700 €/mes;Piso en Avenida de Madrid;/alquilar/piso-san_ildefonso_hospital_real18012-26700818717_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);60 m²;Buscas un piso de lujo, practico y confortable y con una luminosidad impresionante? Y si además  no escuchas toser al vecino de al...;37.185997137;-3.603924615;1 hab.;1 baño;6ª planta;granada
780 €/mes;Piso en calle de Joaquina Eguaras;/alquilar/piso-joaquina_eguaras18013-45043725717_100500/;Joaquina Eguaras (Distrito Norte. Granada Capital);121 m²;"Piso para estudiantes de 3 dormitorios, 2 baños, cocina con lavadero y salón con terraza.
Muy cerca del centro de magisterio la in...";37.2045613;-3.6119866;3 habs.;2 baños;2ª planta;granada
490 €/sem;Apartamento en Paseo de Velilla, 1;/alquilar/apartamento-almunecar_los_pinos-875195339_500785/;Velilla (Almuñécar);65 m²;"Propiedad en alquiler vacacional
Apartamento en 1ª línea de playa para alquilar vacacionalmente enfrente del parque acuático de al...";36.73232640822748;-3.6738579837692895;2 habs.;1 baño;4ª planta;granada
1.200 €/mes;Piso en calle de Buensuceso;/alquilar/piso-granada_capital_centro_catedral18002-43420171107_526600/;Centro-Catedral (Granada Capital);110 m²;Piso de 3 dormitoeios, amueblado, salon, cocina, baño, aseo, exterior, luminoso, terraza, trastero, balcon, calefaccion gas natura...;37.1754185;-3.6023854;3 habs.;2 baños;1ª planta;granada
900 €/mes;Apartamento en calle Mayor Zaragoza, nº 1;/alquilar/apartamento-velilla_taramay18690-654857951_173200/;Taramay (Almuñécar);100 m²;En playa galera se alquila fantastico apartamento bien amueblado con amplia terraza con vistas al mar . Facil  acceso a una calita...;36.7481176;-3.6573583;2 habs.;2 baños;1ª planta;granada
1.000 €/mes;Piso en Camino de Ronda;/alquilar/piso-camino_de_ronda18004-44191332381_108900/;Camino de Ronda (Distrito Ronda. Granada Capital);110 m²;"&iexcl;atenci&oacute;n estudiantes y futuros mir! Presentamos un incre&iacute;ble piso en alquiler que no querr&aacute;s dejar pas...";37.1798524;-3.6140514;4 habs.;1 baño;;granada
430 €/mes;Estudio en calle Almona de San Juan de Dios;/alquilar/estudio-granada_capital_centro_catedral18001-45076224317_501309/;Centro-Catedral (Granada Capital);22 m²;Muy bien ubicado junto a la avenida de la constitución y jardines del triunfo muy bien comunicado con todas las líneas de bus a 5 ...;37.1823119;-3.6029659;1 hab.;1 baño;;granada
750 €/mes;Piso en Alcampo;/alquilar/piso-norte_cartuja-44216361221_100500/;Cartuja (Distrito Norte. Granada Capital);97 m²;"Disponible para próximo curso universitario, piso para estudiantes 3 dormitorios.

  Dispone de amplio salón-comedor a dos ambien...";37.1987241;-3.6008364;4 habs.;1 baño;8ª planta;granada
600 €/mes;Piso en Polideportivo;/alquilar/piso-armilla_san_anton18100-45066713543_108900/;San Antón (Armilla);50 m²;Se alquila acogedor piso en armilla, situado en la zona de mercadona. Esta vivienda cuenta con dos habitaciones y un baño, ideal p...;37.138301;-3.6227125;2 habs.;1 baño;Bajo;granada
750 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-36766614987_100500/;Cartuja (Distrito Norte. Granada Capital);100 m²;"¡Oportunidad de alquiler para estudiantes!

Magnifico piso en alquiler al lado del campus universitario de cartuja, en la zona de ...";37.1993298;-3.6032356;3 habs.;1 baño;1ª planta;granada
800 €/mes;Apartamento en Avenida Pintor Domínguez de Haro, nº 14;/alquilar/apartamento-almunecar_taramay-25850887718_500785/;Taramay (Almuñécar);100 m²;Alquiler de septiembre a junio.- el apartamento está situado en el residencial cabria, en almuñécar, muy cerca de la playa de cabr...;36.734538942125646;-3.6907373279578946;2 habs.;2 baños;2ª planta;granada
670 €/mes;Piso en Plaza Arqueología;/alquilar/piso-torrenueva_costa_torrenueva-44238128848_510584/;Torrenueva (Torrenueva Costa);70 m²;Temporada escolar. Se alquila acogedor piso en la zona de torrenueva costa. Esta vivienda se encuentra en el 2º piso de un edifici...;36.7083863;-3.4909321;2 habs.;2 baños;2ª planta;granada
780 €/mes;Apartamento en calle del Cristo de la Yedra;/alquilar/apartamento-san_ildefonso_hospital_real18012-43356092165_501309/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);69 m²;Libre 1 de mayo. Junto ancha de capuchinos en planta primera muy bonito apartamento de 2 dormitorios, salón con cocina americana y...;37.1867022;-3.6024829;2 habs.;1 baño;1ª planta;granada
1.300 €/mes;Apartamento en Cabria;/alquilar/apartamento-almunecar_taramay-45037290253_106000/;Taramay (Almuñécar);100 m²;"Disponibilidad verano 2024 - quedan pocas semanas libres - preguntar precios y fechas disponibles!
Moderno apartamento situado en ...";36.7493024;-3.6481795;3 habs.;2 baños;1ª planta;granada
1.600 €/mes;Casa en Parque Almunia;/alquilar/casa-los_periodistas_parque_almunia_albayda18014-45076772787_100500/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);223 m²;"Casa/chalet → en granada zona parque almunia, 223.19 m. De superficie.
Preciosa casa de diseño, muy luminosa en todas las épocas d...";37.1966787;-3.6185824;3 habs.;3 baños;;granada
880 €/mes;Piso en Cartuja;/alquilar/piso-caseria_de_montijo_nueva_granada18011-35094197314_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);82 m²;"Alquiler piso cerca campus universitario de cartuja

Disponible en alquiler este piso de 4 dormitorios que cuentan con armarios y ...";37.1990158;-3.5962886;4 habs.;1 baño;1ª planta;granada
85 €/día;Apartamento en calle Urbanización Sue-Th1, 150- (Residencial El Sol-Edf;/alquilar/apartamento-salobrena_centro_urbano-30933017591_103200/;Salobreña;75 m²;Apartamento en primera linea de playa con magnificas vistas al mar. Situado en urbanización con pisci...;36.7369;-3.59213;2 habs.;1 baño;;granada
950 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-44192146292_108900/;Cartuja (Distrito Norte. Granada Capital);96 m²;"Piso todo exterior muy luminoso y tranquilo, amplio sal&oacute;n con grandes ventanales de acceso al balc&oacute;n/terraza, cocina...";37.1999576;-3.6018625;4 habs.;1 baño;;granada
800 €/sem;Apartamento en Paseo de la Reina Sofía, 1;/alquilar/apartamento-velilla_distrito-41675443400_500785/;Velilla (Almuñécar);106 m²;Bonito y gran apartamento situado en primera línea de playa, en el paseo de reina sofía. A tan solo 5 minutos a pie del centro de ...;36.731095802724965;-3.6822837199571836;3 habs.;2 baños;11ª planta;granada
1.300 €/mes;Piso en calle Maestro Bretón, 3;/alquilar/piso-figares_san_anton18004-37550733444_100500/;Figares-San Antón (Granada Capital);105 m²;Piso en alquiler en calle maestro breton muy centrico, al lado de calle recogidas y calle alhamar rodeado de todas las comodidades...;37.1681;-3.60377;5 habs.;;1ª planta;granada
800 €/mes;Piso en calle del Profesor Francisco Dalmau;/alquilar/piso-joaquina_eguaras18013-45010732591_100500/;Joaquina Eguaras (Distrito Norte. Granada Capital);127 m²;Buscáis el lugar perfecto para vuestro tiempo en la universidad? ¡Lo tenemos! Os presentamos un piso genial en alquiler en la zona...;37.198830273;-3.610361646;3 habs.;2 baños;1ª planta;granada
900 €/mes;Piso en calle de Pedro Antonio de Alarcón;/alquilar/piso-camino_de_ronda18004-43373043160_526600/;Camino de Ronda (Distrito Ronda. Granada Capital);110 m²;Bonito piso de 3 dormitorios, amueblado, salon, cocina, baño, aseo, exterior, luminoso, soleado, zona muy centrico con todo tipo d...;37.1717956;-3.605837;3 habs.;2 baños;Bajo;granada
960 €/mes;Piso en Cartuja;/alquilar/piso-caseria_de_montijo_nueva_granada18011-43393463586_100500/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);100 m²;¡Descubre tu nuevo hogar en esta encantadora vivienda de alquiler! Ubicada en una tranquila zona de la ciudad, este luminoso apart...;37.1984312;-3.5977114;4 habs.;2 baños;1ª planta;granada
2.500 €/mes;Chalet en Laderas (Monte de los Almendros, Alfamar, Costa Aguilera);/alquilar/chalet-salobrena_centro_urbano-36743136093_109300/;Salobreña;383 m²;"Precio por semana
Villa «la bodega» es una espaciosa, moderna y recientemente remodelada villa en la urbanización monte de los alm...";36.7472483;-3.6169276;4 habs.;2 baños;;granada
850 €/mes;Piso en calle Real de Cartuja;/alquilar/piso-san_ildefonso_hospital_real18012-22582019474_100500/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);98 m²;Se alquila piso completamente reformado con 3 dormitorios, baño completo, cocina con salida a un amplio patio y salón con balconci...;37.1863587;-3.6000045;3 habs.;1 baño;1ª planta;granada
747 €/mes;Piso en calle de la Isla de la Gomera;/alquilar/piso-los_periodistas_parque_almunia18014-15047778925_101800/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);98 m²;Piso en planta segunda de 99 m² construidos en edificio calderón, con 3 dormitorios, armarios empotrados, 2 baños completos, salón...;37.1988057;-3.6191994;3 habs.;2 baños;2ª planta;granada
600 €/mes;Piso en Camino del Pelaillo;/alquilar/piso-playa_granada-36749207989_510584/;Playa Granada (Motril);100 m²;Temporada escolar. Se alquila piso en el camino del pelaillo. Playa de poniente de motril. Se alquila bonito piso en primera linea...;36.717354;-3.5473392;3 habs.;1 baño;4ª planta;granada
800 €/mes;Piso en San Francisco Javier;/alquilar/piso-beiro_san_francisco_javier18013-45027824033_108900/;San Francisco Javier (Distrito Beiro. Granada Capital);90 m²;"Se alquila piso en zona beiro.consta de 3 dormitorios,sal&oacute;n,cocina totalmente equipada y 1 ba&ntilde;o.ideal para estudiant...";37.1942923;-3.6050877;3 habs.;1 baño;;granada
950 €/mes;Piso en San Francisco Javier;/alquilar/piso-beiro_san_francisco_javier18013-44174916650_108900/;San Francisco Javier (Distrito Beiro. Granada Capital);110 m²;"&iquest;busc&aacute;is un bonito piso para el curso escolar? Os ofrecezco este piso totalmente amueblado con 3 dormitorios amplios...";37.194891663;-3.608727494;3 habs.;2 baños;;granada
1.000 €/mes;Ático en Chana;/alquilar/atico-granada_capital_chana18003-45072959109_108900/;Chana (Granada Capital);90 m²;"&iexcl;descubre tu nuevo hogar en el coraz&oacute;n de camino de ronda! Este espectacular &aacute;tico de 90 m&sup2; ofrece todo l...";37.1871748;-3.6146079;3 habs.;2 baños;;granada
350 €/mes;Piso en calle de Ganivet;/alquilar/piso-zona_calle_poniente_avenida_cristobal_colon18100-44182256304_103800/;Zona Calle Poniente-Avenida Cristóbal Colón (Armilla);120 m²;Piso  en armilla, con 120 m² construidos, 4 dormitorios, 2 baños, buen estado, exterior, planta 2, amueblado. ¿ Estas buscando alq...;37.1443442;-3.6257445;4 habs.;;2ª planta;granada
800 €/mes;Loft en Camino de Gójar;/alquilar/loft-la_zubia_centro_urbano-41759782514_100500/;La Zubia;134 m²;"Magnifico loft en alquiler en la zubia a 5 minutos del pts.
Cuenta con  habitacion, salón amplio con cocina abierta, baño con plat...";37.1167772;-3.5983934;1 hab.;1 baño;;granada
1.000 €/mes;Apartamento en calle Mayor Zaragoza;/alquilar/apartamento-velilla_taramay-879422082_173200/;Taramay (Almuñécar);95 m²;En galera playa inmobiliaria grupo iris  alquila apartamento muy bien amueblado con una preciosa y amplia terraza frente a la pisc...;36.74803517;-3.663730817;2 habs.;2 baños;1ª planta;granada
800 €/mes;Piso en calle del Profesor Francisco Dalmau;/alquilar/piso-joaquina_eguaras18013-45028484417_100500/;Joaquina Eguaras (Distrito Norte. Granada Capital);132 m²;¡¡¡Estudiantes!!! Piso en alquiler curso 2024/25, junto centro comercial alcampo, 18013, granada. Es una vivienda totalmente exter...;37.1997139;-3.6087917;3 habs.;;1ª planta;granada
850 €/mes;Piso en calle Martínez de la Rosa;/alquilar/piso-granada_capital_centro_catedral18002-28384582119_100500/;Centro-Catedral (Granada Capital);85 m²;"Calle martínez de la rosa, a un paso de plaza gran capitán, gerencia de urbanismo, facultad de ciencias

Piso reformado en cuarta ...";37.177347;-3.6082097;3 habs.;;4ª planta;granada
590 €/mes;Piso en La Zubia;/alquilar/piso-la_zubia_centro_urbano-44214822618_100500/;La Zubia;58 m²;"¡Vive en la zubia! Piso nuevo a estrenar con todo lo que necesitas 

¿Buscas tu hogar ideal en un entorno tranquilo y con todas la...";37.11758532;-3.5776248;2 habs.;1 baño;1ª planta;granada
280 €/sem;Piso en Paseo de Velilla, 15;/alquilar/piso-velilla_distrito-19235664457_996484/;Velilla (Almuñécar);60 m²;Apartamentos primera línea de playa perfectos para unas vacaciones en familia. Disponen de 1 dormitorio, cuarto de baño completo, ...;36.73747442704492;-3.6702377731742875;1 hab.;1 baño;Principal;granada
1.050 €/mes;Piso en Pajaritos-Plaza de Toros;/alquilar/piso-pajaritos_plaza_de_toros18014-45063565465_101800/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);91 m²;¿Quieres un piso para el curso academico 2024/2025? Aquí tienes una oportunidad excelentemente ubicada en el barrio de pajaritos m...;37.1860551;-3.6116375;3 habs.;2 baños;;granada
750 €/mes;Piso en Centro - Alhamar;/alquilar/piso-figares_san_anton18004-45048599004_106000/;Figares-San Antón (Granada Capital);90 m²;"Alquilamos ático con terraza  , tres dormitorios , baño , cocina y salón.
Está situado en barrio fígares , junto calle alhamar .
S...";37.1682333;-3.6037419;3 habs.;2 baños;7ª planta;granada
900 €/mes;Piso en Realejo;/alquilar/piso-realejo18005-44175217017_100500/;Realejo (Granada Capital);94 m²;Sacamos en alquiler este sensacional piso recién reformado con una ubicación inmejorable, junto al corte inglés de acera del darro...;37.1694406;-3.5969784;2 habs.;1 baño;2ª planta;granada
A consultar;Chalet en calle de los Trillizos, 6;/alquilar/chalet-la_herradura_distrito-31754979485_525717/;La Herradura (Almuñécar);250 m²;"Alquiler vacacional 
 Se alquila por semanas o  quincenas ,consultar disponibilidad y precio segun temporada";36.726462159260805;-3.7350152883121464;5 habs.;5 baños;;granada
890 €/mes;Piso en calle San José Baja, 49;/alquilar/piso-figares_san_anton18005-44199821940_100500/;Figares-San Antón (Granada Capital);120 m²;Exclusiva vivienda situada en fígares junto calle alhamar, se compone amplio salón comedor, cocina independiente separada del saló...;37.1701;-3.60131;2 habs.;2 baños;4ª planta;granada
695 €/mes;Piso en calle de la Isla de la Gomera, 4;/alquilar/piso-los_periodistas_parque_almunia18014-10902032268_101800/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);98 m²;Estupendo piso en alquiler de 98 m² construidos en edificio calderón (barrio albayda), con 3 dormitorios, armarios empotrados, 2 b...;37.1992;-3.61947;3 habs.;2 baños;1ª planta;granada
490 €/sem;Apartamento en Paseo de Velilla, nº 10;/alquilar/apartamento-velilla_taramay-1693786163_500785/;Velilla (Almuñécar);70 m²;Apartamento vacacional situado en 1ª línea de playa velilla. Planta 9ª. Superf: 70m², 2 dormitorios, 2 cuartos de baño, cocina in...;36.7358877;-3.6717918;2 habs.;2 baños;9ª planta;granada
550 €/mes;Apartamento en calle de Elvira;/alquilar/apartamento-albaicin_distrito18010-45000343340_501309/;Albaicín (Granada Capital);58 m²;Muy bonito apartamento de 1 dormitorio zona central de calle elvira todo en muy buen estado totalmente amueblado y equipado. La co...;37.1798756;-3.5989867;1 hab.;1 baño;Bajo;granada
750 €/mes;Piso en Alcampo;/alquilar/piso-norte_cartuja-43394445317_100500/;Cartuja (Distrito Norte. Granada Capital);109 m²;Se alquila vivienda para estudiantes o familia, situada a 5 min del complejo universitario la cartuja, cuenta con 3 dormitorios mu...;37.1994199;-3.6011537;3 habs.;1 baño;8ª planta;granada
1.150 €/mes;Piso en Paseo de China Gorda, 9;/alquilar/piso-cotobro-15086100081_100500/;Cotobro (Almuñécar);80 m²;No se alquila todo el año. Bonito apartamento situado casi en primera linea de playa, en san cristóbal y muy cerca de restaurantes...;36.734;-3.70448;2 habs.;2 baños;1ª planta;granada
100 €/día;Piso en calle de Rambla del Espinar, 3;/alquilar/piso-la_herradura_distrito-30885233169_525717/;La Herradura (Almuñécar);100 m²;"Apartamento en edificio moderno con ascensor y piscina comunitaria 
Se alquila por temporadas , no se alquila para todo el año 
Pr...";36.7359;-3.73866;3 habs.;2 baños;2ª planta;granada
900 €/mes;Apartamento en calle Mayor Zaragoza, nº 2;/alquilar/apartamento-almunecar_centro_urbano-389500589_173200/;Taramay (Almuñécar);83 m²;Inmobiliaria grupo iris alquila en playa galera este  apartamento bien amueblado con amplia terraza con vistas al mar . El apartam...;36.749067502662044;-3.6568057537078857;2 habs.;2 baños;4ª planta;granada
600 €/mes;Piso en Castell de Ferro;/alquilar/piso-castell_de_ferro-44225277804_108500/;Castell de Ferro (Gualchos);80 m²;¡Alquiler de piso de larga temporada con vistas al mar en castell de ferro!. Si buscas un lugar perfecto para disfrutar de la tran...;36.725898148;-3.354601825;3 habs.;2 baños;;granada
800 €/mes;Ático en Camino de Ronda;/alquilar/atico-camino_de_ronda18003-44197087439_526600/;Camino de Ronda (Distrito Ronda. Granada Capital);85 m²;Atico de 2 dormitorios, salon, cocina independiente, terraza con vistas, baño, exterior, luminoso, soleado, garaje, zona con todo ...;37.181929042;-3.61309716;2 habs.;1 baño;;granada
650 €/mes;Piso en calle Lucio Carvajal;/alquilar/piso-albolote_centro_urbano-5880477536_100500/;Albolote;90 m²;"Si llevas tiempo buscando piso de alquiler y todo lo que encuentras ó está muy caro ó los muebles están para echarse a llorar?
 
 ...";37.2337245;-3.6512132;2 habs.;1 baño;1ª planta;granada
750 €/mes;Piso en Avenida de la Divina Pastora;/alquilar/piso-san_ildefonso_hospital_real18012-44248454875_101800/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);80 m²;Zazume te trae este increíble y luminoso piso en granada completamente amueblado listo para entrar a vivir en una zonas más céntri...;37.1840111;-3.6030821;2 habs.;1 baño;1ª planta;granada
150 €/día;Apartamento en Avenida de la Marina del Este;/alquilar/apartamento-marina_del_este_punta_de_la_mona-43352979746_525717/;Marina del Este-Punta de la Mona (Almuñécar);83 m²;Altura piso 2º, superficie total 83 m², hab. Individuales: 2, 2 baños, aire acondicionado (frío y calor), estado conservación: bue...;36.726340567;-3.730951921;2 habs.;2 baños;2ª planta;granada
950 €/mes;Piso en Paseo de China Gorda;/alquilar/piso-cotobro-30901757202_512325/;Cotobro (Almuñécar);85 m²;Este precioso ático se sitúa a final de la playa de san cristóbal, cerca de la playa, comercios y restaurantes. Dispone de 2 dormi...;36.7339702;-3.7042621;2 habs.;2 baños;7ª planta;granada
1.100 €/mes;Estudio en calle de Verónica de la Virgen;/alquilar/estudio-figares_san_anton18005-44265843781_109300/;Figares-San Antón (Granada Capital);64 m²;"Disponibilidad a partir del 4 de junio

Estupendo apartamento de 1 dormitorio completamente amueblado en pleno centro de granada, ...";37.1698888;-3.5994692;;1 baño;;granada
1.200 €/mes;Piso en Centro-Catedral;/alquilar/piso-granada_capital_centro_catedral18002-45069910565_108900/;Centro-Catedral (Granada Capital);100 m²;"&iexcl;oportunidad &uacute;nica en la zona de pedro antonio de alarc&oacute;n! Se alquila un magn&iacute;fico piso de 100 m&sup2;,...";37.1725724;-3.6033109;4 habs.;2 baños;;granada
800 €/mes;Piso en calle Sander;/alquilar/piso-los_periodistas_parque_almunia-34198919911_524656/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);125 m²;"Sanders, todos los servicios a mano, acceso rápido a la autovía. 
Incluidos gastos comunitarios y amplia plaza de garaje.
La vivie...";37.2053568;-3.6278275;4 habs.;2 baños;5ª planta;granada
1.150 €/mes;Ático en El Serrallo;/alquilar/atico-camino_de_los_neveros_serrallo-44240214705_100500/;Camino de los Neveros-Serrallo (Distrito Genil. Granada Capital);122 m²;Espectacular ático con 3 terrazas en alquiler en una de las mejores urbanizaciones del serrallo. La vivienda queda distribuida en ...;37.1587836;-3.5780532;3 habs.;2 baños;;granada
475 €/mes;Piso en Monachil;/alquilar/piso-monachil_centro_urbano-45009985301_108900/;Monachil;70 m²;¡Oportunidad única en el barrio de la vega! Este moderno piso de 60 m² construidos , ubicado en la calle principal y mejor zona de...;37.1302186;-3.5660066;1 hab.;1 baño;2ª planta;granada
