precio;sub_descr;href;ubicacion;habitaciones;banios;mt2;planta;otros;latitude;longitude;raw_json;CCAA
197.000 €;Apartamento en Carrer Festuc;/comprar/apartamento-platja_oliva-38340047437_512739/;Platja d'Oliva (Oliva);3 habs.;2 baños;600 m²;1ª planta;Apartamentos de nueva construcción en venta. Precios desde 197.000 €.  Planta baja y primera planta con ascensor. Todos apartament...;38.9375935;-0.104992;;valencia
179.000 €;Piso en Avenida del Puerto;/comprar/piso-aiora46023-39206606478_100500/;Aiora (Distrito Camins al Grau. València Capital);3 habs.;1 baño;75 m²;5ª planta;"Encuentra la casa perfecta a través del nuevo y exclusivo servicio tempocasa, con un total asesoramiento en todos los ámbitos

Con...";39.464;-0.346356;;valencia
259.000 €;Apartamento en Avinguda Mila-reial;/comprar/apartamento-torre_en_conill_cumbres_san_antonio-40858521951_524110/;Torre en Conill-Cumbres San Antonio (Bétera);2 habs.;2 baños;154 m²;Bajo;Superficie total 154 m², apartamento superficie útil 110 m², habitaciones dobles: 2, hab. Dobles son suites: 1, 2 baños, adaptado ...;39.566524928;-0.475161004;;valencia
249.900 €;Chalet en Oliva Nova;/comprar/chalet-oliva_nova-27582968459_100500/;Oliva Nova (Oliva);3 habs.;1 baño;251 m²;;Gran oportunidad. Cercana a la hípica de  oliva nova, cercano al centro hípico y al campo de golf, a poca distancia en coche de la...;38.8832806;-0.043022;;valencia
167.000 €;Piso en Alt Palància-Doctor Palos;/comprar/piso-alt_palancia_doctor_palos46500-45035834470_108900/;Alt Palància-Doctor Palos (Distrito Sagunt Poble. Sagunt - Sagunto);3 habs.;2 baños;90 m²;5ª planta;¡Descubre tu nuevo hogar en sagunto!Ubicado estratégicamente en la apacible zona norte del palancia en sagunto, este impresionante...;39.6843757;-0.284302;;valencia
105.000 €;Piso en L´Olivereta;/comprar/piso-nou_moles46018-45094281579_103800/;Nou Moles (Distrito L'Olivereta. València Capital);2 habs.;;78 m²;5ª planta;Piso  en l´olivereta, con 78 m² construidos, 2 dormitorios, 1 baños, buen estado, exterior, planta 5, amueblado, 1967, suelo de ta...;39.469968;-0.4020038;;valencia
207.000 €;Apartamento en Carrer de Manuel Garcés, 1;/comprar/apartamento-el_far_el_dossel-41675976828_992784/;El Far-El Dossel (Cullera);3 habs.;2 baños;115 m²;4ª planta;¿Quién no ha soñado con vivir un tiempo frente al mar, rodeado de una geografía única y de unas vistas espectaculares, en una de l...;39.184081369551066;-0.21963808696722298;;valencia
220.000 €;Piso en Passeig de les Germanies, 54;/comprar/piso-republica_argentina_iglesia_cristo_rey46702-38354280248_100500/;República Argentina-Iglesia Cristo Rey (Distrito Gandia Ciutat. Gandia);4 habs.;2 baños;160 m²;1ª planta;"¿Te gustaria vivir en el centro de gandia y diseñarte tu vivienda?

Piso en finca señorial ,con fachada modernista, es un piso amp...";38.966;-0.184876;;valencia
85.000 €;Casa en Carrer de la Mare de Déu del Miracle;/comprar/casa-rafelbunyol_centro_urbano-41760708913_108900/;Rafelbunyol;2 habs.;1 baño;191 m²;;¿Estás buscando una casa solar en una de la calles principales de rafelbunyol? La tenemos, calle dedicada a la patrona, es una de ...;39.5898962;-0.3323832;;valencia
42.000 €;Piso en calle de Ausiàs March, 26;/comprar/piso-olleria_centro_urbano-40925016113_501611/;L'Olleria;4 habs.;1 baño;105 m²;2ª planta;Inmobiliarias imc vende piso en l'olleria altura piso 2º, piso superficie total 105 m², superficie útil 93 m², hab. Individuales: ...;38.9151;-0.551727;;valencia
250.000 €;Piso en Cuarte,  28;/comprar/piso-el_carme46003-44212665754_109700/;El Carme (Distrito Ciutat Vella. València Capital);;;109 m²;;. Oportunidad de inversión: pendiente de inscripción. Oportunidad de inversión: inmueble con cargas. Piso de 109 m² ubicado en val...;39.4817;-0.380656;;valencia
250.000 €;Chalet unifamiliar en calle La Carrasquera;/comprar/chalet_unifamiliar-urbanizaciones_cumbres_de_calicanto_manyes_barbeta-39246141002_100900/;Urbanizaciones Cumbres de Calicanto-Manyes-Barbeta (Torrent);4 habs.;;131 m²;;¿Buscas una casa para disfrutar de vivir todo el año en el campo pero con todas las comodidades?  Te presentamos un chalet unifami...;39.41284181;-0.55676683;;valencia
270.000 €;Casa adosada en calle de la Alegría;/comprar/casa_adosada-bulevar_del_xuquer_el_maranyet46409-43392335124_100500/;Bulevar del Xúquer-El Maranyet (Cullera);4 habs.;2 baños;148 m²;;"A escasos metros del mar, en la playa de cullera, encontramos esta maravilla de vivienda en venta.

Desde la entrada principal acc...";39.1426299;-0.2391751;;valencia
230.000 €;Apartamento en Carrer de Estornells;/comprar/apartamento-platja_de_pucol-42529536491_100500/;Platja de Puçol (Puçol);2 habs.;2 baños;74 m²;2ª planta;Grupo pineda te presenta estupendo apartamento en la playa de puçol, con una superficie aproximada de 74 m² que lo convierte en un...;39.6110181;-0.2635708;;valencia
134.000 €;Piso en L'Hort de Senabre;/comprar/piso-hort_de_senabre46017-45003970958_100200/;L'Hort de Senabre (Distrito Jesús. València Capital);4 habs.;;92 m²;;"Tecnocasa raiosa gestiona en exclusiva - exterior - reformado por completo.

¡Gran oportunidad! Piso totalmente reformado de 4 dor...";39.4562847;-0.3900974;;valencia
507.500 €;Chalet en Plaza Verdun;/comprar/chalet-mas_camarena-3575155597_109700/;Mas Camarena (Bétera);4 habs.;3 baños;155 m²;;"VI-7-P00-51. Chalet de obra nueva de 155 m2 de superficie construida y emplazado en la zona de Bétera. Está dispuesto en 4 habitaciones, 3 baños completos, terraza de 190,2 m2. Cuenta como extra garaje.

** El precio mostrado en la tabla anterior para cada inmueble, incluye únicamente aquellos anejos (plazas de garaje y/o trastero) que hubiesen sido expresamente especificados en su descripción. En caso de no aparecer especificados, su precio no se entenderá incluido en el precio mostrado anteriormente. El precio mostrado lo es sin incluir impuestos. Los inmuebles identificados están sujetos, en todo caso, a disponibilidad.";39,549690792;-0,448042096;;valencia
335.000 €;Ático en Patraix;/comprar/atico-patraix_barrio46018-42547151827_108500/;Patraix (Distrito Patraix. València Capital);4 habs.;2 baños;125 m²;;Ático en venta en mariano ribera, junto a calle chiva. Luminoso, exterior, con terraza de aproximadamente 35 m². Orientación oeste...;39.4650817;-0.3928463;;valencia
308.500 €;Chalet en calle de la Serra de Espadà, 13;/comprar/chalet-montserrat_centro_urbano-45087555848_100500/;Montserrat;4 habs.;3 baños;173 m²;;Magnífica propiedad situada en una urbanización tranquila, rodeada de naturaleza, senderos por los que disfrutar andando o en bici...;39.3784;-0.544864;;valencia
125.000 €;Piso en Avenida del Mediterraneo;/comprar/piso-alfafar_centro_urbano-44212094463_100500/;Alfafar;3 habs.;1 baño;88 m²;1ª planta;¡Descubre tu nuevo hogar en alfafar! Este magnífico piso se encuentra en la segunda planta de un edificio con ascensor y ofrece 88...;39.416485845;-0.400817859;;valencia
185.000 €;Piso en Xirivella;/comprar/piso-xirivella_centro_urbano46950-45010257626_100200/;Xirivella;4 habs.;2 baños;150 m²;;Tecnocasa xirivella presenta en exclusiva este espectacular piso exterior con 130 m² útiles y 150 m² construidos, ubicado en una z...;39.459624575;-0.446013539;;valencia
43.000 €;Casa en Villar del Arzobispo;/comprar/casa-villar_del_arzobispo_centro_urbano-33339556122_106700/;Villar del Arzobispo;3 habs.;2 baños;152 m²;;"Casa de 152 metros en buen estado en el centro del pueblo, muy próxima a la iglesia y el ayuntamiento 
 Se distribuye en cuatro pl...";39.729286;-0.8266101;;valencia
96.000 €;Casa en Poblacion;/comprar/casa-chulilla_centro_urbano-45043150652_100500/;Chulilla;3 habs.;2 baños;82 m²;;Casa de pueblo en el centro de chulilla, a 150mts de la iglesia, rodeada de todos los servicios del pueblo, con una vistas increíb...;39.655700547;-0.893315827;;valencia
125.000 €;Piso en Platja del Port de Sagunt;/comprar/piso-platja_del_port_de_sagunt-43397978242_101800/;Platja del Port de Sagunt (Distrito Port de Sagunt. Sagunt - Sagunto);2 habs.;1 baño;53 m²;1ª planta;A escasos 200 metros de la playa de puerto de sagunto se encuentra este acogedor piso semi nuevo de 2 habitaciones, 1 baño y cocin...;39.6606669;-0.2158557;;valencia
235.000 €;Ático en calle Centro;/comprar/atico-pucol_centre-31747473186_992953/;Centre (Puçol);3 habs.;2 baños;137 m²;;Estupenda propiedad situada en el atico ,con una superficie de 137m² ,con puerta de entrada de seguridad,amplios armarios empotrad...;39.616519;-0.301517;;valencia
78.000 €;Casa adosada en Amplia Casa en Bellreguard Con Varias Despensas;/comprar/casa_adosada-bellreguard_centro_urbano-43355456367_109100/;Bellreguard;4 habs.;2 baños;271 m²;;¡Bienvenido a tu nuevo hogar en bellreguard! La agencia inmobiliaria donpiso safor tiene el placer de presentarte esta impresionan...;38.9452964;-0.1605623;;valencia
180.000 €;Dúplex en Avenida de Arrabal, 67;/comprar/duplex-requena_centro_urbano-37516185969_992784/;Requena;3 habs.;3 baños;115 m²;4ª planta;"En requena, capital de la vendimia, dispones de un ático dúplex , con mucha luz natural todo el día y unas vistas espectaculares.
...";39.48863542285712;-1.1094283590404501;;valencia
189.000 €;Piso en Avinguda de la República Argentina;/comprar/piso-republica_argentina_iglesia_cristo_rey46702-43414922389_100500/;República Argentina-Iglesia Cristo Rey (Distrito Gandia Ciutat. Gandia);5 habs.;3 baños;215 m²;Bajo;"Se vende piso de gran tamaño en una de las principales avenidas de la ciudad.

Vivienda señorial con dos entradas de acceso, cuent...";38.9687736;-0.1854783;;valencia
185.000 €;Piso en calle del Puigcampana;/comprar/piso-en_corts46013-44188868684_526079/;En Corts (Distrito Quatre Carreres. València Capital);3 habs.;1 baño;76 m²;2ª planta;"**magnífico piso en venta en en corts – ¡Exclusiva ubicación! **

Te presentamos este magnífico piso ubicado en la deseada zona de...";39.4549218;-0.3712833;;valencia
285.000 €;Chalet en Masías;/comprar/chalet-moncada_centro_urbano-43351160284_100500/;Moncada;3 habs.;2 baños;300 m²;;"J.a.f inmobiliaria dispone de:¡Tu rincón de tranquilidad junto a la naturaleza!

Imagina despertar cada mañana en un chalet en mas...";39.5584313;-0.4050061;;valencia
330.000 €;Piso en En Corts;/comprar/piso-en_corts46013-43393009139_106700/;En Corts (Distrito Quatre Carreres. València Capital);4 habs.;2 baños;126 m²;;"Inmobiliaria sorolla ofrece en venta piso de 126 m . Espacios bien distribuidos.
3 habitaciones dobles y 1 sencilla. Cocina reform...";39.455355;-0.3676747;;valencia
125.000 €;Piso en Polideportivo;/comprar/piso-alfafar_centro_urbano-45046363053_100500/;Alfafar;3 habs.;1 baño;75 m²;4ª planta;"Ref.- 8063  inmobiliaria 3 casas en venta este piso en el municipio de alfafar por la zona del polideportivo,  con ascensor.
Esta ...";39.4201063;-0.3902601;;valencia
120.000 €;Piso en Sant Llorenç;/comprar/piso-rascanya_orriols46019-44191911512_100500/;Orriols (Distrito Rascanya. València Capital);3 habs.;1 baño;80 m²;3ª planta;Se vende en exclusiva ésta agradable vivienda en la zona de rascanya, situada en una 3º planta con ascensor, la vivienda tiene 80m...;39.4947203;-0.3700372;;valencia
105.000 €;Casa en Carrer de Sant Jaume;/comprar/casa-enguera_centro_urbano-41704966245_501520/;Enguera;3 habs.;2 baños;98 m²;;Preciosa vivienda situada en la población de enguera con una superficie total de 98 metros cuadrados según catastro. La vivienda s...;38.976306972;-0.687747801;;valencia
169.500 €;Piso en Carrer de Torrent;/comprar/piso-picanya_centro_urbano-40910039643_100900/;Picanya;4 habs.;1 baño;100 m²;1ª planta;"Venta vivienda reformada en picanya, zona colegio ausias march.

La vivienda de 100 m² se distribuye en 4 habitaciones, 1 baño com...";39.435805454;-0.436716748;;valencia
206.000 €;Casa adosada en Benaguasil;/comprar/casa_adosada-benaguasil_centro_urbano-45055077870_101000/;Benaguasil;4 habs.;2 baños;318 m²;;-- no cobramos honorarios al comprador -- estupenda casa de pueblo entre medianeras. Tiene un patio de 28 m² con paellero, y una t...;39.594017561;-0.585629314;;valencia
155.000 €;Piso en Benito Perez Galdos;/comprar/piso-sants_patrons-43372623134_106700/;Sants Patrons (Alzira);2 habs.;;90 m²;;Este encantador piso de dos habitaciones está situado en el corazón del bullicioso centro de alzira. Al entrar, te recibe una acog...;39.1495958;-0.433708;;valencia
149.000 €;Ático en Santa Rita-Alborgí;/comprar/atico-santa_rita_alborgi46980-40908098899_108500/;Santa Rita-Alborgí (Paterna);3 habs.;2 baños;77 m²;;Piso vpo totalmente en perfecto estado, para entrar a vivir. Es un ático con terraza que se accede desde el salón. Piso muy lumino...;39.507313512;-0.440860524;;valencia
150.000 €;Chalet en Montserrat;/comprar/chalet-montserrat_centro_urbano-44260115105_188300/;Montserrat;3 habs.;1 baño;120 m²;;Chalet a la venta situado en suelo rústico en montserrat, a solo 2 km de la población. La propiedad se asienta sobre una amplia pa...;39.374066712;-0.537524917;;valencia
249.000 €;Chalet en calle Nou;/comprar/chalet-catarroja_centro_urbano-43369731438_100500/;Catarroja;5 habs.;;243 m²;;"Bonita casa independiente de bajo mas primera planta, situada en buena zona de la localidad de catarroja.
La casa está construida ...";39.4010529;-0.4017501;;valencia
69.000 €;Piso en Carrer del Maestro Valentín Puig, 18;/comprar/piso-turis_centro_urbano-100091590566_100100/;Turís;3 habs.;;110 m²;3ª planta;"Inmueble procedente de entidad bancaria, sin comisiones de agencia.
Descripción
Ubicado en la localidad de turis, provincia de val...";39.3869;-0.712668;;valencia
83.000 €;Piso en Avenida de la Virgen del Castillo;/comprar/piso-favara_centro_urbano-10925374489_512047/;Favara;3 habs.;2 baños;117 m²;1ª planta;Fantástica vivienda en venta en favara con 3 dormitorios, 2 cuartos de baño, comedor-salón, cocina y recibidor. En edificio con tr...;39.1275906;-0.2894063;;valencia
190.000 €;Apartamento en Carrer de Jaume II, 2;/comprar/apartamento-tavernes_de_la_valldigna_centro_urbano-12503156136_108900/;Tavernes de la Valldigna;;;133 m²;9ª planta;Excelentes vistas al mar desde este apartamento. Distribuido en tres dormitorios dobles, dos baños, amplio salón, cocina independi...;39.087236170478086;-0.21553762851317826;;valencia
400.000 €;Chalet unifamiliar en calle Ratjada;/comprar/chalet_unifamiliar-oliva_nucli_urba-39182357453_512739/;Nucli Urbà (Oliva);5 habs.;3 baños;264 m²;;Chalet de excelentes calidades y muy buena ubicación en la playa de oliva, a tan solo 200 metros del mar. Es ideal para familias q...;38.908637329;-0.110405607;;valencia
148.000 €;Piso en Algiros;/comprar/piso-albors46021-44209813131_103800/;Albors (Distrito Camins al Grau. València Capital);2 habs.;1 baño;60 m²;4ª planta;"Piso en venta con inquilinos hasta junio de 2025!!!!

No pierdas la oportunidad de adquirir este encantador piso en venta en la zo...";39.4686804;-0.3545744;;valencia
399.000 €;Piso en Gran Vía;/comprar/piso-russafa46005-43370584571_100500/;Russafa (Distrito L'Eixample. València Capital);4 habs.;2 baños;152 m²;1ª planta;"Ref: 08461 -salico vende en magnifica zona -ruzafa

Piso de grandes dimensiones para reformar, aunque las ventanas son nuevas, osc...";39.4615805;-0.3673588;;valencia
183.000 €;Piso en El Calvari;/comprar/piso-el_calvari46015-44209123941_106700/;El Calvari (Distrito Campanar. València Capital);2 habs.;1 baño;90 m²;;"¡Oportunidad para inversores!
La vivienda se vende con inquilinos pagando una renta de 630€ finalizan contrato 3. 
Piso muy espaci...";39.4865151;-0.390673;;valencia
318.000 €;Piso en Avenida José Roca Coll Esquina Canónigo Tárrega,  S/N;/comprar/piso-safranar46014-4256798797_109700/;Safranar (Distrito Patraix. València Capital);3 habs.;2 baños;122 m²;1ª planta;1º H. Piso en una finca de obra nueva de 122 m2 de superficie construida y emplazado en la zona de València Capital, posicionado en planta 1. Está dispuesto en 3 habitaciones y 2 baños completos. Cuenta como extras ascensor.;39,458008598;-0,392413464;;valencia
199.999 €;Ático en calle Avinguda de La Séquia Real del Xúquer;/comprar/atico-silla_centro_urbano-44208954701_101000/;Silla;4 habs.;3 baños;144 m²;;Os presentamos este fascinante ático dúplex a la venta en exclusiva en silla (valencia), cerca del colegio sagrada familia. ¡Plaza...;39.36425621;-0.415495819;;valencia
395.000 €;Casa adosada en Carrer Bovalar,  s/n;/comprar/casa_adosada-rocafort_centro_urbano46111-4293925701_109700/;Rocafort;4 habs.;3 baños;155 m²;;Casa adosada de obra nueva, de 155 m² de superficie construida, y situada en la zona de rocafort.  Está estructurada en 4 habitaci...;39.538121326;-0.416701511;;valencia
125.000 €;Casa en Plaza de Ibáñez Marín, 6;/comprar/casa-enguera_centro_urbano-34214079066_501520/;Enguera;7 habs.;3 baños;293 m²;;Gran casa situada en una de las plazas principales de la población de enguera, con una superficie construida total de doscientos n...;38.98066986550623;-0.6874447543253049;;valencia
210.000 €;Casa en Albalat dels Tarongers;/comprar/casa-albalat_dels_tarongers_centro_urbano-44253140905_108900/;Albalat dels Tarongers;4 habs.;2 baños;196 m²;;¡Vive la vida de tus sueños en albalat dels tarongers!.Y déjate cautivar por este magnífico chalet de dos plantas, rodeado de bell...;39.7034519;-0.3399902;;valencia
280.000 €;Casa rústica en Carrer de Lluís Vives;/comprar/casa_rustica-meliana_centro_urbano-43391931311_100500/;Meliana;3 habs.;1 baño;255 m²;;"Ana miranda inmobiliaria -especialista en l’horta nord- 
Casa de pueblo en meliana
Casa de pueblo esquinera situada en meliana, en...";39.531317417;-0.34800196;;valencia
59.500 €;Piso en Alfarrasí;/comprar/piso-alfarrasi_centro_urbano-40061753234_100500/;Alfarrasí;4 habs.;2 baños;123 m²;2ª planta;Bonito piso totalmente reformado a la venta en alfarrasí, de 123 m², muy soleado, distribuido en cuatro espaciosos dormitorios, un...;38.903506932;-0.498333523;;valencia
179.900 €;Apartamento en Avinguda de Borrons;/comprar/apartamento-xeraco_centro_urbano-41749122313_992784/;Xeraco;3 habs.;2 baños;64 m²;1ª planta;"Estás buscando un apartamento en la playa y con todos los servicios a tu alcance ? 
 
 Pues aquí tienes éste apartamento que  se e...";39.045125157;-0.193113828;;valencia
140.000 €;Chalet en Villamarchante;/comprar/chalet-vilamarxant_centro_urbano-45012153152_100500/;Vilamarxant;4 habs.;2 baños;111 m²;;"Area 21 os presenta esta bonita vivienda situada en plena naturaleza, en suelo rústico.
Descubre la tranquilidad de vivir en un en...";39.5686762;-0.6276195;;valencia
740.000 €;Casa adosada en calle Sector Virentia,  S/N;/comprar/casa_adosada-godella_centro_urbano-3488872742_109700/;Godella;4 habs.;3 baños;212 m²;;Odina 13. Casa adosada de obra nueva, de 212 m² de superficie construida, y situada en la zona de godella.  Está estructurada en 4...;39.5335155;-0.4354231;;valencia
229.000 €;Piso en Tavernes Blanques;/comprar/piso-tavernes_blanques_centro_urbano-37539780006_510080/;Tavernes Blanques;3 habs.;2 baños;95 m²;1ª planta;"Promoción ''residencial mercat'' en tavernes blanques. 
Inicio de obra mediados de marzo 2024, finalización de obra prevista para ...";39.5069766;-0.3639931;;valencia
225.000 €;Ático en Pueblo;/comprar/atico-cullera_centre_urba-43401350927_100500/;Centre Urbà (Cullera);5 habs.;3 baños;182 m²;;"Magnífico ático en el centro de cullera con todos los comercios al alcance de la mano.
Se trata de una vivienda grande de 182m² co...";39.164383;-0.2568517;;valencia
470.000 €;Piso en calle de la Vall d'Uixó,  s/n;/comprar/piso-safranar46014-4072070537_109700/;Safranar (Distrito Patraix. València Capital);4 habs.;2 baños;147 m²;1ª planta;A 14-arq-02 p01-b. Piso en una finca de obra nueva de 147 m² de superficie construida y emplazado en la zona de valència capital, ...;39.4603146;-0.3955981;;valencia
119.999 €;Casa en San Juan (Sant Joan);/comprar/casa-albuixarres-37545506688_106700/;Albuixarres (Alzira);6 habs.;1 baño;277 m²;;Gran casa en pleno centro de alzira, concretamente en calle piletes, de 277 m² en tres plantas, con una superficie gráfica de 107 ...;39.1524764;-0.4338048;;valencia
290.000 €;Piso en Montolivet;/comprar/piso-montolivet46006-45040603154_100200/;Montolivet (Distrito Quatre Carreres. València Capital);3 habs.;;131 m²;1ª planta;¡Descubre tu nuevo hogar en el corazón de valencia! Este espectacular piso de 131 m², recientemente reformado, te ofrece un espaci...;39.4615639;-0.365068;;valencia
154.000 €;Piso en Les Illes;/comprar/piso-les_illes-37525904228_108900/;Les Illes (Distrito Port de Sagunt. Sagunt - Sagunto);4 habs.;3 baños;137 m²;2ª planta;¡Descubre tu nuevo hogar en la zona de la playa de puerto de sagunto!.Te presentamos una espectacular vivienda de aproximadamente ...;39.6630674;-0.2148982;;valencia
299.000 €;Piso en Godella;/comprar/piso-godella_centro_urbano-44169889281_100200/;Godella;4 habs.;2 baños;133 m²;;Tecnocasa vende en exclusiva espectacular ático dúplex con dos terrazas de 30m y 50m cada una, en godella junto al colegio sagrado...;39.5172661;-0.4112106;;valencia
125.000 €;Piso en Benito Perez Galdos;/comprar/piso-sants_patrons-41717039633_106700/;Sants Patrons (Alzira);4 habs.;2 baños;105 m²;;"Piso todo exterior que hace chaflán, situado al lado de la calle benito pérez galdós.
 Esta información es con carácter orientativ...";39.1494843;-0.4333152;;valencia
120.000 €;Chalet en Godelleta;/comprar/chalet-godelleta_centro_urbano-22510569697_521109/;Godelleta;3 habs.;1 baño;1.517 m²;;"Se vende chalet en godelleta, a pocos metros de parada de bus y centro de la localidad.
El chalet cuenta con un solar de más de 1....";39.4212785;-0.6851571;;valencia
87.500 €;Piso en Centre Port;/comprar/piso-centre_port-45014222862_100200/;Centre Port (Distrito Port de Sagunt. Sagunt - Sagunto);3 habs.;1 baño;78 m²;;"¡Oportunidad en puerto de sagunto! 
Tecnocasa ofrece en exclusiva 
Se trata de una vivienda de 78 m² situada en una tercera altura...";39.6627642;-0.2256984;;valencia
150.000 €;Piso en Centro Puerto;/comprar/piso-centre_port-43360214596_100900/;Centre Port (Distrito Port de Sagunt. Sagunt - Sagunto);3 habs.;1 baño;114 m²;6ª planta;Nos complace presentarles un magnífico piso en puerto de sagunto a 200 mts. De la playaen el corazón de puerto de sagunto, se encu...;39.6630674;-0.2148982;;valencia
250.000 €;Casa en calle calle Sant Antoni;/comprar/casa-rafelbunyol_centro_urbano-35856486044_108900/;Rafelbunyol;6 habs.;2 baños;300 m²;;Casa para reformar. Cómo nos gustan las casas de pueblo con historia, respetando la esencia rural. Sus vigas de madera, sus techos...;39.5887121;-0.3328025;;valencia
350.000 €;Piso en Morvedre;/comprar/piso-morvedre46009-43380731582_100200/;Morvedre (Distrito La Saïdia. València Capital);4 habs.;2 baños;131 m²;;"Se vende piso en morvedre
Ubicado en una finca construida en 2005 con ascensor a cota cero, ofrece un espacio moderno y acogedor q...";39.4838621;-0.3779053;;valencia
88.500 €;Casa en Carrer de Valeriano Fornes;/comprar/casa-palma_de_gandia_centro_urbano-31693568654_520852/;Palma de Gandia;4 habs.;1 baño;167 m²;;"Venta de casa en palma de gandía ,superficie construida de 167m², distribuida en:
Planta baja: 2 habitaciones, 1 salón comedor con...";38.925371437;-0.22056646;;valencia
129.500 €;Piso en Santa Rita-Alborgí;/comprar/piso-santa_rita_alborgi46980-42530128579_100200/;Santa Rita-Alborgí (Paterna);4 habs.;;95 m²;;"Zona parque central

Este amplio inmueble cuenta con 90 metros útiles distribuidos en 4 habitaciones y 2 baños, uno de ellos en su...";39.505687439;-0.446976497;;valencia
175.000 €;Piso en Marxalenes;/comprar/piso-marxalenes46009-43381421742_108500/;Marxalenes (Distrito La Saïdia. València Capital);3 habs.;1 baño;70 m²;;Se vende bajo vivienda para entrar a vivir. Se distribuye en  3 habitaciones (dos dobles y una sencilla), 1 baño completo y cocina...;39.4889822;-0.3884336;;valencia
379.990 €;Piso en calle de la Costera, 2;/comprar/piso-pobles_de_oest_beniferri46015-44241113859_100500/;Beniferri (Distrito Pobles de l'Oest. València Capital);2 habs.;2 baños;87 m²;6ª planta;"Ubicación privilegiada

Descubre la oportunidad de vivir en un entorno dinámico y moderno, en el codiciado barrio de las cortes va...";39.4934;-0.40021;;valencia
499.000 €;Chalet unifamiliar en calle calle Pintor Pinazo;/comprar/chalet_unifamiliar-naquera_naquera_centro_urbano-43410017334_100900/;Nàquera - Náquera;5 habs.;5 baños;363 m²;;Habitale presenta este espectacular chalet independiente con un hermoso jardín y piscina en urbanización las lomas, náquera. Situa...;39.631505908;-0.415813832;;valencia
170.000 €;Chalet en Safareig;/comprar/chalet-urbanitzacions_la_concordia-44230616133_100500/;Urbanitzacions-La Concòrdia (Llíria);3 habs.;1 baño;160 m²;;No deje escapar la oportunidad de adquirir su nuevo chalet en llíria. Situado en la urbanización safareig, nuestro chalet cuenta c...;39.6402304;-0.5815419;;valencia
295.000 €;Piso en La Roqueta;/comprar/piso-la_roqueta46007-43403816334_108500/;La Roqueta (Distrito Extramurs. València Capital);4 habs.;2 baños;105 m²;;Piso en venta en zona arrancapins, extramurs, muy céntrico, cerca de la gran vía ramón y cajal, calle doctor vila barbera. Piso de...;39.4635289;-0.3807062;;valencia
235.000 €;Casa en Partida Plan del Caball;/comprar/casa-albalat_dels_tarongers_centro_urbano-40093949154_108900/;Albalat dels Tarongers;5 habs.;2 baños;278 m²;;Seguro que alguna vez has soñado con levantarte por la mañana y bajar a tu huerto a arrancar de la mata un tomate, recolectar una ...;39.653237268;-0.364518376;;valencia
350.000 €;Piso en Carrer de Santa Ana, 5;/comprar/piso-eliana_centre-4456181384_109700/;Centre (L'Eliana);3 habs.;;114 m²;1ª planta;Portal 1, 1º A. Piso en un inmueble de obra nueva de 114 m2 de superficie construida y situado en la zona de L'Eliana, acomodado en planta 1. Está estructurado en 3 habitaciones. Aporta como extras ascensor.;39,567660276;-0,529563768;;valencia
175.000 €;Piso en Carrer de l'Arxiprest Don Vicente Mengod;/comprar/piso-torrent_poble_nou-36689755330_994707/;Poble Nou (Torrent);3 habs.;1 baño;82 m²;Bajo;Esta planta baja con entrada independiente es mucho más que una propiedad, es el escenario de una vida llena de comodidad y encant...;39.431407;-0.4672377;;valencia
390.000 €;Chalet en Urb. San Miguel;/comprar/chalet-chiva_centro_urbano-20035157947_100500/;Chiva;6 habs.;3 baños;360 m²;;Ref: 8113-  calicanto-urbanización san miguel , hermoso chalet en plena urbanización  rodeado de  naturaleza , con vistas despejad...;39.4346;-0.579333;;valencia
180.000 €;Piso en Arrancapins;/comprar/piso-arrancapins46008-41700587464_108500/;Arrancapins (Distrito Extramurs. València Capital);2 habs.;1 baño;62 m²;;Se vende vivienda, pendiente de terminar la reforma, suelo de gres, ventanas climalit oscilovatientes. El material que falta, tant...;39.469759136;-0.387354386;;valencia
155.000 €;Piso en Vara de Quart;/comprar/piso-vara_de_quart46014-41756588263_108500/;Vara de Quart (Distrito Patraix. València Capital);3 habs.;1 baño;89 m²;;Piso para actulizar, suelo de terrazo, con balcón a la calle. Finca caravista, junto a zona comercios y bien comunicada. Luminosa....;39.4627752;-0.40315;;valencia
225.000 €;Chalet en Centre;/comprar/chalet-pucol_centre-40911006567_100900/;Centre (Puçol);3 habs.;;222 m²;;En pleno centro de puzol, les ofrecemos una estupenda casa de pueblo totalmente reformada!!, lista para entrar a vivir. El acceso ...;39.615155;-0.3039343;;valencia
273.000 €;Chalet en Alameda Park;/comprar/chalet-alameda_parc-44245697668_100500/;Alameda Parc (Manises);5 habs.;3 baños;280 m²;;"Casa o chalet en venta en calle concheta, alameda park

J.a.f. Inmobiliaria dispone en exclusiva de éste chalet en la urbanización...";39.522788948;-0.513586341;;valencia
291.000 €;Piso en Avenida José Roca Coll,  1311;/comprar/piso-safranar46014-4593315480_109700/;Safranar (Distrito Patraix. València Capital);2 habs.;2 baños;107 m²;1ª planta;Esc. 1 pl. 1ª pt. F t4. Piso en una finca de obra nueva de 107 m² de superficie construida y emplazado en la zona de valència capi...;39.459593261;-0.399437876;;valencia
