precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta;CCAA
2.300 €/mes;;/alquilar/piso-tetuan_cuatro_caminos28020-44176549462_100500/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 baños;120 m²;Grupo extra alquila vivienda de 3 dormitorios y 2 baños, reformado, con amplio salón y cocina independiente,  de 100m² útiles, jun...;40.4516377;-3.6979655;3 habs.;1ª planta;madrid
2.700 €/mes;;/alquilar/piso-jeronimos28014-44219566059_100500/;Jerónimos (Distrito Retiro. Madrid Capital);2 baños;199 m²;"Domum realty alquila: ¡Espectacular vivienda completamente reformada, muy cercana al parque del retiro! 
 
** disponibilidad inmed...";40.4073332;-3.6819118;3 habs.;7ª planta;madrid
990 €/mes;;/alquilar/loft-villaverde_san_andres28021-45098022090_528127/;San Andrés (Distrito Villaverde. Madrid Capital);1 baño;45 m²;¡Descubre tu nuevo hogar en madrid! Este espectacular loft a estrenar es perfecto para quienes buscan comodidad y estilo. Con 35 m...;40.3340354;-3.7023684;;;madrid
1.850 €/mes;;/alquilar/piso-centro_palacio28005-45057814732_100500/;Palacio (Distrito Centro. Madrid Capital);2 baños;100 m²;"""batuecas real estate presenta este espectacular piso situado en la tercera planta de un característico edificio en la calle toled...";40.4024197;-3.7139541;3 habs.;3ª planta;madrid
1.500 €/mes;Piso en calle de Galería de Vallehermoso, 5;/alquilar/piso-chamberi_vallehermoso28003-8423873525_992099/;Vallehermoso (Distrito Chamberí. Madrid Capital);2 baños;90 m²;- no cobramos honorarios al inquilino- bonito piso exterior en zona de vallehermoso con orientación sur, junto a cea bermúdez en c...;40.43951639559841;-3.7075717563822947;2 habs.;3ª planta;madrid
3.900 €/mes;;/alquilar/piso-chamartin_el_viso28046-29179587150_996542/;El Viso (Distrito Chamartín. Madrid Capital);1 baño;129 m²;"Diplomatic real estate ofrece ático de lujo amueblado con mobiliario de diseño y exquisita decoración.
Totalmente reformado con ma...";40.4485572;-3.6903198;1 hab.;9ª planta;madrid
7.000 €/mes;;/alquilar/chalet-la_moraleja_encinar_de_los_reyes28109-958844720_179400/;Encinar de los Reyes (La Moraleja);5 baños;280 m²;"Magnapol alquila exclusivo chalet independiente dentro de urbanización cerrada con seguridad 24 hs, piscina y play house.
350 m² d...";40.5083988;-3.6270166;5 habs.;;madrid
1.100 €/mes;;/alquilar/duplex-ciudalcampo_fuente_del_fresno28703-45092233363_103800/;Ciudalcampo-Fuente del Fresno (San Sebastián de los Reyes);1 baño;75 m²;Dúplex  en matapiñoneras, con 75 m² construidos, 70 m² útiles, 1 dormitorios, 1 baños, 1 garaje/s, buen estado, exterior, planta 2...;40.6156906;-3.6067917;1 hab.;2ª planta;madrid
1.600 €/mes;;/alquilar/piso-justicia_chueca28004-45899099921_100200/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;75 m²;Agencia inmobiliaria de madrid-tecnocasa consulting estudio tribunal, alquila magnifica vivienda en el corazón de madrid, en la ca...;40.4228376;-3.6994893;2 habs.;;madrid
4.000 €/mes;;/alquilar/apartamento-recoletos28001-45036743601_100500/;Recoletos (Distrito Salamanca. Madrid Capital);3 baños;260 m²;"Piso en alquiler en calle núñez de balboa 
Compuesto de un hall grande,  6 habitaciones grandes , 3 cuartos de baño completos , co...";40.427695431;-3.682624562;6 habs.;1ª planta;madrid
970 €/mes;;/alquilar/piso-retiro_estrella28007-43373114215_100200/;Estrella (Distrito Retiro. Madrid Capital);1 baño;49 m²;"Agencia inmobiliaria de madrid – zona estrella – retiro – vende – piso – tecnocasa – hipoteca – alquiler – pez volador 

Tecnocasa...";40.4133278;-3.6673364;1 hab.;;madrid
2.024 €/mes;;/alquilar/apartamento-justicia_chueca28004-35006863295_518087/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 baño;103 m²;Este apartamento posee un impresionante salón/comedor. Este alojamiento se encuentra en un edificio histórico y tiene un total de ...;40.4232085;-3.696534;1 hab.;3ª planta;madrid
10.000 €/mes;;/alquilar/piso-goya28001-44249464074_100500/;Goya (Distrito Salamanca. Madrid Capital);5 baños;310 m²;Diza consultores presenta este impresionante piso situado en la prestigiosa zona de príncipe de vergara, a pocos pasos de la calle...;40.4260051;-3.6798883;4 habs.;1ª planta;madrid
3.900 €/mes;;/alquilar/piso-justicia_chueca28004-24254231384_996542/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;120 m²;"Diplomatic real estate ofrece piso amueblado con electricidad, agua, luz, wifi y 1 hora semanal de limpieza incluidos'
A la renta ...";40.428686;-3.6997822;3 habs.;1ª planta;madrid
950 €/mes;;/alquilar/duplex-san_nicasio_campo_de_tiro_solagua28913-45008206480_101800/;San Nicasio-Campo de Tiro-Solagua (Leganés);2 baños;;Encantador dúplex en leganés de 71 m²,  situado en las plantas 3ª y 4ª del edificio este magnífico inmueble cuenta con ascensor y ...;40.3325653;-3.7705626;2 habs.;3ª planta;madrid
8.000 €/mes;;/alquilar/piso-recoletos28001-945856909415561_109700/;Recoletos (Distrito Salamanca. Madrid Capital);4 baños;240 m²;Magnífico piso amueblado junto al retiro. Reforma integral a estrenar. Salón de 35 m² y comedor independiente. 3 dormitorio en sui...;40.4218797;-3.6872888;3 habs.;3ª planta;madrid
1.300 €/mes;;/alquilar/piso-castilla28046-45088024006_996542/;Castilla (Distrito Chamartín. Madrid Capital);1 baño;46 m²;"Diplomatic real estate ofrece piso con mobilirio moderno próximo plaza de castilla.
Salón comedor con sofá cama y hall de entrada ...";40.4677268;-3.6883343;1 hab.;1ª planta;madrid
3.500 €/mes;;/alquilar/atico-chamartin_el_viso28002-42560780067_996542/;El Viso (Distrito Chamartín. Madrid Capital);2 baños;167 m²;"Diplomatic real  estate ofrece magnifico piso en edificio de 1982 con portal de lujo.
Distribuido en:
Salón comedor de 30 m².
3 do...";40.443633;-3.6781827;3 habs.;;madrid
900 €/mes;;/alquilar/apartamento-gaztambide28015-31671142533_501059/;Gaztambide (Distrito Chamberí. Madrid Capital);1 baño;50 m²;Piso en alquiler, en una ubicación inmejorable, muy cerca a la zona de universidades, al lado de las estaciones de metro moncloa (...;40.4332847;-3.7168785;1 hab.;4ª planta;madrid
2.600 €/mes;;/alquilar/piso-castilla28036-33346354283_991150/;Castilla (Distrito Chamartín. Madrid Capital);3 baños;150 m²;"Piso completamente reformado exterior en zona nueva españa.

El piso se distribuye en un hall de entrada con armarios empotrados, ...";40.4609108;-3.6868728;3 habs.;8ª planta;madrid
4.995 €/mes;;/alquilar/piso-recoletos28001-41706180346_996542/;Recoletos (Distrito Salamanca. Madrid Capital);3 baños;152 m²;Diplomatic real estate ofrece piso amueblado, se alquila por  larga estancia + de 9 meses 4.995€ media estancia 4 a 9 meses 5.245...;40.421792;-3.6852193;3 habs.;1ª planta;madrid
1.100 €/mes;;/alquilar/piso-centro_arroyo_la_fuente28943-45858388452_501059/;Centro-Arroyo-La Fuente (Fuenlabrada);2 baños;81 m²;"Isol business alquila magnifico piso listo para entrar en fuenlabrada

Cuenta con un excelente transporte pública a través de la e...";40.28204;-3.806255;3 habs.;6ª planta;madrid
4.200 €/mes;;/alquilar/piso-justicia_chueca28004-9250168946_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 baños;138 m²;"Diza consultores les presenta este piso amueblado de 138 metros cuadrados en la calle sagasta.

Ubicado en un segundo piso, esta v...";40.4287409;-3.7000149;3 habs.;2ª planta;madrid
3.300 €/mes;;/alquilar/atico-castillejos28020-10933250578_996542/;Castillejos (Distrito Tetuán. Madrid Capital);2 baños;110 m²;"Diplomatic real estate alquila atico con mobiliario actual y terraza de 20 m²
Salón amplio, 3 dormitorios y 2 baños
Cocina equipa...";40.4586928;-3.6953146;3 habs.;;madrid
825 €/mes;;/alquilar/estudio-centro_embajadores_lavapies28012-26709635562_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;39 m²;"Embajadores – lavapiés

Hermoso estudio reformado, moderno y muy amplio. Es exterior y ubicado en zona centro cerca del museo rein...";40.4090702;-3.6991553;;;madrid
2.600 €/mes;Apartamento en calle de Topete, 11;/alquilar/apartamento-bellas_vistas28039-39229612489_527206/;Bellas Vistas (Distrito Tetuán. Madrid Capital);1 baño;58 m²;"Alquiler temporal! 1 a 11 meses. Para entrar a vivir! Wifi y consumos funcionando.
Sin comisiones. Entrada inmediata. Totalmente e...";40.449406238195984;-3.7048139284600476;3 habs.;1ª planta;madrid
4.000 €/mes;Casa adosada en Paseo Club Deportivo, 2;/alquilar/casa_adosada-zona_avenida_de_europa-945856908635336_109700/;Zona Avenida de Europa (Pozuelo de Alarcón);3 baños;590 m²;"""increíble chalet en alquiler con todo lujo de detalles. Considerada una de las mejores urbanizaciones de madrid por su estupenda ...";40.4212;-3.80488;5 habs.;;madrid
900 €/mes;;/alquilar/piso-colmenar_viejo_centro-45841853863_100500/;Centro (Colmenar Viejo);1 baño;70 m²;Piso bajo muy luminoso en colmenar viejo zona  centro  70.00 m. De superficie, 20.00 m² de terraza,  una habitación doble y  una h...;40.6622911;-3.7690605;2 habs.;Bajo;madrid
9.000 €/mes;;/alquilar/piso-jeronimos28014-21742320908_996542/;Jerónimos (Distrito Retiro. Madrid Capital);5 baños;360 m²;Diplomatic real estate alquila magnifica vivienda de lujo reformada con materiales de excelente calidad, donde se conjugan espacio...;40.4129371;-3.6899315;5 habs.;Bajo;madrid
4.500 €/mes;;/alquilar/piso-nueva_espana28046-33422781488_996542/;Nueva España (Distrito Chamartín. Madrid Capital);2 baños;218 m²;"Diplomatic real estate ofrece magnífico piso próximo nuevos ministerios.
Amplio salón y comedor independiente con acceso a terraza...";40.4440461;-3.6907788;2 habs.;7ª planta;madrid
2.800 €/mes;;/alquilar/piso-la_moraleja_encinar_de_los_reyes-98339226970_179400/;Encinar de los Reyes (La Moraleja);2 baños;150 m²;"Magnapol alquila piso  totalmente reformado a estrenar .
150 m² muy luminoso ubicado en una de las mejores urbanizaciones de el en...";40.5031364;-3.6365326;2 habs.;1ª planta;madrid
2.900 €/mes;;/alquilar/apartamento-recoletos28001-45048946443_100500/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;179 m²;"Se alquila piso en calle claudio coello 

Esta compuesto de un salón muy luminoso con dos ventanas y dos velux, armario en pasillo...";40.4222257;-3.6868694;2 habs.;4ª planta;madrid
9.500 €/mes;;/alquilar/piso-chamartin_el_viso28002-40846395127_996542/;El Viso (Distrito Chamartín. Madrid Capital);5 baños;330 m²;"Diplomatic real estate ofrece piso refomado en edificio de 1986 con portal del lujo.
Gran salón de 50 m² y comedor independiente d...";40.443697;-3.6907361;4 habs.;2ª planta;madrid
940 €/mes;;/alquilar/piso-sur_este28938-45888065394_108900/;Sur-Este (Móstoles);;75 m²;"Estupenda vivienda de 2 dormitorios ¡Con garaje y trastero incluidos!
 
¡Alta de suministros gratis! Disfruta de tu hogar desde el...";40.3114077;-3.8577631;2 habs.;2ª planta;madrid
4.200 €/mes;;/alquilar/piso-trafalgar28015-35059825851_996542/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;126 m²;"Diplomatic real estate ofrece magnífico piso amueblado.
Disponible  el 19 de julio.
 A la renta hay  que añadirle el 10% de iva.
S...";40.4367417;-3.6945056;2 habs.;4ª planta;madrid
1.340 €/mes;Piso en calle Teleferico de las Canteras, 2;/alquilar/piso-el_canaveral-4428448716_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);2 baños;121 m²;"Vt7.
Vivienda a estrenar de 3 dormitorios con terraza
Promoción de obra nueva de 75 viviendas protegidas en régimen de alquiler co...";40.3960808;-3.546201;3 habs.;;madrid
1.000 €/mes;;/alquilar/piso-puerta_del_angel-45863253376_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;41 m²;Estudio inmobiliario puerta del angel sl - madrid oficina tecnocasa alquila piso totalmente exterior de 42 m², distribuido en 1 do...;40.4114441;-3.7284467;;1ª planta;madrid
750 €/mes;;/alquilar/estudio-moncloa_aravaca_arguelles28008-32595623971_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;30 m²;Alquiler estudio argüelles ideal para una sola persona en la plaza de españa, totalmente reformado, amueblado con cama de 90cm y c...;40.4237971;-3.7140721;;;madrid
1.000 €/mes;;/alquilar/estudio-moncloa_aravaca_arguelles28008-42589261861_101000/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;40 m²;Bonito estudio situado al lado de la pza de españa, se entrega totalmente reformado y amueblado,  además dispone de un salón/dormi...;40.4239575;-3.7129874;;;madrid
1.200 €/mes;;/alquilar/piso-latina_aluche28011-35882295433_998331/;Aluche (Distrito Latina. Madrid Capital);1 baño;75 m²;Se alquila piso en madrid en la calle athos, 3º planta exterior, dispone de tres dormitorios, cocina amueblada, salon, terraza, ca...;40.4083845;-3.7314651;3 habs.;Bajo;madrid
1.350 €/mes;;/alquilar/piso-san_isidro_estacion28807-45907576370_993574/;San Isidro, Estación (Distrito Centro. Alcalá de Henares);2 baños;130 m²;"**¡Oportunidad única de alquiler en alcalá de henares! **

Descubre este espectacular piso en alquiler, ideal para familias que bu...";40.4859421;-3.3647592;3 habs.;1ª planta;madrid
2.900 €/mes;;/alquilar/casa_adosada-getafe_sector_iii28905-43375830228_100500/;Sector III (Getafe);3 baños;305 m²;"¡ Venta a plazos o en opcion de compra a 3 años !

2.900€ al mes durante 3 años, descuento del 100% durante los tres años.

Precio...";40.294373;-3.7547297;4 habs.;;madrid
3.140 €/mes;;/alquilar/piso-ibiza28009-42589943480_100500/;Ibiza (Distrito Retiro. Madrid Capital);;80 m²;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Espectacular apartamento en la calle f...";40.4175139;-3.6745669;3 habs.;7ª planta;madrid
1.720 €/mes;;/alquilar/piso-salamanca_castellana28006-42533163729_100500/;Castellana (Distrito Salamanca. Madrid Capital);2 baños;60 m²;"*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Armoniosa combinación de inspiración sahariana y diseño madrileñ...";40.4307611;-3.6794831;2 habs.;6ª planta;madrid
1.400 €/mes;;/alquilar/piso-chamartin_prosperidad28002-45901515887_100200/;Prosperidad (Distrito Chamartín. Madrid Capital);;45 m²;"Agencia inmobiliaria de madrid zona prosperidad - alfonso xiii oficina tecnocasa de madrid alquila piso en pasaje doña carlota.

L...";40.4479201;-3.6631867;2 habs.;;madrid
1.350 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-42594398505_514966/;Núcleo Urbano (Villanueva de la Cañada);1 baño;55 m²;"Estudiantes curso 2024-2025

Atención estudiantes universitarios, mm inmobiliaria os presenta esta magnífica oportunidad de vivir ...";40.444247533;-4.003325193;1 hab.;Bajo;madrid
3.485 €/mes;;/alquilar/atico-trafalgar28015-42513883264_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;90 m²;"*apartamento con terraza*
*completamente amueblado*
*alquileres mensuales de 1 a 11 meses*

Bienvenido a casoria, un encantador ap...";40.4313033;-3.7046521;3 habs.;;madrid
1.995 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-43353809969_106700/;Núcleo Urbano (Villanueva de la Cañada);2 baños;120 m²;¡Este piso suena realmente increíble! La ubicación cerca del campus universitario y de todos los servicios es perfecta para estudi...;40.448312587;-4.004248706;3 habs.;;madrid
1.050 €/mes;;/alquilar/piso-universidad_malasana28004-44190693894_528374/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 baño;55 m²;Se alquila piso amueblado junto a plaza del 2 de mayo. Tiene una habitación, salón, cocina y baño y dispone de una segunda habitac...;40.426838;-3.7025347;1 hab.;3ª planta;madrid
2.250 €/mes;;/alquilar/piso-centro_embajadores_lavapies28005-45070476512_519303/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;78 m²;"Piso de 3 dormitorios en alquiler temporal en la latina:
Metros construidos: 78 m².
Metros útiles: 71 m².
Nro. Habitaciones: 3 (1 ...";40.4105109;-3.7079386;3 habs.;1ª planta;madrid
900 €/mes;;/alquilar/piso-valdemoro_estacion-45011597747_991523/;Estación (Valdemoro);2 baños;88 m²;Vivienda de 2 dormitorios, 2 baños completos, cocina amueblada con campana, vitro y horno, a/a de frio y calor, patio interior de ...;40.198196;-3.6673056;2 habs.;2ª planta;madrid
900 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-45024668010_519303/;Núcleo Urbano (Villanueva de la Cañada);1 baño;55 m²;"**descripción del apartamento en alquiler:**

Precio: **900 € al mes**

Ubicación: **villanueva de la cañada**

Tipo de vivienda: ...";40.4497358;-4.0062345;1 hab.;Subsótano;madrid
800 €/mes;;/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-45920280115_100200/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);1 baño;44 m²;Tecnocasa agencia inmobiliaria de madrid zona barrio de bilbao - ascao – garcia noblejas – las rosas alquila piso ubicado en calle...;40.4268366;-3.6433138;1 hab.;;madrid
750 €/mes;Apartamento en calle de Francisco Martín, 1;/alquilar/apartamento-villalba_estacion-45902817639_523130/;Villalba Estación (Collado Villalba);1 baño;47 m²;Este apartamento en alquiler se encuentra en la zona de villalba estación, en collado villalba. Con una superficie total de 47 m² ...;40.63108;-4.0045457;2 habs.;Bajo;madrid
1.500 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-42521182445_514966/;Núcleo Urbano (Villanueva de la Cañada);1 baño;50 m²;"Estudiantes curso 2024-2025

Atención estudiantes universitarios, mm inmobiliaria os presenta esta magnífica oportunidad de vivir ...";40.444247533;-4.003325193;1 hab.;3ª planta;madrid
840 €/mes;;/alquilar/estudio-zofio28026-43372359983_518978/;Zofío (Distrito Usera. Madrid Capital);1 baño;38 m²;"Disponible para entrar en agosto 2024. 

Alquiler a partir de 1 mes.

“home gestión inmobiliaria integral”, necesitas alquilar, te...";40.3823577;-3.7137975;;;madrid
850 €/mes;;/alquilar/piso-puerta_de_madrid_el_juncal28802-44234991436_108900/;Puerta de Madrid, El Juncal (Distrito Reyes Católicos. Alcalá de Henares);1 baño;105 m²;Piso de 105m², 3 dormitorios, salón independiente con acceso a terraza de 6 m² muy luminosa, con  cocina equipada, 1 baño, calefac...;40.4782316;-3.3765246;3 habs.;1ª planta;madrid
890 €/mes;;/alquilar/piso-centro_palacio28005-45014282598_109800/;Palacio (Distrito Centro. Madrid Capital);1 baño;35 m²;Sin comisiones. Particular alquila estudio-loft de 35 m²  en pleno centro de madrid, en el edificio más moderno del madrid de los ...;40.4150025;-3.7093605;1 hab.;1ª planta;madrid
350 €/mes;;/alquilar/piso-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-45877111807_100200/;Nuevo Aranjuez-Ciudad de las Artes-El Mirador (Aranjuez);1 baño;88 m²;"Agencia inmobiliaria de aranjuez zona nuevo aranjuez tecnocasa estudio nuevo aranjuez sl.
¡Alquiler por habitaciones! Ubicado en u...";40.0320686;-3.5903427;3 habs.;;madrid
1.300 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-95054782413_514966/;Núcleo Urbano (Villanueva de la Cañada);1 baño;75 m²;"Estudiantes curso septiembre 2024
En alquiler piso en primera planta, de 2 habitaciones y un cuarto de baño, completamente amuebla...";40.448852542;-4.001502323;2 habs.;1ª planta;madrid
2.200 €/mes;;/alquilar/piso-fuente_del_berro28028-43350982278_100200/;Fuente del Berro (Distrito Salamanca. Madrid Capital);;100 m²;"Agencia inmobiliaria de madrid – zona salamanca – fuente del berro – goya – alquila vivienda de obra nueva en calle fundadores.

P...";40.4247711;-3.6681999;3 habs.;;madrid
1.150 €/mes;;/alquilar/piso-centro_palacio28005-43342256372_108900/;Palacio (Distrito Centro. Madrid Capital);1 baño;60 m²;Piso exterior 2 habitaciones, salón con a/ac y vistas al jardín de las vistillas, cocina independiente amueblada y equipada con el...;40.4133981;-3.7150536;2 habs.;2ª planta;madrid
1.350 €/mes;;/alquilar/piso-chopera28045-42531478792_100500/;Chopera (Distrito Arganzuela. Madrid Capital);1 baño;77 m²;Grupo rein pone a su disposición un piso de casi 80m² reformado y amueblado, situado en una de las mejores zonas de arganzuela, co...;40.3971385;-3.6996591;2 habs.;5ª planta;madrid
1.195 €/mes;;/alquilar/piso-villanueva_de_la_canada_nucleo_urbano-41761715104_106700/;Núcleo Urbano (Villanueva de la Cañada);1 baño;52 m²;¡No pierdas la oportunidad de alquilar este luminoso piso! Con un dormitorio espacioso y un baño completo, este piso es ideal para...;40.448055246;-4.005129693;1 hab.;;madrid
5.500 €/mes;;/alquilar/chalet_pareado-la_moraleja_distrito28109-44247060785_102100/;La Moraleja (La Moraleja);5 baños;350 m²;Chalet adosado en la moraleja de 350 m² en parcela de 0 m² repartido en 3 plantas. Cuenta con 5 dormitorios,5 baños,orientación no...;40.5237439;-3.6311126;5 habs.;;madrid
950 €/mes;;/alquilar/piso-goya28009-35092023905_100200/;Goya (Distrito Salamanca. Madrid Capital);1 baño;38 m²;"'agencia inmobiliaria de madrid - zona salamanca - felipe ii - goya- alquila piso en calle fernan gonzalez, 21; vivienda compuesta...";40.4225534;-3.6741688;1 hab.;6ª planta;madrid
4.000 €/mes;;/alquilar/piso-lista_barrio28001-45055335818_100500/;Lista (Distrito Salamanca. Madrid Capital);;158 m²;Excelente vivienda completamente reformada situada en la mejor zona del distrito lista del barrio de salamanca. El inmueble se ubi...;40.4271359;-3.6769174;4 habs.;1ª planta;madrid
1.350 €/mes;;/alquilar/piso-corralejos28042-45881827249_100200/;Corralejos (Distrito Barajas. Madrid Capital);2 baños;103 m²;"Agencia inmobiliaria de madrid zona barajas - corralejos tecnocasa estudio barajas-corralejos

Espectacular vivienda en alquiler e...";40.4624059;-3.5944671;2 habs.;;madrid
1.000 €/mes;;/alquilar/piso-ciudad_lineal_pueblo_nuevo28017-33425686585_101000/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);1 baño;79 m²;"Disponible a partir del día 1 de octubre.

En cumplimiento con la ley 12/2023 de la ley del derecho a la vivienda, esta agencia no...";40.4299067;-3.645018;2 habs.;;madrid
1.300 €/mes;;/alquilar/piso-castilla28046-45843393826_524941/;Castilla (Distrito Chamartín. Madrid Capital);1 baño;90 m²;"Mad estate alquila estupenda vivienda totalmente equipada para entrar a vivir en pleno paseo de la castellana, en madrid

Se trata...";40.4785122;-3.6852852;2 habs.;Bajo;madrid
980 €/mes;;/alquilar/piso-palos_de_moguer28045-45061762028_105700/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 baño;37 m²;"Globalpiso alquila - fantástica vivienda amueblada a estrenar situada a escasos metros de la estación de atocha.
Se sitúa en una s...";40.4045283;-3.6908796;1 hab.;2ª planta;madrid
900 €/mes;;/alquilar/piso-cortes_huertas28014-31711567736_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;24 m²;Vende direct ofrece alquiler temporal, preciosa buhardilla muy luminosa en zona de huertas, totalmente reformada, amueblada y equi...;40.4109987;-3.6946376;1 hab.;3ª planta;madrid
1.300 €/mes;Piso en calle;/alquilar/piso-opanel28019-45885702410_107700/;Opañel (Distrito Carabanchel. Madrid Capital);2 baños;94 m²;"Sin honorarios de agencia!! Oportunidad!! Magnífica vivienda a estrenar, en edificio de reciente construcción.
Vivienda con muchís...";40.3916;-3.71882;2 habs.;;madrid
2.000 €/mes;;/alquilar/piso-cortes_huertas28013-45048654865_996331/;Cortes-Huertas (Distrito Centro. Madrid Capital);1 baño;85 m²;Clubdomus alquila este encantador piso en alquiler se encuentra en el municipio de madrid capital, en la zona de cortes-huertas. S...;40.4188068;-3.6997657;2 habs.;2ª planta;madrid
2.000 €/mes;;/alquilar/piso-penagrande28035-45028640755_101800/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;150 m²;"^**^fantastico piso de 3 habitaciones y 2 baños en peñagrande^**^
Fabuloso piso en el codiciado barrio de peñagrande. Esta viviend...";40.481874;-3.7269513;3 habs.;5ª planta;madrid
920 €/mes;;/alquilar/piso-carabanchel_vista_alegre28025-45080545908_991623/;Vista Alegre (Distrito Carabanchel. Madrid Capital);1 baño;65 m²;"Solo para estudiantes.
Alvencor alquila piso amueblado de 2 dormitorios, 1 baño reformado, salón comedor, cocina.
Suelos en gres, ...";40.3897443;-3.7361672;2 habs.;5ª planta;madrid
4.700 €/mes;;/alquilar/duplex-chamartin_hispanoamerica28016-40065824387_108500/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 baños;320 m²;Dúplex-ático muy luminoso con amplia terraza de casi 90 m² en la última planta. A la entrada nos encontramos con un bonito hall qu...;40.4569041;-3.6692903;4 habs.;;madrid
6.000 €/mes;;/alquilar/piso-nueva_espana28036-1668209523_100500/;Nueva España (Distrito Chamartín. Madrid Capital);;397 m²;El viso inmobiliaria ofrece piso reformado de casi 400 m²c. (unos 290 útiles) en 6ª planta de una finca de lujo con zonas comunes....;40.4635311;-3.682771;4 habs.;6ª planta;madrid
2.400 €/mes;;/alquilar/apartamento-recoletos28001-43412876487_100500/;Recoletos (Distrito Salamanca. Madrid Capital);2 baños;106 m²;"Magnifico piso en pleno barrio de salamanca. Muy luminoso y tranquilo.
Un quinto piso con orientación sur dando a un inmenso patio...";40.4277521;-3.6819293;2 habs.;5ª planta;madrid
2.300 €/mes;;/alquilar/piso-tetuan_cuatro_caminos28020-45915365964_100200/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 baños;128 m²;Oficina tecnocasa - cuatro caminos alquila ático exterior luminoso situada en tercera planta a 100 metros de la glorieta de cuatro...;40.4477995;-3.7001497;;;madrid
1.000 €/mes;;/alquilar/piso-opanel28019-45082986578_108900/;Opañel (Distrito Carabanchel. Madrid Capital);1 baño;44 m²;Oportunidad! Magnífico piso situado en la calle joaquín martín, en la segunda planta de un edificio con ascensor. Situado junto a ...;40.395074;-3.71993;2 habs.;;madrid
1.500 €/mes;;/alquilar/piso-pinar_del_rey28033-45007695189_101000/;Pinar del Rey (Distrito Hortaleza. Madrid Capital);2 baños;93 m²;Alfa madrid norte gestiona el alquiler de vivienda con altas calidades y excelentes zonas comunes en una de las mejores urbanizaci...;40.466942127;-3.658975235;2 habs.;;madrid
1.450 €/mes;;/alquilar/atico-casco28521-44184974380_100500/;Casco (Rivas-Vaciamadrid);2 baños;156 m²;Descubre este impresionante ático de obra nueva, situado en la séptima planta del prestigioso edificio futura center arena, en riv...;40.3484281;-3.5322497;2 habs.;;madrid
990 €/mes;;/alquilar/apartamento-nueva_espana28036-45063485333_108900/;Nueva España (Distrito Chamartín. Madrid Capital);1 baño;46 m²;"""soncasas"" alquila bonito y práctico apartamento en zona nueva españa en el distrito de chamartín. La vivienda de casi 40 m² útile...";40.4671589;-3.6830797;1 hab.;;madrid
1.200 €/mes;;/alquilar/piso-chamberi_almagro28010-45884499817_100200/;Almagro (Distrito Chamberí. Madrid Capital);1 baño;39 m²;"Agencia inmobiliaria de madrid - chamberí - arapiles, trafalgar, almagro, ríos rosas - tecnocasa - alquila- calle las virtudes
Aco...";40.4371207;-3.6986565;;3ª planta;madrid
2.500 €/mes;;/alquilar/piso-chamberi_almagro28010-42522823626_995410/;Almagro (Distrito Chamberí. Madrid Capital);2 baños;104 m²;"Habitania te ofrece;

* también disponible para cortas estancias, solicita tu presupuesto sin compromiso.

Bienvenido a tu nuevo h...";40.4316379;-3.6954557;3 habs.;5ª planta;madrid
1.100 €/mes;Loft en calle;/alquilar/loft-ventas28017-42548591441_107700/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 baño;65 m²;En alquiler exclusivo inmueble con uso de vivienda a estrenar. Ubicado en la vibrante zona de quintana, madrid, a un paso de la em...;40.4315;-3.64744;2 habs.;;madrid
