sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;precio;CCAA
Piso en alquiler en Santander, Alta;https://rd.clk.thribee.com/id.1Z3161L1_1Z1Lb/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.279065trovit-web-7fddc9494f-m6rt26692dbbf23549/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.4/cookieid.10211576692dbbf093267.30035099/pos.20/;39008, Santander, Provincia de Cantabria;1  habitaciones;1  baños;80  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;2.000€;Cantabria
Piso en alquiler en Noja;https://rd.clk.thribee.com/id.1Rg4dJl1i6/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.279065trovit-web-7fddc9494f-m6rt26692dbbf23549/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.4/cookieid.10211576692dbbf093267.30035099/pos.21/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;65  m²;...Para mas informacion visiten nuestra web: o contacte con nosotros en el telefono. Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Noja, Helgueras-El Brusco;https://rd.clk.thribee.com/id.1pV1F1W11n115/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.279065trovit-web-7fddc9494f-m6rt26692dbbf23549/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.4/cookieid.10211576692dbbf093267.30035099/pos.22/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;60  m²;...mar. Para mas información visiten nuestra web: o contacte con nosotros en el teléfono. Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Soto de la Marina, San Juan De La Canal;https://rd.clk.thribee.com/id.1t1s161e1Nso15/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.279065trovit-web-7fddc9494f-m6rt26692dbbf23549/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.4/cookieid.10211576692dbbf093267.30035099/pos.23/;39110, Soto de la Marina, Santa Cruz de Bezana, Provincia de Cantabria;1  habitaciones;1  baños;35  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;700€;Cantabria
Piso en alquiler en Santander, Sardinero;https://rd.clk.thribee.com/id.1w1z1r1Qnfvm/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.279065trovit-web-7fddc9494f-m6rt26692dbbf23549/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.4/cookieid.10211576692dbbf093267.30035099/pos.24/;39005, Santander, Provincia de Cantabria;2  habitaciones;1  baños;113  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;700€;Cantabria
Piso en alquiler en Noja, Playa Trengandin;https://rd.clk.thribee.com/id.m1r1s1Ijj7/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.279065trovit-web-7fddc9494f-m6rt26692dbbf23549/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.4/cookieid.10211576692dbbf093267.30035099/pos.25/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;60  m²;...mar. Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.t1a1RR1S1Vs8/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.1/;39001, Centro, Santander, Provincia de Cantabria;5  habitaciones;2  baños;110  m²;...la calle Juan de Herrera N. º 3, Suances Plaza de Viares N. º 3 o Torrelavega en la Avda. Cantabria N.º 20. Estaremos encantados de atenderle...;Hace +30 días;Todopisos;1.000€;Cantabria
Piso en alquiler en Santander, Centro;https://rd.clk.thribee.com/id.61c1e91bip6/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.2/;39001, Centro, Santander, Provincia de Cantabria;1  habitaciones;1  baños;75  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;750€;Cantabria
Casa en alquiler en Noja, Playa de Ris;https://rd.clk.thribee.com/id.D1x1F1Uo1Z1p1o/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.3/;39180, Noja, Provincia de Cantabria;4  habitaciones;1  baños;98  m²;...Ponganse en contacto con nosotros, SIN COMISIONES. Telefono. Correo electronico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Santander, Valdenoja-La Pereda;https://rd.clk.thribee.com/id.F8N91l1X1X1V/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.4/;39012, La Pereda, Santander, Provincia de Cantabria;3  habitaciones;2  baños;110  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;2.500€;Cantabria
Piso en alquiler en Arnuero;https://rd.clk.thribee.com/id.g18JM1891a19/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.5/;39195, Arnuero, Provincia de Cantabria;3  habitaciones;1  baños;-;...Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.000€;Cantabria
Piso en alquiler en Bareyo, Ajo (Bareyo);https://rd.clk.thribee.com/id.r1-1f10L1f96/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.6/;39170, Bareyo, Provincia de Cantabria;3  habitaciones;1  baños;100  m²;...Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Noja, Playa de Ris;https://rd.clk.thribee.com/id.v781X131b1Go/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.7/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;-;...mar pónganse en contacto con nosotros, sin comisiones. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Santander, Sardinero;https://rd.clk.thribee.com/id.x1X1L111V1m1ok/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.8/;39005, Santander, Provincia de Cantabria;2  habitaciones;1  baños;52  m²;"...""saltar"" a la playa esta es tu vivienda, situada a 1 MINUTO andando de la Segunda PLAYA DEL SARDINERO y muy cerca de la Universidad de Cantabria...";Hace +30 días;Todopisos;750€;Cantabria
Piso en alquiler en Noja, Playa Trengandin;https://rd.clk.thribee.com/id.yF1r1TD1c51I/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.9/;39180, Noja, Provincia de Cantabria;3  habitaciones;2  baños;80  m²;...mar. Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Santander, Centro-Puertochico;https://rd.clk.thribee.com/id.1V1fhNw-T1X/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.10/;39001, Centro, Santander, Provincia de Cantabria;2  habitaciones;1  baños;70  m²;...y cantabria en el alquiler de viviendas. Os garantizamos un buen trabajo, calidad profesional y el mejor trato personalizado de nuestro equipo...;Hace 3 días;Todopisos;800€;Cantabria
Piso en alquiler en Santander, Valdenoja;https://rd.clk.thribee.com/id.1h1H1WeQ1C1XA/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.11/;39012, Valdenoja, Santander, Provincia de Cantabria;3  habitaciones;3  baños;220  m²;...y cantabria en el alquiler de viviendas. Os garantizamos un buen trabajo, calidad profesional y el mejor trato personalizado de nuestro equipo...;Hace 11 días;Todopisos;1.400€;Cantabria
Piso en alquiler en Santander, Sardinero;https://rd.clk.thribee.com/id.1lt1G2P1i1R/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.12/;39005, Santander, Provincia de Cantabria;1  habitaciones;1  baños;50  m²;...la calle Juan de Herrera N. º 3, Suances Plaza de Viares N. º 3 o Torrelavega en la Avda. Cantabria N.º 20. Estaremos encantados de atenderle...;Hace 17 días;Todopisos;750€;Cantabria
Piso en alquiler en Noja, Playa Trengandin;https://rd.clk.thribee.com/id.1oPH1MnKix/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.13/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;50  m²;...mar. Para mas información visiten nuestra web: o contacte con nosotros en el teléfono. Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Isla, -playa;https://rd.clk.thribee.com/id.P1g71A1F19eC/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.14/;39195, Isla Playa, Arnuero, Provincia de Cantabria;2  habitaciones;2  baños;67  m²;...Cantabria. Ubicado en una de las mejores urbanizaciones de la zona y rodeada de todos los servicios para hacer su estancia muy cómoda y...;Hace +30 días;Todopisos;;Cantabria
Piso en alquiler en Noja, Palacio;https://rd.clk.thribee.com/id.c1xa1V16h17K/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.15/;39180, Noja, Provincia de Cantabria;3  habitaciones;2  baños;75  m²;...mar. Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Piso en alquiler en Santander, Sardinero;https://rd.clk.thribee.com/id.e1W2X1a41q1H/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.16/;39005, Santander, Provincia de Cantabria;2  habitaciones;2  baños;80  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;2.400€;Cantabria
Piso en alquiler en Santander, Valdenoja-La Pereda;https://rd.clk.thribee.com/id.iX11kmt1v1K/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.17/;39012, La Pereda, Santander, Provincia de Cantabria;3  habitaciones;2  baños;110  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;800€;Cantabria
Edificio de 4 plantas muy economico!;https://rd.clk.thribee.com/id.1JY1T1W1GH1nq/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.18/;La Albericia, Santander, Provincia de Cantabria;2  habitaciones;2  baños;337  m²;...provincia de Valencia. Bastante cerca de la zona centro. En sus alrededores se encuentras todos los servicios básicos, farmacias...;Hace +30 días;Solocasa;;Cantabria
Espectacular dúplex con vistas a la bahía;https://rd.clk.thribee.com/id.161m1u65111O1u/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.19/;39600, Maliaño, Camargo, Provincia de Cantabria;4  habitaciones;3  baños;232  m²;En un espectacular entorno junto a la bahía le ofrecemos este fantástico dúplex de 232 metros construidos y tres terrazas. La vivienda cuenta en...;Hace 20 días;Vadevender;1.600€;Cantabria
Alquiler temporal en boo de piélagos;https://rd.clk.thribee.com/id.i151a784gF/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.20/;39478, Boo de Piélagos, Piélagos, Provincia de Cantabria;2  habitaciones;2  baños;110  m²;Se alquila PARA TEMPORADA preciosa vivienda tipo dúplex con entrada independiente en Boo de Piélagos. Perfecto para trabajadores desplazados o pr...;Hace 13 días;Vadevender;800€;Cantabria
Piso para la temporada escolar 24-25;https://rd.clk.thribee.com/id.3kC1h1X101I1Y/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.21/;39005, Santander, Provincia de Cantabria;3  habitaciones;1  baños;82  m²;Piso para la temporada escolar desde el septiembre 2024 al junio del 2025 Se alquila piso de tres habitaciones, salón, cocina y baño. Calefacción...;Hace 7 días;Vadevender;600€;Cantabria
Santander alquilo bonito piso temporada sept;https://rd.clk.thribee.com/id.1XV1j_1v1j01f/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.22/;39009, Centro, Santander, Provincia de Cantabria;1  habitaciones;1  baños;70  m²;SANTANDER CENTRO ALQUILO BONITO PISO TEMPORADA DE SEPT A JUNIO Zona centro al lado de las estaciones de bus y de tren Piso reformado con calefacc...;Hace 8 días;Vadevender;600€;Cantabria
Piso en alquiler en Santander, Dávila-Castros;https://rd.clk.thribee.com/id.-ST1K1FR1qj/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.23/;39006, Santander, Provincia de Cantabria;2  habitaciones;1  baños;77  m²;¿Buscas alquiler para toda la temporada académica? .Piso en Los Castros de SEPTIEMBRE a JUNIO, en la zona universitaria de Santander. Con todos l...;Hace +30 días;Todopisos;730€;Cantabria
2 dormitorio, Santander 39003 1ES58190-;https://rd.clk.thribee.com/id.01981T1p1W2i/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.24/;39003, Santander, Provincia de Cantabria;2  habitaciones;-;-;TRV58190---. Piso de 2 dormitorios en alquiler en Santander. Moderno piso de dos dormitorios totalmente reformado situado en la parte alta de San...;Hace +30 días;Listanza;1.950€;Cantabria
Piso en alquiler en Laredo;https://rd.clk.thribee.com/id.01q1651L1oJJ/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.17912trovit-web-7fddc9494f-wzzh46692dbc305305/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.5/cookieid.1020013016692dbc2e43e90.47305451/pos.25/;39770, Laredo, Provincia de Cantabria;2  habitaciones;1  baños;63  m²;Â verano 2024. Magnífico piso en alquiler en la encantadora localidad de Laredo con inmejorable ubicación, situado Â a 2 minutos de la playa, y e...;Hace +30 días;Todopisos;1.400€;Cantabria
Piso en Alquiler en Santander, Cantabria;https://rd.clk.thribee.com/id.1CW1iM1gK1X1t/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.1/;La Pereda, Santander, Provincia de Cantabria;1  habitaciones;1  baños;50  m²;APARTAMENTO EN a DE DICIEMBRE A JUNIO Deluxe Santander pone en a este estupendo apartamento en avenida Cantabria muy próximo al Sardinero. Se...;Hace +30 días;Solocasa;725€;Cantabria
Piso en Alquiler en Santander, Cantabria;https://rd.clk.thribee.com/id.1Bo1U19F1M1910/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.2/;39009, Castilla-Hermida, Santander, Provincia de Cantabria;2  habitaciones;1  baños;74  m²;Lopez-Alonso Inmobiliaria les ofrece la oportunidad de alquilar tu vivienda en Santander ¡No busques más! Este fantástico piso de 74 m2 situado e...;Hace 1 día;Vadevender;800€;Cantabria
Piso en Alquiler en Santander, Cantabria;https://rd.clk.thribee.com/id.o4141R1Yi1_1e/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.3/;39006, Centro, Santander, Provincia de Cantabria;1  habitaciones;1  baños;50  m²;¡Bienvenido a tu nuevo hogar en el corazón de la ciudad! Disfruta de la comodidad y elegancia que ofrece este coqueto apartamento de 50 m2 en una...;Hace 17 días;Vadevender;800€;Cantabria
Piso en Alquiler en Santander, Cantabria;https://rd.clk.thribee.com/id.1Lw1a1W1V1o1y/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.4/;39001, Centro, Santander, Provincia de Cantabria;2  habitaciones;1  baños;70  m²;Lopez-Alonso Inmobiliaria les ofrece la oportunidad de alquilar una coqueta vivienda con terraza en el corazon de la ciudad de Santander. Disfrut...;Hace 7 días;Vadevender;825€;Cantabria
Piso en alquiler en Santander, Valdenoja;https://rd.clk.thribee.com/id.1c1WYR1hy1L1K/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.5/;39012, Valdenoja, Santander, Provincia de Cantabria;3  habitaciones;2  baños;108  m²;...facultad de derecho de la Universidad de Cantabria y a 20 del Sardinero o del centro. Contacta con nosotros si quieres conocer más información...;Hace +30 días;Todopisos;1.250€;Cantabria
Chalet en alquiler en Piélagos, Bóo de Piélagos;https://rd.clk.thribee.com/id.1-17GQ1C1ID18/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.6/;39478, Boo de Piélagos, Piélagos, Provincia de Cantabria;5  habitaciones;4  baños;197  m²;¡Disfruta de unas vacaciones de lujo en Cantabria! ~Chalet para alquiler en la temporada de verano en la zona de Boo de Pielagos, a tan solo...;Hace +30 días;Todopisos;2.500€;Cantabria
Piso en alquiler en Somo;https://rd.clk.thribee.com/id.161Ti1M1IvX1o/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.7/;39140, Somo, Ribamontán al Mar, Provincia de Cantabria;1  habitaciones;1  baños;60  m²;...la calle Juan de Herrera nº 3, en Suances Plaza de Viares nº 3 o por Torrelavega en la Avda Cantabria nº 20 y estaremos encantados de atenderle...;Hace +30 días;Todopisos;700€;Cantabria
Piso en alquiler en Noja, Playa Trengandin;https://rd.clk.thribee.com/id.1-a1yp1b1YSf/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.8/;39180, Noja, Provincia de Cantabria;2  habitaciones;2  baños;80  m²;...Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.000€;Cantabria
Piso en alquiler en Laredo, Carlos V;https://rd.clk.thribee.com/id.1631dj1v1U1bV/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.9/;39770, Laredo, Provincia de Cantabria;2  habitaciones;1  baños;60  m²;...la playa y bien comunicado al centro por autobuses. Consulta disponibilidad y precio. Garanty Home, tu inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.350€;Cantabria
Piso en alquiler en Arredondo;https://rd.clk.thribee.com/id.171Mx1g1G19U1Q/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.10/;39813, Arredondo, Provincia de Cantabria;2  habitaciones;1  baños;61  m²;...€~Julio: todo el mes 1.350 €~500 € de fianza. Consultar precio para semanas o quincena. Más información: Garanty Home Cantabria~623 57 1- --...;Hace +30 días;Todopisos;1.150€;Cantabria
Piso en alquiler en Noja, Centro;https://rd.clk.thribee.com/id.1D1C1XX1x1N1K1k/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.11/;39180, Noja, Provincia de Cantabria;2  habitaciones;1  baños;60  m²;...mar. Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;1.500€;Cantabria
Duplex en alquiler en Santoña, BERRIA;https://rd.clk.thribee.com/id.1H1H31Afq1YZ/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.12/;39740, Santoña, Provincia de Cantabria;3  habitaciones;2  baños;100  m²;...de septiebre a junio 700€. Para otras estancias consultar disponibilidad y precios. Para más información: Garanty Home Cantabria 942 40 8- --...;Hace +30 días;Todopisos;700€;Cantabria
Piso en alquiler en Noja, Playa de Ris;https://rd.clk.thribee.com/id.16s1Jt-1cmL/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.46781trovit-web-7fddc9494f-snxmk6692dbc71fbde/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.provincia%20cantabria/type.2/page.1/cookieid.1021396692dbc6e65002.46195704/pos.13/;39180, Noja, Provincia de Cantabria;3  habitaciones;2  baños;-;...mar. Pónganse en contacto con nosotros, SIN COMISIONES. Teléfono. Correo electrónico: Ksa13, tu agencia inmobiliaria de confianza en Cantabria...;Hace +30 días;Todopisos;2.000€;Cantabria
