precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios;CCAA
600 €/mes;Piso en calle calle Real;/alquilar/piso-torrenueva_costa_torrenueva-37571460654_100500/;Torrenueva (Torrenueva Costa);2 habs.;56 m²;1ª planta;Alquiler de septiembre de 2024 a junio de 2025, piso recién reformado, mobiliario nuevo, cocina nueva, 2 habitaciones con cama de ...;36.7048843;-3.4912638;1 baño;granada
A consultar;Ático en calle del Tesorillo;/alquilar/atico-velilla_distrito-34250578474_108500/;Velilla (Almuñécar);2 habs.;90 m²;;Dos habitaciones.  Baño y aseo. Gran terraza. Piscina. Parking dentro de la urbanización. Wifi. Consulta precio y disponibilidad[i...;36.744;-3.66487;3 baños;granada
550 €/mes;Estudio en Paseo de San Cristóbal;/alquilar/estudio-almunecar_casco_urbano-35083424530_100500/;Casco Urbano (Almuñécar);;37 m²;;"Alquiler de temporadas.
Precio hasta abril.
El precio no incluye facturas de agua y electricidad
Edificio chinasol. Apartamento es...";36.7342;-3.70247;1 baño;granada
1.100 €/mes;Piso en calle Playa de Cotobro;/alquilar/piso-cotobro18697-35051047021_100500/;Cotobro (Almuñécar);2 habs.;100 m²;1ª planta;"Costa tropical de granada

El precio anunciado no corresponde a los meses de verano ( consultar precio)
Dsiponible: todo julio

Ap...";36.7344194;-3.7145923;2 baños;granada
600 €/mes;Piso en calle del Príncipe de Asturias;/alquilar/piso-velilla_distrito-45049024100_528288/;Velilla (Almuñécar);2 habs.;60 m²;1ª planta;"Piso en alquiler en almuñécar - zona p4

Descripción:
Este encantador piso, ideal tanto para alquiler vacacional como para larga t...";36.736165764;-3.680379753;1 baño;granada
980 €/sem;Apartamento en calle Mayor Zaragoza, nº 2;/alquilar/apartamento-almunecar_taramay-22505441113_173200/;Taramay (Almuñécar);4 habs.;143 m²;4ª planta;En un enclave único e inigualable de la costa tropical. En un residencial exclusivo con piscina abierta todo el año rodeada de her...;36.7485501632802;-3.6572122015545543;3 baños;granada
1.500 €/mes;Piso en Paseo de Velilla;/alquilar/piso-velilla_distrito-45052982659_528288/;Velilla (Almuñécar);2 habs.;60 m²;4ª planta;Piso en alquiler vacacional en el paseo de velilla, almuñécar. La propiedad consta de dos habitaciones, un salón, una cocina equip...;36.7325433;-3.6735689;2 baños;granada
850 €/mes;Piso en calle de Santiago, 25;/alquilar/piso-realejo18009-38400018532_100500/;Realejo (Granada Capital);2 habs.;79 m²;2ª planta;Gran piso, en pleno realejo, uno de los mejores barrios de granada. A estrenar, completamente nuevo y moderna decoración. Muy bien...;37.1722;-3.593;2 baños;granada
750 €/mes;Piso en Plaza de Kuwait;/alquilar/piso-almunecar_casco_urbano-40011333219_520321/;Casco Urbano (Almuñécar);3 habs.;100 m²;1ª planta;Piso en primera planta, exposición este, da al interior del edificio mirando a la piscina comunitaria con lo cual no tiene ruidos ...;36.735580112;-3.692614807;2 baños;granada
1.200 €/mes;Piso en calle del Aconcagua;/alquilar/piso-camino_de_los_neveros_serrallo-44220751912_100500/;Camino de los Neveros-Serrallo (Distrito Genil. Granada Capital);3 habs.;134 m²;Bajo;Disponible piso tres dormitorios , dos baños en zona serrallo. Dentro de una urbanización con zonas comunes , piscina , pista de p...;37.1589448;-3.5779562;2 baños;granada
700 €/mes;Piso en Bola de Oro;/alquilar/piso-camino_de_los_neveros_serrallo-45015079010_100500/;Camino de los Neveros-Serrallo (Distrito Genil. Granada Capital);2 habs.;80 m²;1ª planta;Se alquila piso muy luminoso en zona serrallo- bola de oro. Dos dormitorios y un baño con bañera. Calefacción central y agua calie...;37.1599632;-3.5804315;1 baño;granada
800 €/mes;Apartamento en Camino de Gójar;/alquilar/apartamento-la_zubia_centro_urbano-45087336585_100500/;La Zubia;1 hab.;72 m²;Bajo;Espectacular apartamento tipo loft en la zubia, prácticamente a estrenar, con aerotermia. Dispone de 1 dormitorio, baño completo, ...;37.116639315;-3.59992589;1 baño;granada
550 €/mes;Estudio en Paseo de San Cristóbal, 20;/alquilar/estudio-almunecar_casco_urbano-38397908404_100500/;Casco Urbano (Almuñécar);;36 m²;;"Este precio es hasta abril
Estudio, primera línea de playa de san cristóbal, con piscina abierta todo el año. 
Edificio chinasol. ...";36.7338;-3.70264;1 baño;granada
750 €/mes;Piso en Paseo de Velilla, 48;/alquilar/piso-velilla_distrito-44200709764_100500/;Velilla (Almuñécar);1 hab.;59 m²;10ª planta;"Alquiler de temporadas. 
Dsiponible: de octubre
El precio anunciado no corresponde al periodo estival. (consultar precio)
¡Descubr...";36.7431;-3.66468;1 baño;granada
1.100 €/mes;Piso en calle de Jacinto Benavente;/alquilar/piso-camino_de_ronda18003-26765445087_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);3 habs.;77 m²;7ª planta;Alquiler de temporada. Hermoso piso recién reformado, donde el confort y la comodidad se unen para ofrecerte una experiencia sin i...;37.178849273;-3.610158447;1 baño;granada
200 €/día;Piso en Paseo de Velilla;/alquilar/piso-velilla_distrito-45042542222_528288/;Velilla (Almuñécar);3 habs.;80 m²;1ª planta;"Ubicación

Este hermoso piso está ubicado en primera línea de playa en velilla, almuñécar. Su ubicación privilegiada ofrece vistas...";36.737299762;-3.670445886;2 baños;granada
A consultar;Chalet en calle Lanzarote;/alquilar/chalet-la_herradura_distrito18690-45044158389_108500/;La Herradura (Almuñécar);3 habs.;150 m²;;Salon, cocina, 3 dormitorios, 2 baños, terraza con vistas al mar, piscina privada. Zona muy tranquilada , 5 minutos de playa cabri...;36.735188;-3.7376126;2 baños;granada
200 €/día;Piso en calle del Alclub;/alquilar/piso-velilla_distrito-45016633071_528288/;Velilla (Almuñécar);2 habs.;70 m²;1ª planta;En almuñécar, se encuentra este acogedor piso en alquiler vacacional. Con una superficie total de 70 m², distribuidos en 1 habitac...;36.73827406;-3.672515955;1 baño;granada
A consultar;Apartamento en Paseo de Velilla, 21;/alquilar/apartamento-velilla_distrito-45000580314_108500/;Velilla (Almuñécar);2 habs.;80 m²;;Maravilloso apartamento muy bien cuidado y equipado con dos dormitorios, salón con sofá cama y terraza, cocina totalmente equipada...;36.7399;-3.66839;1 baño;granada
750 €/mes;Apartamento en Parque Lagos;/alquilar/apartamento-zaidin_vergeles18006-43399917391_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 hab.;175 m²;1ª planta;Se alquila apartamento de 1 dormitorio en granada, la vivienda se alquila por meses, temporadas cortas según necesidad, está situa...;37.1568814;-3.6073038;1 baño;granada
600 €/mes;Estudio en Gran Via;/alquilar/estudio-granada_capital_centro_catedral18001-45062288124_100500/;Centro-Catedral (Granada Capital);;45 m²;;"¡Descubre tu nuevo hogar en el corazón de granada!

Te presentamos un encantador apartamento en la prestigiosa gran vía de granada...";37.1761064;-3.5973931;1 baño;granada
750 €/mes;Apartamento en calle Mayor Zaragoza;/alquilar/apartamento-almunecar_taramay-559965558_173200/;Taramay (Almuñécar);2 habs.;93 m²;2ª planta;En un enclave unico de la costa tropical. Junto a una pequeña cala de arena negra y rodeado de parque mediterraneo, apartamento am...;36.748538808386364;-3.6568164825439453;2 baños;granada
750 €/sem;Ático en Camino de la Galera;/alquilar/atico-velilla_taramay-940927608_173200/;Taramay (Almuñécar);3 habs.;136 m²;;En  una urbanizacion a los pies de una preciosa calita de arena negra y en un entorno único e inigualable. Inmobiliaria grupo iris...;36.747539078;-3.661218966;2 baños;granada
2.200 €/mes;Chalet en calle del Rancho Río Verde;/alquilar/chalet-cotobro18690-35906710816_100500/;Cotobro (Almuñécar);3 habs.;110 m²;;"Alquilar de temporadas. 
 
Costa tropical de granada 
El precio no incluye facturas de electricidad
Alquiler de temporada 

Dispon...";36.743243843;-3.706026654;2 baños;granada
500 €/mes;Piso en calle de la Ermita, 8;/alquilar/piso-dilar_centro_urbano-45037142212_100500/;Dílar;2 habs.;60 m²;1ª planta;(disponible para entrar a partir del 1 de julio de 2024 ) precioso piso en una de las localidades mas tranquilas y bonitas de la p...;37.0737;-3.60106;1 baño;granada
980 €/mes;Ático en Cuesta de Gomérez;/alquilar/atico-realejo18009-33406902813_100500/;Realejo (Granada Capital);2 habs.;81 m²;;Se alquila este espectacular ático en el centro de granada. Se trata de un piso de 2 dormitorios, amplio salón comedor con espacio...;37.1761608;-3.5935685;1 baño;granada
200 €/día;Piso en calle del Tesorillo;/alquilar/piso-velilla_distrito-45068614166_528288/;Velilla (Almuñécar);3 habs.;80 m²;1ª planta;El piso en velilla /taramay es un lugar perfecto para unas vacaciones relajantes. Ubicado en una urbanización cerrada, ofrece priv...;36.745206748;-3.66472492;1 baño;granada
500 €/mes;Estudio en calle de Pedro Antonio de Alarcón;/alquilar/estudio-camino_de_ronda18004-37531136421_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);;25 m²;;"Coqueto estudio totalmente equipado, ideal para una persona. A 2' de recogidas y todo tipo de servicios, transportes.
Ideal para e...";37.1711682;-3.6052458;1 baño;granada
1.600 €/mes;Piso en Corte Ingles;/alquilar/piso-realejo18005-43338103960_100500/;Realejo (Granada Capital);4 habs.;170 m²;2ª planta;Estupendo piso completamente reformado con calefacción y aire acondicionado en pleno centro de granada. Con entrada por carrera de...;37.1712605;-3.5974936;2 baños;granada
600 €/sem;Ático en Camino de la Galera;/alquilar/atico-almunecar_taramay-26703581883_173200/;Taramay (Almuñécar);3 habs.;136 m²;;En  una urbanizacion a los pies de una preciosa calita de arena negra y en un entorno único e inigualable. Inmobiliaria grupo iris...;36.748841321;-3.658332212;2 baños;granada
450 €/mes;Estudio en Albaycin;/alquilar/estudio-albaicin_distrito18010-44260768892_100500/;Albaicín (Granada Capital);1 hab.;130 m²;;"¡Descubre la magia del albaicín con unas vistas inigualables!

Sumérgete en el corazón de granada y vive una experiencia única en ...";37.182225892;-3.588365444;1 baño;granada
750 €/mes;Apartamento en Camino de la Galera;/alquilar/apartamento-velilla_taramay18690-816957724_173200/;Taramay (Almuñécar);2 habs.;96 m²;3ª planta;En  una urbanizacion a los pies de una preciosa calita. Inmobiliaria grupo iris alquila este apartamento completamente amueblado c...;36.748859328;-3.658642742;2 baños;granada
1.000 €/mes;Piso en calle Machaquito;/alquilar/piso-pajaritos_plaza_de_toros18014-44223371610_515238/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);4 habs.;100 m²;2ª planta;Piso reformado, colchones y escritorios nuevos, parque. Estudiantes, es una  2 planta con ascensor. 4 dormitorios , 2 baños, salón...;37.1943905;-3.60977;2 baños;granada
650 €/mes;Piso en Churiana de La Vega;/alquilar/piso-churriana_de_la_vega_casco_antiguo-44175419702_100500/;Casco Antiguo (Churriana de La Vega);2 habs.;86 m²;2ª planta;"""¡Disfruta de la vida en el corazón de churriana de la vega! Este luminoso apartamento, situado en la avenida principal, te ofrece...";37.1465184;-3.6482819;1 baño;granada
750 €/mes;Piso en calle Lavadero de las Tablas;/alquilar/piso-granada_capital_centro_catedral18002-45005540112_100500/;Centro-Catedral (Granada Capital);1 hab.;60 m²;2ª planta;"Se alquila este bonito piso totalmente reformado y nuevo a estrenar! 
Solo para larga estancia, no contratos temporales de estudia...";37.1768745;-3.6038676;1 baño;granada
850 €/mes;Casa pareada en calle del Barranco los Marinos;/alquilar/casa_pareada-cotobro18690-44177386460_100500/;Cotobro (Almuñécar);2 habs.;108 m²;;"Alquiler de temporadas
El precio anunciado no corresponde a los meses de verano.

¡Descubre esta bonita casa en la exclusiva urban...";36.736;-3.70319;1 baño;granada
1.050 €/mes;Piso en Paseo de los Basilios;/alquilar/piso-carretera_de_la_sierra18008-26693230821_100500/;Carretera de la Sierra (Distrito Genil. Granada Capital);3 habs.;95 m²;5ª planta;Se alquila fantástico piso en granada, junto a puente verde. La vivienda cuenta con 3 dormitorios, 2 baños, amplio salón comedor, ...;37.1671545;-3.588212;2 baños;granada
430 €/mes;Estudio en calle Almona de San Juan de Dios;/alquilar/estudio-granada_capital_centro_catedral18001-45076224317_501309/;Centro-Catedral (Granada Capital);1 hab.;22 m²;;Muy bien ubicado junto a la avenida de la constitución y jardines del triunfo muy bien comunicado con todas las líneas de bus a 5 ...;37.1823119;-3.6029659;1 baño;granada
1.000 €/mes;Piso en Avenida de América;/alquilar/piso-zaidin_vergeles18006-44224134182_500418/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);5 habs.;126 m²;8ª planta;Piso reformado sin estrenar amplio y luminoso, con cinco dormitorios y dos baños, cocina equipada con lavadero, terraza corrida ha...;37.1610317;-3.5978311;2 baños;granada
360 €/sem;Apartamento en calle Paseo Marítimo Salomar , nº 41;/alquilar/apartamento-salobrena_centro_urbano-39193303905_527266/;Salobreña;1 hab.;42 m²;1ª planta;Altura piso 1º, apartamento superficie total 42 m², superficie útil 42 m², habitaciones dobles: 1, 1 baño, aire acondicionado (frí...;36.74622959748702;-3.587071744170503;1 baño;granada
650 €/mes;Piso en calle de los Jardines;/alquilar/piso-las_tres_cruces-45016202299_511700/;Las Tres Cruces (Armilla);3 habs.;90 m²;Bajo;Piso seminuevo de 3 dormitorios, 2 baños, amueblado, 1 planta con ascensor , todo exterior, soleado, calefacción eléctrica de radi...;37.140684644;-3.629205668;2 baños;granada
1.300 €/mes;Apartamento en Urbanización Galera Playa;/alquilar/apartamento-velilla_taramay-747191519_173200/;Taramay (Almuñécar);2 habs.;90 m²;4ª planta;En  una urbanizacion a los pies de una preciosa calita. Inmobiliaria grupo iris alquila para cortas estancias apartamento completa...;36.74862176;-3.665056111;2 baños;granada
550 €/mes;Apartamento en calle de Elvira;/alquilar/apartamento-albaicin_distrito18010-45000343340_501309/;Albaicín (Granada Capital);1 hab.;58 m²;Bajo;Muy bonito apartamento de 1 dormitorio zona central de calle elvira todo en muy buen estado totalmente amueblado y equipado. La co...;37.1798756;-3.5989867;1 baño;granada
550 €/mes;Piso en calle de Sor Cristina Mesa;/alquilar/piso-realejo18009-45018518926_103800/;Realejo (Granada Capital);2 habs.;75 m²;3ª planta;Piso  en realejo, con 75 m² construidos, 2 dormitorios, 1 baños, buen estado, exterior, planta 3, 2 armarios, 1 terraza(s), 5 m² d...;37.1726307;-3.5931817;;granada
575 €/mes;Piso en Paraje de las Piconera;/alquilar/piso-aljomahima_ermita_nuestra_senora_de_las_nieves-45068708617_103800/;Aljomahima-Ermita Nuestra Señora de las Nieves (Las Gabias);2 habs.;61 m²;Bajo;Se alquila piso en urbanización cerrada con piscina en las gabias, con rápida salida a la nueva circunvalación y parada de autobús...;37.12837504;-3.679564514;1 baño;granada
900 €/mes;Piso en Realejo;/alquilar/piso-realejo18005-44261261385_100500/;Realejo (Granada Capital);2 habs.;62 m²;2ª planta;¡Bienvenido al corazón de granada! Este encantador piso de 60 metros cuadrados, situado en una de las zonas más codiciadas del cen...;37.169445;-3.5967213;1 baño;granada
850 €/mes;Casa adosada en Camino a Velilla, 6;/alquilar/casa_adosada-velilla_distrito-15067509447_100500/;Velilla (Almuñécar);3 habs.;120 m²;;No se alquila todo el año. Bonita casa adosada en una zona tranquila en velilla, a solo 200 metros de la playa y restaurantes. La ...;36.7419;-3.66941;2 baños;granada
625 €/mes;Piso en calle del Camping, 3;/alquilar/piso-almunecar_taramay-15048226661_100500/;Taramay (Almuñécar);2 habs.;95 m²;2ª planta;No se alquila todo el año. Apartamento muy acogedor situado en taramay, justo encima de la playa del tesorillo (300m). El piso con...;36.7454;-3.66341;1 baño;granada
600 €/mes;Piso en calle Rector Federico Mayor Zaragoza;/alquilar/piso-playa_granada18613-44201296160_510584/;Playa Granada (Motril);2 habs.;75 m²;2ª planta;Segunda quincena de junio: 800€. Se alquila un acogedor piso en la zona de playa granada en motril para temporada escolar. Esta vi...;36.7198306;-3.5511531;2 baños;granada
160 €/día;Piso en calle de Gonzalo Barbero, 1;/alquilar/piso-la_herradura_distrito18697-45042110580_525717/;La Herradura (Almuñécar);3 habs.;120 m²;2ª planta;Se alquila apartamento en la herradura;36.734783;-3.7422018;2 baños;granada
900 €/mes;Piso en Centro;/alquilar/piso-granada_capital_centro_catedral18002-40089796149_100500/;Centro-Catedral (Granada Capital);2 habs.;80 m²;3ª planta;Se alquila amplio piso en calle puentezuelas, a 50 metros de recogidas. Muy bien situado, edificio tranquilo y con ascensor. Se di...;37.173982;-3.6020432;2 baños;granada
600 €/mes;Piso en Camino del Pelaillo;/alquilar/piso-playa_granada-36749207989_510584/;Playa Granada (Motril);3 habs.;100 m²;4ª planta;Temporada escolar. Se alquila piso en el camino del pelaillo. Playa de poniente de motril. Se alquila bonito piso en primera linea...;36.717354;-3.5473392;1 baño;granada
900 €/mes;Piso en calle Gutierre Tibón, 8;/alquilar/piso-norte_cartuja-45052612500_100500/;Cartuja (Distrito Norte. Granada Capital);4 habs.;103 m²;8ª planta;"Piso en alquiler
 
En la zona de alcampo tienes el piso que necesitas!!!
 
Se alquila piso ideal para estudiantes al lado de la ju...";37.1975;-3.60182;1 baño;granada
900 €/mes;Ático en Granada;/alquilar/atico-camino_de_ronda18002-45040179505_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);2 habs.;85 m²;;"¡Descubre tu nuevo hogar en el corazón de granada!

Te presentamos un ático exclusivo disponible para alquiler en una de las zonas...";37.1734249;-3.6052451;1 baño;granada
950 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-44192146292_108900/;Cartuja (Distrito Norte. Granada Capital);4 habs.;96 m²;;"Piso todo exterior muy luminoso y tranquilo, amplio sal&oacute;n con grandes ventanales de acceso al balc&oacute;n/terraza, cocina...";37.1999576;-3.6018625;1 baño;granada
750 €/mes;Apartamento en calle Mayor Zaragoza, nº 1;/alquilar/apartamento-almunecar_taramay-36708637988_173200/;Taramay (Almuñécar);2 habs.;94 m²;1ª planta;En galera playa inmobiliaria grupo iris alquila fantastico apartamento bien amueblado con amplia terraza con vistas a la piscina. ...;36.7488;-3.65693;2 baños;granada
700 €/mes;Apartamento en Avenida de las Galaxias;/alquilar/apartamento-calahonda_carchuna18730-45088426081_510584/;Calahonda-Carchuna (Motril);2 habs.;55 m²;Bajo;Alquiler vacacional: por quincenas, 1.250€. Temporada escolar: 700€/mes. Este encantador apartamento en alquiler se encuentra en l...;36.699615344;-3.427378236;1 baño;granada
900 €/mes;Apartamento en calle Mayor Zaragoza, nº 1;/alquilar/apartamento-almunecar_centro_urbano-445862661_173200/;Taramay (Almuñécar);2 habs.;86 m²;2ª planta;Inmobiliaria grupo iris alquila en galera playa este apartamento amueblado con terraza y preciosas  vistas al mar . Esta en una ur...;36.7483153;-3.6569989;2 baños;granada
600 €/mes;Piso en calle del Sol, 39;/alquilar/piso-almunecar_casco_urbano-15895630447_512325/;Casco Urbano (Almuñécar);2 habs.;65 m²;8ª planta;No se alquila todo el año. Precioso piso amueblado moderno y con cocina y cuarto de baño reformado, esta situado en el centro del ...;36.73997600710213;-3.698462839401323;1 baño;granada
130 €/día;Piso en Avenida de Andalucía;/alquilar/piso-salobrena_centro_urbano-33371320028_103200/;Salobreña;3 habs.;112 m²;;Vivienda de nueva construcción. Todo a estrenar. Distribuida en tres dormitorios, cama de matrimonio,...;36.7331;-3.58567;2 baños;granada
900 €/mes;Apartamento en calle Mayor Zaragoza, nº 2;/alquilar/apartamento-almunecar_centro_urbano-389500589_173200/;Taramay (Almuñécar);2 habs.;83 m²;4ª planta;Inmobiliaria grupo iris alquila en playa galera este  apartamento bien amueblado con amplia terraza con vistas al mar . El apartam...;36.749067502662044;-3.6568057537078857;2 baños;granada
1.700 €/mes;Piso en calle Rector Salvador Vila Hernandez;/alquilar/piso-playa_granada18613-43428371339_510584/;Playa Granada (Motril);2 habs.;95 m²;1ª planta;Solo disponible la primeraquincena de julio por 1.700€. Se alquila fantástico piso en la zona de playa granada, en motril. Se trat...;36.7228;-3.5623654;2 baños;granada
980 €/sem;Ático en calle  Mayor Zaragoza;/alquilar/atico-almunecar_taramay-43430425386_173200/;Taramay (Almuñécar);3 habs.;133 m²;;Situado en un maravilloso enclave de la costa tropical y dentro del residencial galera playa, con piscina abierta todo el año rode...;36.74803517;-3.663730817;3 baños;granada
450 €/sem;Piso en Paseo de Velilla, nº 15;/alquilar/piso-velilla_taramay-945856909186798_109700/;Velilla (Almuñécar);3 habs.;85 m²;8ª planta;Bonito apartamento dúplex (con capacidad para un máximo 7 personas) de 3 dormitorios y 2 baños completos, cocina totalmente equipa...;36.7380311;-3.6696637;2 baños;granada
765 €/mes;Piso en calle de Cádiar;/alquilar/piso-juventud_sanders18003-23424443131_100500/;Juventud-Sanders (Distrito Ronda. Granada Capital);3 habs.;120 m²;4ª planta;Piso de 3 dormitorios y dos baños, con cocina y 1 dormitorio, semi-amueblado, con garaje incluido. Piso con buena orientación , en...;37.1844576;-3.6187326;2 baños;granada
600 €/mes;Piso en Plaza del Gran Capitán;/alquilar/piso-granada_capital_centro_catedral18002-45091076600_100500/;Centro-Catedral (Granada Capital);1 hab.;35 m²;5ª planta;Precioso estudio a estrenar. Si estás buscando vivir en el centro, con todos los servicios a un sólo paso a un gran precio, esto e...;37.1772849;-3.6064384;1 baño;granada
550 €/mes;Piso en calle de Antonio Quesada Sánchez;/alquilar/piso-la_zubia_centro_urbano-45039729802_101800/;La Zubia;2 habs.;75 m²;;Se alquila piso en la zubia. Consta de 2 dormitorios, 1 baño, cocina, salon y plaza de aparcamiento. Esta amueblado con electrodom...;37.1187082;-3.5780264;1 baño;granada
A consultar;Apartamento en Paseo de la Reina Sofía, 3;/alquilar/apartamento-velilla_distrito-35020172151_106000/;Velilla (Almuñécar);2 habs.;75 m²;2ª planta;"Disponible del 4 al 19 de julio, del 31 de julio al 6 de agosto, y septiembre 2024.
Consultar disponibilidad y precio
Apartamento ...";36.7313;-3.68355;2 baños;granada
1.000 €/mes;Piso en calle de Campoamor;/alquilar/piso-zaidin_vergeles18007-37529231632_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);4 habs.;93 m²;1ª planta;"Disponible a partir de julio para reservarlo para el curso 24/25.
Piso reformado para estudiantes, todas las habitaciones y el sal...";37.151691;-3.6003941;;granada
1.000 €/mes;Piso en calle del Poeta Manuel de Góngora;/alquilar/piso-genil_cervantes18008-45094371327_500418/;Cervantes (Distrito Genil. Granada Capital);4 habs.;157 m²;9ª planta;Se alquila magnífico piso en la novena planta de un edificio ubicado en los alminares del genil, granada. Este piso se caracteriza...;37.1655585;-3.594188;2 baños;granada
2.200 €/mes;Ático en Figares-San Antón;/alquilar/atico-figares18005-25089912679_100500/;Figares-San Antón (Granada Capital);3 habs.;170 m²;;"Quieres vivir en el kilómetro cero de granada? Junto a puerta real, el corte inglés, el teatro isabel la católica.
Este ático dúpl...";37.173344698;-3.599724802;2 baños;granada
145 €/día;Piso en Paseo de Andrés Segovia, 61;/alquilar/piso-la_herradura_distrito18697-43341772581_525717/;La Herradura (Almuñécar);1 hab.;70 m²;4ª planta;Ubicado en el 4º piso, este acogedor piso en almuñécar cuenta con una superficie total de 70 m², distribuidos en 1 habitación dobl...;36.738358;-3.7500262;1 baño;granada
650 €/mes;Piso en Avenida de la Ilustración, 123;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18016-45001693226_991073/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);1 hab.;60 m²;6ª planta;Este encantador piso en alquiler se encuentra en la zona de campus de la salud-palacio de los deportes en granada capital. Situado...;37.149673;-3.5989923;1 baño;granada
A consultar;Chalet en calle de Pinotajos, 16;/alquilar/chalet-velilla_distrito-35057223634_106000/;Velilla (Almuñécar);3 habs.;120 m²;;"Disponible para alquiler vacacional, 25 junio al 13 de julio, y septiembre 2024. Por favor consultar disponibilidad y precio
Chale...";36.7314;-3.67712;2 baños;granada
125 €/día;Piso en calle de la Testa;/alquilar/piso-marina_del_este_punta_de_la_mona-43432620753_525717/;Marina del Este-Punta de la Mona (Almuñécar);3 habs.;120 m²;Principal;Precios segun temporada consulte disponibilidad;36.7239924;-3.7300595;2 baños;granada
1.100 €/mes;Piso en Plaza de Toros;/alquilar/piso-pajaritos_plaza_de_toros18012-45060504967_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);4 habs.;100 m²;4ª planta;Alquiler estudiantes en avenida madrid, junto a plaza de toros y campus de cartuja. Piso con 4 habitaciones, salón con terraza, co...;37.190577651;-3.606663408;1 baño;granada
696 €/mes;Piso en calle Omeya;/alquilar/piso-campus_de_la_salud_palacio_de_los_deportes18006-43429496894_101800/;Campus de la Salud-Palacio de los Deportes (Distrito Zaidín. Granada Capital);2 habs.;90 m²;1ª planta;Piso en alquiler en edificio tirso de molina, con 2 dormitorios, salón-comedor, 2 baños y amplia cocina con lavadero. Incluye plaz...;37.1596553;-3.6072534;2 baños;granada
500 €/sem;Apartamento en calle Hurtado de Mendoza, 42;/alquilar/apartamento-almunecar_casco_urbano-39256428124_527266/;Casco Urbano (Almuñécar);2 habs.;77 m²;2ª planta;Altura piso 2º, apartamento superficie total 77 m², superficie útil 77 m², habitaciones dobles: 2, 1 baño, adaptado a personas con...;36.7327530129052;-3.6839640307156345;1 baño;granada
600 €/mes;Piso en calle de la Virgen de las Nieves;/alquilar/piso-zona_calle_poniente_avenida_cristobal_colon18100-45070782938_101800/;Zona Calle Poniente-Avenida Cristóbal Colón (Armilla);2 habs.;70 m²;1ª planta;Ocasion alquiler en armilla que consta de 2 dormitorios ,salon comedor con terraza ,cocina amueblada y baño.la vivienda se encuent...;37.143346905;-3.630966151;1 baño;granada
1.000 €/mes;Piso en Camino de Ronda;/alquilar/piso-camino_de_ronda18004-44191332381_108900/;Camino de Ronda (Distrito Ronda. Granada Capital);4 habs.;110 m²;;"&iexcl;atenci&oacute;n estudiantes y futuros mir! Presentamos un incre&iacute;ble piso en alquiler que no querr&aacute;s dejar pas...";37.1798524;-3.6140514;1 baño;granada
1.100 €/mes;Piso en Recogidas;/alquilar/piso-figares_san_anton18005-36673002113_100500/;Figares-San Antón (Granada Capital);3 habs.;120 m²;4ª planta;Este espacioso piso en alquiler ofrece una oportunidad excepcional para vivir con comodidad y estilo en pleno centro, junto a call...;37.1708406;-3.6047965;2 baños;granada
800 €/mes;Piso en Avenida del Profesor Domínguez Ortiz;/alquilar/piso-los_periodistas_parque_almunia_albayda18014-44235150636_100500/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);2 habs.;78 m²;Bajo;¡Este precioso piso busca inquilinos para una larga temporada¡. Tan sólo se requiere, además de la habitual solvencia económica, s...;37.1977813;-3.6214864;1 baño;granada
A consultar;Casa en calle del Citalsol;/alquilar/casa-velilla_distrito-35062830345_106000/;Velilla (Almuñécar);3 habs.;130 m²;;Disponible para alquiler vacacional mayo, junio - julio del 1 al 10 y del 24 al 31 - agosto 24 al 31 - septiembre a partir del 12 ...;36.7472;-3.66909;3 baños;granada
721 €/mes;Piso en calle de la Isla de la Gomera, 4;/alquilar/piso-los_periodistas_parque_almunia18014-17557637571_101800/;Los Periodistas-Parque Almunia-Albayda (Granada Capital);3 habs.;98 m²;2ª planta;Confortable vivienda en alquiler en edificio calderón, con 3 dormitorios, armarios empotrados, salón-comedor con cocina independie...;37.1992;-3.61947;2 baños;granada
1.600 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18005-45087838154_100500/;Figares-San Antón (Granada Capital);3 habs.;100 m²;3ª planta;Ponemos a la venta este pisazo en plena calle alhamar. Se trata de un piso amplio de tres dormitorios con tres baños dos de ellos ...;37.1689195;-3.6008343;3 baños;granada
A consultar;Chalet unifamiliar en Camino a Velilla;/alquilar/chalet_unifamiliar-velilla_distrito-45007789190_528288/;Velilla (Almuñécar);4 habs.;1.200 m²;;"Chalet en venta y alquiler vacacional en almuñécar, zona del capricho  -actualmente se esta reformando-

Ubicación: este impresion...";36.741353;-3.6694932;3 baños;granada
