sub_descr;href;ubicacion;habitaciones;banios;mt2;otros;publicado_hace;plataforma;precio;CCAA
Piso de lujo de 174 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.k1X1vvkn131I/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.2/;Provincia de Barcelona;3  habitaciones;2  baños;174  m²;...más información no dude en contactar con Berkshire Hathaway HomeServices Barcelona, especialistas en inmuebles de alto standing en Barcelona...;Hace +30 días;LuxuryEstate;1.810.000€;Barcelona
Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.KV12g1Wb1jY/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.3/;Provincia de Barcelona;3  habitaciones;3  baños;165  m²;Exquisito ático en el corazón de Barcelona. Situado en un impecable edificio señorial en el Eixample, justo al lado de Rambla Catalunya y...;Hace +30 días;LuxuryEstate;2.100.000€;Barcelona
Piso de alto standing en venta en Sant Gervasi - La Bonanova, Barcelona, Cataluña;https://rd.clk.thribee.com/id.1J1E1k1q1U1KE1J/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.4/;08022, Provincia de Barcelona;6  habitaciones;4  baños;500  m²;Exclusivo Piso en Venta en Sarria. Sant Gervasi, Barcelona Descubra este impresionante piso de 480 m² en una finca de lujo que ofrece piscina...;Hace +30 días;LuxuryEstate;4.900.000€;Barcelona
Piso de alto standing de 166 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.Py1XH1n41nM/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.5/;08008, Provincia de Barcelona;6  habitaciones;2  baños;166  m²;Ubicado en el corazón del pintoresco Barrio Gótico de Barcelona, a solo unos pasos de Urquinaona y Plaza Cataluña, este encantador piso...;Hace +30 días;LuxuryEstate;720.000€;Barcelona
Piso exclusivo en venta en Sant Antoni, Barcelona, Cataluña;https://rd.clk.thribee.com/id.1Y1V1r1XdxQ1C/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.6/;08008, Provincia de Barcelona;2  habitaciones;2  baños;156  m²;Savills presenta esta joya inmobiliaria en el corazon del barrio de Sant Antoni, en la prestigiosa zona de L'Eixample. Este exclusivo piso en...;Hace +30 días;LuxuryEstate;828.000€;Barcelona
Piso de lujo de 378 m2 en venta en Passeig de Gràcia, 111, Barcelona, Cataluña;https://rd.clk.thribee.com/id.jM1tZ121pjP/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.7/;08009, Provincia de Barcelona;4  habitaciones;4  baños;378  m²;...salón biblioteca Conserjería y seguridad 24 horas, valet parking Acceso privilegiado a los servicios del hotel Mandarin Oriental Barcelona...;Hace 29 días;LuxuryEstate;7.000.000€;Barcelona
Piso de lujo de 150 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.o14n151O61zv/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.8/;08022, Provincia de Barcelona;2  habitaciones;3  baños;150  m²;Este encantador piso de 150m2, con orientación oeste y una abundante luz natural, representa una oportunidad única para vivir en el corazón de...;Hace 20 días;LuxuryEstate;1.890.000€;Barcelona
Piso de alto standing de 88 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.tp1Ya1E118u/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.9/;Provincia de Barcelona;3  habitaciones;2  baños;88  m²;Berkshire Hathaway HomeServices Barcelona, consultora especializada en la comercialización de propiedades exclusivas, de lujo en las mejores...;Hace +30 días;LuxuryEstate;650.000€;Barcelona
Piso de lujo de 106 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.qu1B1B181n1F1X/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.10/;Provincia de Barcelona;2  habitaciones;2  baños;106  m²;...dispondrá de un sistema de domótica para garantizar su máximo confort. Un proyecto lujoso y exclusivo en una de las mejores partes de Barcelona...;Hace +1 año;LuxuryEstate;990.000€;Barcelona
Piso de alto standing de 174 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1U1-191qF1p12X/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.11/;08022, Provincia de Barcelona;5  habitaciones;2  baños;174  m²;...comunitario disfrutable con maravillosas vistas panorámicas a toda Barcelona. Una oportunidad para crear su hogar en la zona alta de Barcelona...;Hace +30 días;LuxuryEstate;690.000€;Barcelona
Piso de alto standing de 200 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.Rc1L1TK-1w1U/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.12/;Provincia de Barcelona;5  habitaciones;4  baños;200  m²;AMPLIO Y REFORMADO PISO DE 200 M2 Berkshire Hathaway HomeServices, consultora especializada en la comercialización de propiedades exclusivas...;Hace +30 días;LuxuryEstate;1.870.000€;Barcelona
Piso de alto standing de 147 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.u1Y1Ja151BL1R/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.13/;08008, Provincia de Barcelona;4  habitaciones;2  baños;147  m²;Colección exclusiva de 19 viviendas que te ofrecen lo mejor de la vida en Barcelona. Este icónico desarrollo, ubicado en el cotizado distrito...;Hace 10 días;LuxuryEstate;1.700.000€;Barcelona
Piso de lujo de 163 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.-14Z1i1uUO7/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.14/;Provincia de Barcelona;2  habitaciones;3  baños;163  m²;Adentrémonos en el corazón de la vibrante Gran Vía de les Corts Catalanes, donde descubrimos un tesoro arquitectónico en forma de piso...;Hace +30 días;LuxuryEstate;995.000€;Barcelona
Piso exclusivo de 150 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1J1gRWFlz19/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.15/;Provincia de Barcelona;3  habitaciones;3  baños;150  m²;LUJOSO PISO TOTALMENTE REFORMADO EN GALVANY Berkshire Hathaway HomeServices LARVIA, consultora especializada en la comercialización de...;Hace +30 días;LuxuryEstate;1.175.000€;Barcelona
Piso de alto standing en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.w151u18mBwB/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.16/;Provincia de Barcelona;3  habitaciones;2  baños;91  m²;...de desarrollo de una promoción residencial de obra nueva que engloba 15 viviendas más un local en planta baja en el centro de Barcelona...;Hace +30 días;LuxuryEstate;596.800€;Barcelona
Piso de alto standing de 116 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.wtkO1L1Xtr/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.17/;Provincia de Barcelona;3  habitaciones;2  baños;116  m²;...de desarrollo de una promoción residencial de obra nueva que engloba 15 viviendas más un local en planta baja en el centro de Barcelona...;Hace +30 días;LuxuryEstate;611.610€;Barcelona
Piso de alto standing de 200 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1F1z1n1G1koI1_/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.18/;08009, Provincia de Barcelona;5  habitaciones;3  baños;200  m²;Savills presenta un gran piso de 200 m² con una de las mejores zonas comunes de Barcelona. La casa de dos caras ofrece maravillosas vistas a...;Hace +30 días;LuxuryEstate;1.370.000€;Barcelona
Piso de lujo de 880 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1y1B1y_1A1afy/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.19/;Provincia de Barcelona;10  habitaciones;3  baños;880  m²;...Hathaway HomeServices, consultora especializada en la comercialización de propiedades exclusivas, de lujo en las mejores zonas de Barcelona...;Hace +30 días;LuxuryEstate;3.590.000€;Barcelona
Piso de alto standing de 103 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.dJ1_1J1TaSF/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.20/;Provincia de Barcelona;3  habitaciones;2  baños;103  m²;...de desarrollo de una promoción residencial de obra nueva que engloba 15 viviendas más un local en planta baja en el centro de Barcelona...;Hace +30 días;LuxuryEstate;599.140€;Barcelona
Piso exclusivo de 155 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1S-Yc5z1y18/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.21/;Provincia de Barcelona;3  habitaciones;2  baños;155  m²;...que la ciudad tiene para ofrecer. ¡Contáctanos hoy mismo para programar una visita y descubrir tu nuevo hogar en el barrio Gótico de Barcelona!...;Hace +30 días;LuxuryEstate;750.000€;Barcelona
Piso de alto standing de 165 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1B1vll13v1aD/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.22/;08008, Provincia de Barcelona;3  habitaciones;2  baños;165  m²;...de vida sofisticado y confortable en una ubicación inmejorable, convirtiéndola en una oportunidad única en el mercado inmobiliario de Barcelona...;Hace +30 días;LuxuryEstate;1.150.000€;Barcelona
Piso de lujo de 118 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.s1I1zk1Q1471v/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.23/;Provincia de Barcelona;3  habitaciones;2  baños;118  m²;...hacen que el piso sea también IDEAL para INVERSORES! ¡No te pierdas la oportunidad de visitar este piso! ¡Llámanos para concretar una visita!...;Hace +30 días;LuxuryEstate;599.000€;Barcelona
Piso exclusivo en venta en Barcelona, España;https://rd.clk.thribee.com/id.1j1321j6g1e5/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.24/;Provincia de Barcelona;2  habitaciones;2  baños;108  m²;...Com/detalle-promocion-obra-nueva-en-venta-barcelona-barcelona/3372/ ¡Contacte con nosotros! En Cornex Capital estaremos encantados de...;Hace +30 días;LuxuryEstate;1.740.930€;Barcelona
Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.H15GU1T1c-O/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.25350trovit-web-7f7dc96976-89xn66686e3c8a4dbf/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.6/cookieid.1020556686e3c8915797.21618173/pos.25/;Provincia de Barcelona;2  habitaciones;2  baños;264  m²;¡Descubre el encanto del centro histórico de Barcelona con esta propiedad única en su tipo! Ubicada en un edificio del siglo XIV, a solo 15...;Hace +30 días;LuxuryEstate;890.000€;Barcelona
Piso de alto standing de 351 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.L1d91QWo1zS/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.1/;Provincia de Barcelona;3  habitaciones;3  baños;351  m²;Espectacular piso del siglo XIX, con un estilo modernista, completamente renovado, y estratégicamente situado a pocos pasos de emblemáticos...;Hace +30 días;LuxuryEstate;2.300.000€;Barcelona
Piso de lujo de 88 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1x1_UMa1W1t1B/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.2/;08008, Provincia de Barcelona;2  habitaciones;2  baños;88  m²;...Barcelona. Muy bien comunicado con transporte público, cerca de la Estación de Francia, la estación de metro L4 Jaume I y en coche de la...;Hace 13 días;LuxuryEstate;795.000€;Barcelona
Piso de alto standing de 240 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1jcT1qjM91Q/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.3/;Provincia de Barcelona;5  habitaciones;4  baños;240  m²;Este magnífico piso de 240 m2 se sitúa en Turó Park (Barcelona), una conocida zona que ofrece tranquilidad y comodidad. Al acceder, un...;Hace +30 días;LuxuryEstate;1.670.000€;Barcelona
Piso de alto standing en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1awC19hEG1d/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.4/;08008, Provincia de Barcelona;3  habitaciones;2  baños;158  m²;Este impresionante piso en la segunda planta forma parte de un promoción de obra nueva en el centro de Barcelona. Esta promoción está ubicada...;Hace +1 año;LuxuryEstate;1.428.000€;Barcelona
Piso de lujo de 115 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.E1_r1y1uN1Ar/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.5/;Provincia de Barcelona;2  habitaciones;2  baños;115  m²;Lucas Fox presenta la promoción de obra nueva Banys Vells, en un remodelado edificio catalogado que se sitúa en el barrio del Born de...;Hace +30 días;LuxuryEstate;1.245.000€;Barcelona
Piso de lujo de 480 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1S1xU1K1y1l2L/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.6/;Provincia de Barcelona;5  habitaciones;4  baños;480  m²;Exclusivo piso en venta con 480m2 de superficie construida, en una finca con piscina comunitaria, zona ajardinada, vigilancia 24h, servicio de...;Hace +30 días;LuxuryEstate;4.900.000€;Barcelona
Piso exclusivo en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1O1j1w1n11wC4/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.7/;08013, Provincia de Barcelona;3  habitaciones;2  baños;149  m²;Excelente piso seminuevo en el Paseo de la Bonanova, en Sarriá, uno de los barrios más privilegiados de Barcelona, donde su ambiente tranquilo...;Hace +30 días;LuxuryEstate;1.760.000€;Barcelona
Piso de alto standing de 254 m2 en venta en La Dreta de l'Eixample, Barcelona, Cataluña;https://rd.clk.thribee.com/id.1sR31I3D1jk/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.8/;Provincia de Barcelona;4  habitaciones;4  baños;254  m²;Te presentamos una magnifica oportunidad para adquirir un piso de obra nueva en una exclusiva promocion de lujo, ubicada en el prestigioso...;Hace +30 días;LuxuryEstate;2.650.000€;Barcelona
Piso de alto standing de 200 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1N1a1516K1mz1l/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.9/;Provincia de Barcelona;5  habitaciones;3  baños;200  m²;...hogar donde el lujo, la comodidad y la funcionalidad se fusionan para ofrecer una experiencia de vida incomparable en el corazón de Barcelona...;Hace +30 días;LuxuryEstate;1.490.000€;Barcelona
Piso exclusivo de 106 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.K1g1t15Q1yps/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.10/;Provincia de Barcelona;2  habitaciones;2  baños;106  m²;...Hathaway HomeServices, consultora especializada en la comercialización de propiedades exclusivas, de lujo en las mejores zonas de Barcelona...;Hace +30 días;LuxuryEstate;990.000€;Barcelona
Piso de alto standing de 120 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.eG1Zw1MC1-u/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.11/;08036, Provincia de Barcelona;3  habitaciones;2  baños;120  m²;Magnífico piso recién reformado con exquisitos acabados y detalles de lujo, en pleno corazón de Barcelona. Este elegante apartamento, ubicado...;Hace +1 año;LuxuryEstate;695.000€;Barcelona
Piso de lujo de 274 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.171rIwrQcO/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.12/;Provincia de Barcelona;4  habitaciones;3  baños;274  m²;Berkshire Hathaway HomeServices, consultora especializada en la comercialización de propiedades exclusivas en las mejores zonas de Barcelona...;Hace +30 días;LuxuryEstate;1.350.000€;Barcelona
Piso de lujo de 186 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.111b1y1-3Z1H8/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.13/;Provincia de Barcelona;5  habitaciones;4  baños;186  m²;Espectacular piso a estrenar con terraza en Sarrià. Tiene una superficie construida con comunes de 213,95m2, una superficie construida...;Hace +30 días;LuxuryEstate;2.062.930€;Barcelona
Piso de alto standing en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1A1p1st1x1VYG/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.14/;Provincia de Barcelona;2  habitaciones;3  baños;150  m²;...de un gran potencial de inversión en uno de los barrios más exclusivos de Barcelona. Póngase en contacto con nosotros para más información...;Hace +30 días;LuxuryEstate;1.890.000€;Barcelona
Piso exclusivo de 149 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.1I1x1uoM1Ii1s/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.15/;Provincia de Barcelona;3  habitaciones;2  baños;149  m²;...de desarrollo de una promoción residencial de obra nueva que engloba 15 viviendas más un local en planta baja en el centro de Barcelona...;Hace +30 días;LuxuryEstate;969.572€;Barcelona
Piso de lujo de 100 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.w1AF1c1hgMC/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.16/;08011, Provincia de Barcelona;3  habitaciones;2  baños;100  m²;...y muy cerca de los jardines característicos del Poblenou, como el ‘Parc de Diagonal Mar’, y otros muchos. Es la zona de moda de Barcelona...;Hace +30 días;LuxuryEstate;1.075.000€;Barcelona
Piso de lujo en venta en Barcelona, España;https://rd.clk.thribee.com/id.a1iH1c1gyO15/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.17/;Provincia de Barcelona;2  habitaciones;3  baños;146  m²;...de un gran potencial de inversión en uno de los barrios más exclusivos de Barcelona. Póngase en contacto con nosotros para más información...;Hace +1 año;LuxuryEstate;1.700.000€;Barcelona
Piso exclusivo de 218 m2 en venta en Barcelona, Cataluña;https://rd.clk.thribee.com/id.YdiE1Z91M1_/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.18/;Provincia de Barcelona;4  habitaciones;4  baños;218  m²;Passeig de Gracia 30, una de las promociones de obra nueva más exclusivas del Golden Square de Barcelona, te ofrece esta vivienda de 2...;Hace +1 año;LuxuryEstate;2.750.000€;Barcelona
Piso de alto standing de 123 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1i181bE1Tq141z/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.19/;08009, Provincia de Barcelona;3  habitaciones;3  baños;123  m²;Espectacular piso en venta completamente reformado de 147m2, en una finca rehabilitada de 1922 catalogada como bien de interés, de estilo...;Hace +30 días;LuxuryEstate;950.000€;Barcelona
Piso de alto standing de 190 m2 en venta en Barcelona, España;https://rd.clk.thribee.com/id.1DP1Do1AVY1r/origin.1/section.1/section_type.2/country.es/vertical.homes/iuid.124514trovit-web-7f7dc96976-lb4hm6686e3cd0a404/tracking.%7B%22cmp%22%3A%22u%22%7D/what_d.piso%20barcelona%20provincia/type.1/page.7/cookieid.10211576686e3cce8c726.85582999/pos.20/;08022, Provincia de Barcelona;4  habitaciones;2  baños;190  m²;Descubre este magnífico piso de 190 m² en La Dreta de L'Eixample, en el corazón de oro de Barcelona. Ubicado en una finca regia de 1908, esta...;Hace 2 días;LuxuryEstate;1.375.000€;Barcelona
