precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios;CCAA
750 €/sem;Ático en Camino de la Galera;/alquilar/atico-velilla_taramay-940927608_173200/;Taramay (Almuñécar);3 habs.;136 m²;;En  una urbanizacion a los pies de una preciosa calita de arena negra y en un entorno único e inigualable. Inmobiliaria grupo iris...;36.747539078;-3.661218966;2 baños;granada
700 €/mes;Piso en Paseo de San Cristóbal, 18;/alquilar/piso-almunecar_casco_urbano-37560709421_100500/;Casco Urbano (Almuñécar);1 hab.;60 m²;3ª planta;"Costa tropical de granada. Playa de san cristobal 
Disponible.
Alquiler de temporada invernal, escolar hasta junio. 
El precio no ...";36.7345;-3.70179;2 baños;granada
900 €/mes;Piso en Realejo;/alquilar/piso-realejo18005-44261261385_100500/;Realejo (Granada Capital);2 habs.;62 m²;2ª planta;¡Bienvenido al corazón de granada! Este encantador piso de 60 metros cuadrados, situado en una de las zonas más codiciadas del cen...;37.169445;-3.5967213;1 baño;granada
1.600 €/mes;Piso en Corte Ingles;/alquilar/piso-realejo18005-43338103960_100500/;Realejo (Granada Capital);4 habs.;170 m²;2ª planta;Estupendo piso completamente reformado con calefacción y aire acondicionado en pleno centro de granada. Con entrada por carrera de...;37.1712605;-3.5974936;2 baños;granada
1.200 €/mes;Piso en Recogidas;/alquilar/piso-camino_de_ronda18004-45056458086_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);4 habs.;110 m²;6ª planta;"Luminoso piso cerca de recogidas
Estupendo piso muy céntrico, junto a  ronda y el parque garcía lorca, muy buenas comunicaciones, ...";37.171533885;-3.606974503;2 baños;granada
700 €/mes;Piso en Bola de Oro;/alquilar/piso-camino_de_los_neveros_serrallo-45015079010_100500/;Camino de los Neveros-Serrallo (Distrito Genil. Granada Capital);2 habs.;80 m²;1ª planta;Se alquila piso muy luminoso en zona serrallo- bola de oro. Dos dormitorios y un baño con bañera. Calefacción central y agua calie...;37.1599632;-3.5804315;1 baño;granada
750 €/mes;Piso en calle Laguna de la Mosca, 2;/alquilar/piso-camino_de_los_neveros_serrallo-45035241782_100500/;Camino de los Neveros-Serrallo (Distrito Genil. Granada Capital);1 hab.;70 m²;3ª planta;Se alquila excepcional piso en calle laguna de la mosca, muy cerca del centro comercial serrallo. El edificio dispone de ascensor....;37.1598;-3.58158;1 baño;granada
550 €/mes;Estudio en Paseo de San Cristóbal, 20;/alquilar/estudio-almunecar_casco_urbano-38397908404_100500/;Casco Urbano (Almuñécar);;36 m²;;"Este precio es hasta abril
Estudio, primera línea de playa de san cristóbal, con piscina abierta todo el año. 
Edificio chinasol. ...";36.7338;-3.70264;1 baño;granada
1.600 €/mes;Chalet en calle Almendros;/alquilar/chalet-salobrena_centro_urbano-44211024490_520321/;Salobreña;2 habs.;200 m²;;"Fantastique villa de plain pied entourée d'un charmant jardin, vue mer.
Résidence avec grande piscine communautaire, paddle, tenni...";36.7470892;-3.616347;2 baños;granada
600 €/mes;Piso en calle del Sol, 39;/alquilar/piso-almunecar_casco_urbano-15895630447_512325/;Casco Urbano (Almuñécar);2 habs.;65 m²;8ª planta;No se alquila todo el año. Precioso piso amueblado moderno y con cocina y cuarto de baño reformado, esta situado en el centro del ...;36.73997600710213;-3.698462839401323;1 baño;granada
750 €/mes;Apartamento en calle Mayor Zaragoza;/alquilar/apartamento-almunecar_taramay-559965558_173200/;Taramay (Almuñécar);2 habs.;93 m²;2ª planta;En un enclave unico de la costa tropical. Junto a una pequeña cala de arena negra y rodeado de parque mediterraneo, apartamento am...;36.748538808386364;-3.6568164825439453;2 baños;granada
500 €/mes;Estudio en calle de Pedro Antonio de Alarcón;/alquilar/estudio-camino_de_ronda18004-37531136421_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);;25 m²;;"Coqueto estudio totalmente equipado, ideal para una persona. A 2' de recogidas y todo tipo de servicios, transportes.
Ideal para e...";37.1711682;-3.6052458;1 baño;granada
A consultar;Chalet rústico en Rambla Puntalón;/alquilar/chalet_rustico-pueblo_nuevo_las_ventillas-44227472195_520312/;Pueblo Nuevo-Las Ventillas (Motril);3 habs.;140 m²;;"Alquiler vacacional 

Rential inmobiliaria te presenta esta maravillosa casa de campo con piscina donde poder desconectar del ruid...";36.7305773;-3.4849153;2 baños;granada
600 €/mes;Estudio en calle Playa de San Cristobal, Edificio Chinasol, nº 20;/alquilar/estudio-almunecar_casco_urbano-40868272200_100500/;Casco Urbano (Almuñécar);;37 m²;;"Alquiler de temporadas.
Dsiponible: todo julio
Precio anunciado no corresponde a los meses veraniegos ( consultar precio)
Precioso...";36.7341;-3.70261;;granada
1.000 €/mes;Piso en calle del Poeta Manuel de Góngora;/alquilar/piso-genil_cervantes18008-45094371327_500418/;Cervantes (Distrito Genil. Granada Capital);4 habs.;157 m²;9ª planta;Se alquila magnífico piso en la novena planta de un edificio ubicado en los alminares del genil, granada. Este piso se caracteriza...;37.1655585;-3.594188;2 baños;granada
750 €/mes;Apartamento en calle Mayor Zaragoza;/alquilar/apartamento-velilla_taramay-655884786_173200/;Taramay (Almuñécar);2 habs.;90 m²;2ª planta;En residencial galera playa inmobiliaria grupo iris alquila apartamento seminuevo y bien amueblado con terraza . Esta en una urb. ...;36.74862176;-3.665056111;2 baños;granada
750 €/mes;Apartamento en calle Mayor Zaragoza, nº 1;/alquilar/apartamento-almunecar_taramay-36708637988_173200/;Taramay (Almuñécar);2 habs.;94 m²;1ª planta;En galera playa inmobiliaria grupo iris alquila fantastico apartamento bien amueblado con amplia terraza con vistas a la piscina. ...;36.7488;-3.65693;2 baños;granada
550 €/mes;Casa rústica en calle Estación;/alquilar/casa_rustica-saleres-38340517921_516199/;Saleres (El Valle);1 hab.;80 m²;;Casita rustica en el pueblo de saleres en el valle de lecrin, a 20minutos de granada y de la costa, con buen acceso, ambiente muy ...;36.9294333;-3.5978601;1 baño;granada
350 €/mes;Piso en calle de Ganivet;/alquilar/piso-zona_calle_poniente_avenida_cristobal_colon18100-44182256304_103800/;Zona Calle Poniente-Avenida Cristóbal Colón (Armilla);4 habs.;120 m²;2ª planta;Piso  en armilla, con 120 m² construidos, 4 dormitorios, 2 baños, buen estado, exterior, planta 2, amueblado. ¿ Estas buscando alq...;37.1443442;-3.6257445;;granada
1.000 €/mes;Piso en Avenida de América, 30;/alquilar/piso-zaidin_vergeles18007-44191232330_991073/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);5 habs.;180 m²;8ª planta;Se alquila este amplio piso recién reformado totalmente,  a pie de metro, situado en la zona de la rotonda del helicóptero, muy bi...;37.16059;-3.597582;2 baños;granada
880 €/sem;Casa en Avenida de los Pinos, 34;/alquilar/casa-almunecar_los_pinos-240363243_173200/;Velilla (Almuñécar);3 habs.;180 m²;;En los pinos inmobiliaria grupo iris alquila preciosa villa en estilo andaluz rodeada de pinares sobre el mar mediterráneo. Situad...;36.738892722159875;-3.6744493246078496;3 baños;granada
2.200 €/mes;Ático en Figares-San Antón;/alquilar/atico-figares18005-25089912679_100500/;Figares-San Antón (Granada Capital);3 habs.;170 m²;;"Quieres vivir en el kilómetro cero de granada? Junto a puerta real, el corte inglés, el teatro isabel la católica.
Este ático dúpl...";37.173344698;-3.599724802;2 baños;granada
700 €/mes;Apartamento en Avenida de las Galaxias;/alquilar/apartamento-calahonda_carchuna18730-45088426081_510584/;Calahonda-Carchuna (Motril);2 habs.;55 m²;Bajo;Alquiler vacacional: por quincenas, 1.250€. Temporada escolar: 700€/mes. Este encantador apartamento en alquiler se encuentra en l...;36.699615344;-3.427378236;1 baño;granada
600 €/mes;Ático en calle del Doctor Covo;/alquilar/atico-residencial_triana_barrio_alto_hijar-5864468654_100500/;Residencial Triana-Barrio Alto-Híjar (Las Gabias);3 habs.;112 m²;;¿Quieres vivir en un espectacular ático-dúplex con vistas panorámicas sobre sierra nevada?. ¡¡Éste ático en las gabias no te dejar...;37.1357727;-3.668914;1 baño;granada
430 €/mes;Estudio en calle Almona de San Juan de Dios;/alquilar/estudio-granada_capital_centro_catedral18001-45076224317_501309/;Centro-Catedral (Granada Capital);1 hab.;22 m²;;Muy bien ubicado junto a la avenida de la constitución y jardines del triunfo muy bien comunicado con todas las líneas de bus a 5 ...;37.1823119;-3.6029659;1 baño;granada
900 €/mes;Ático en Granada;/alquilar/atico-camino_de_ronda18002-45040179505_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);2 habs.;85 m²;;"¡Descubre tu nuevo hogar en el corazón de granada!

Te presentamos un ático exclusivo disponible para alquiler en una de las zonas...";37.1734249;-3.6052451;1 baño;granada
1.000 €/mes;Piso en Avenida de América;/alquilar/piso-zaidin_vergeles18006-44224134182_500418/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);5 habs.;126 m²;8ª planta;Piso reformado sin estrenar amplio y luminoso, con cinco dormitorios y dos baños, cocina equipada con lavadero, terraza corrida ha...;37.1610317;-3.5978311;2 baños;granada
750 €/mes;Piso en calle del Periodista Luis de Vicente;/alquilar/piso-norte_cartuja-36681041496_100500/;Cartuja (Distrito Norte. Granada Capital);3 habs.;90 m²;1ª planta;"¡Oportunidad de alquiler para estudiantes!

Magnifico piso de alquiler al lado del campus universitario de cartuja, en la zona de ...";37.2005757;-3.5996096;1 baño;granada
1.300 €/mes;Piso en calle de Jacinto Benavente;/alquilar/piso-camino_de_ronda18003-26765445087_100500/;Camino de Ronda (Distrito Ronda. Granada Capital);3 habs.;77 m²;7ª planta;Alquiler de temporada. Hermoso piso recién reformado, donde el confort y la comodidad se unen para ofrecerte una experiencia sin i...;37.178849273;-3.610158447;1 baño;granada
980 €/mes;Ático en Cuesta de Gomérez;/alquilar/atico-realejo18009-33406902813_100500/;Realejo (Granada Capital);2 habs.;81 m²;;Se alquila este espectacular ático en el centro de granada. Se trata de un piso de 2 dormitorios, amplio salón comedor con espacio...;37.1761608;-3.5935685;1 baño;granada
1.100 €/mes;Piso en Plaza de Toros;/alquilar/piso-pajaritos_plaza_de_toros18012-45060504967_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);4 habs.;100 m²;4ª planta;Alquiler estudiantes en avenida madrid, junto a plaza de toros y campus de cartuja. Piso con 4 habitaciones, salón con terraza, co...;37.190577651;-3.606663408;1 baño;granada
1.100 €/mes;Piso en Recogidas;/alquilar/piso-figares_san_anton18005-36673002113_100500/;Figares-San Antón (Granada Capital);3 habs.;120 m²;4ª planta;Este espacioso piso en alquiler ofrece una oportunidad excepcional para vivir con comodidad y estilo en pleno centro, junto a call...;37.1708406;-3.6047965;2 baños;granada
200 €/día;Piso en calle del Alclub;/alquilar/piso-velilla_distrito-45016633071_528288/;Velilla (Almuñécar);2 habs.;70 m²;1ª planta;En almuñécar, se encuentra este acogedor piso en alquiler vacacional. Con una superficie total de 70 m², distribuidos en 1 habitac...;36.73827406;-3.672515955;1 baño;granada
750 €/mes;Apartamento en Taramay;/alquilar/apartamento-almunecar_taramay-225897675_173200/;Taramay (Almuñécar);2 habs.;85 m²;Bajo;Confortable apartamento. Totalmente equipado. Con dos dormitorios dobles. Dos baños. Amplio salón con ventilador de techo y salida...;36.74862176;-3.665056111;2 baños;granada
160 €/día;Piso en calle de Gonzalo Barbero, 1;/alquilar/piso-la_herradura_distrito18697-45043640397_525717/;La Herradura (Almuñécar);3 habs.;120 m²;1ª planta;Se alquila hermoso apartamento en la herradura;36.734783;-3.7422018;2 baños;granada
1.600 €/mes;Piso en Alhamar;/alquilar/piso-figares_san_anton18005-45087838154_100500/;Figares-San Antón (Granada Capital);3 habs.;100 m²;3ª planta;Ponemos a la venta este pisazo en plena calle alhamar. Se trata de un piso amplio de tres dormitorios con tres baños dos de ellos ...;37.1689195;-3.6008343;3 baños;granada
980 €/sem;Apartamento en calle Mayor Zaragoza, nº 2;/alquilar/apartamento-almunecar_taramay-22505441113_173200/;Taramay (Almuñécar);4 habs.;143 m²;4ª planta;En un enclave único e inigualable de la costa tropical. En un residencial exclusivo con piscina abierta todo el año rodeada de her...;36.7485501632802;-3.6572122015545543;3 baños;granada
360 €/sem;Apartamento en calle Paseo Marítimo Salomar , nº 41;/alquilar/apartamento-salobrena_centro_urbano-39193303905_527266/;Salobreña;1 hab.;42 m²;1ª planta;Altura piso 1º, apartamento superficie total 42 m², superficie útil 42 m², habitaciones dobles: 1, 1 baño, aire acondicionado (frí...;36.74622959748702;-3.587071744170503;1 baño;granada
700 €/mes;Piso en Realejo;/alquilar/piso-realejo18009-44258479403_108500/;Realejo (Granada Capital);1 hab.;60 m²;;Precioso apartamento en alquiler en pleno corazón de granada. Dispone de 1 amplio dormitorio con armario empotrado, baño completo,...;37.1730859;-3.5968488;1 baño;granada
1.000 €/mes;Piso en calle Rector Federico Mayor Zaragoza;/alquilar/piso-playa_granada-34168759903_173200/;Playa Granada (Motril);2 habs.;105 m²;1ª planta;Inmobiliaria grupo iris alquila este fantástico apartamento a estrenar completamente amueblado con vistas a la piscina y al campo ...;36.7236438;-3.5604368;2 baños;granada
500 €/mes;Apartamento en Realejo;/alquilar/apartamento-realejo18009-42559344036_101800/;Realejo (Granada Capital);1 hab.;40 m²;1ª planta;Apartamento amueblado de un dormitorio tipo duplex, en planta primera, en una calle tranquila,  decorado tipo rústico. El precio i...;37.1730389;-3.5903003;1 baño;granada
750 €/mes;Apartamento en Parque Lagos;/alquilar/apartamento-zaidin_vergeles18006-43399917391_100500/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);1 hab.;175 m²;1ª planta;Se alquila apartamento de 1 dormitorio en granada, la vivienda se alquila por meses, temporadas cortas según necesidad, está situa...;37.1568814;-3.6073038;1 baño;granada
650 €/mes;Piso en calle de los Jardines;/alquilar/piso-las_tres_cruces-45016202299_511700/;Las Tres Cruces (Armilla);3 habs.;90 m²;Bajo;Piso seminuevo de 3 dormitorios, 2 baños, amueblado, 1 planta con ascensor , todo exterior, soleado, calefacción eléctrica de radi...;37.140684644;-3.629205668;2 baños;granada
650 €/mes;Piso en Plaza del Gran Capitán;/alquilar/piso-granada_capital_centro_catedral18002-45091076600_100500/;Centro-Catedral (Granada Capital);1 hab.;35 m²;5ª planta;Precioso estudio a estrenar. Si estás buscando vivir en el centro, con todos los servicios a un sólo paso a un gran precio, esto e...;37.1772849;-3.6064384;1 baño;granada
575 €/mes;Piso en Paraje de las Piconera;/alquilar/piso-aljomahima_ermita_nuestra_senora_de_las_nieves-45068708617_103800/;Aljomahima-Ermita Nuestra Señora de las Nieves (Las Gabias);2 habs.;61 m²;Bajo;Se alquila piso en urbanización cerrada con piscina en las gabias, con rápida salida a la nueva circunvalación y parada de autobús...;37.12837504;-3.679564514;1 baño;granada
550 €/mes;Apartamento en Avenida de la Fuente Nueva, 2;/alquilar/apartamento-pajaritos_plaza_de_toros18001-45091818195_100500/;Pajaritos-Plaza de Toros (Distrito Beiro. Granada Capital);1 hab.;30 m²;2ª planta;Referencia 467. Precioso estudio recién reformado y totalmente amueblado, situado en la calle san juan de dios. Agua sanitaria, in...;37.1805;-3.6069;1 baño;granada
550 €/mes;Apartamento en calle del Zargal;/alquilar/apartamento-cenes_de_la_vega_centro_urbano-10042556724_100500/;Cenes de La Vega;1 hab.;40 m²;1ª planta;"Cenes de la vega no es solo un lugar para vivir; es un portal a un estilo de vida vibrante y lleno de posibilidades. Aquí, la mode...";37.157793811;-3.531889844;1 baño;granada
540 €/mes;Ático en calle Real de Cartuja;/alquilar/atico-san_ildefonso_hospital_real18012-45035729729_511700/;San Ildefonso Hospital Real (Distrito Beiro. Granada Capital);1 hab.;55 m²;;Ático de 1 dormitorio amueblado para entar obligado el 1 de agosto , todo exterior, soleado, terraza con vistas, 3 planta sin asce...;37.1857009;-3.6001455;1 baño;granada
600 €/mes;Piso en calle Rector Federico Mayor Zaragoza;/alquilar/piso-playa_granada18613-44201296160_510584/;Playa Granada (Motril);2 habs.;75 m²;2ª planta;Segunda quincena de junio: 800€. Se alquila un acogedor piso en la zona de playa granada en motril para temporada escolar. Esta vi...;36.7198306;-3.5511531;2 baños;granada
550 €/mes;Apartamento en calle de Carmen Burgos;/alquilar/apartamento-armilla_san_miguel-35070732382_516255/;San Miguel (Armilla);2 habs.;60 m²;2ª planta;La vivienda consta de 2 dormitorios, uno con cama de matrimonio y otro con cama individual, amplio salón, cocina independiente equ...;37.1425405;-3.6162983;1 baño;granada
400 €/sem;Piso en calle Hurtado de Mendoza, 6;/alquilar/piso-almunecar_casco_urbano-39261097881_527266/;Casco Urbano (Almuñécar);3 habs.;70 m²;1ª planta;Altura piso 1º, piso superficie total 70 m², superficie útil 70 m², hab. Individuales: 1, habitaciones dobles: 2, 1 baño, antigüed...;36.7328108574232;-3.6840718285497287;1 baño;granada
A consultar;Chalet en calle de Pinotajos, 16;/alquilar/chalet-velilla_distrito-35057223634_106000/;Velilla (Almuñécar);3 habs.;120 m²;;"Disponible para alquiler vacacional, 25 junio al 13 de julio, y septiembre 2024. Por favor consultar disponibilidad y precio
Chale...";36.7314;-3.67712;2 baños;granada
600 €/mes;Piso en calle de Serrano;/alquilar/piso-albaicin_distrito18010-40866107184_101800/;Albaicín (Granada Capital);2 habs.;60 m²;1ª planta;Se alquila piso en la zona de elvira. Consta de 2 dormitorios, 1 baño, cocina y salon. Esta amueblado con electrodomesticos (horno...;37.1818575;-3.5989292;1 baño;granada
750 €/mes;Piso en calle Lavadero de las Tablas;/alquilar/piso-granada_capital_centro_catedral18002-45005540112_100500/;Centro-Catedral (Granada Capital);1 hab.;60 m²;2ª planta;"Se alquila este bonito piso totalmente reformado y nuevo a estrenar! 
Solo para larga estancia, no contratos temporales de estudia...";37.1768745;-3.6038676;1 baño;granada
550 €/mes;Piso en calle Urbanizacion El Molino Playa;/alquilar/piso-salobrena_centro_urbano-38424272619_510584/;Salobreña;2 habs.;98 m²;4ª planta;Alquiler de septiembre a junio. Os presentamos este precioso piso en alquiler para temporada escolar en el paseo marítimo de salob...;36.7468138;-3.5870311;1 baño;granada
1.300 €/mes;Piso en Avenida Don Bosco;/alquilar/piso-zaidin_vergeles18007-44238743627_525859/;Zaidín-Vergeles (Distrito Zaidín. Granada Capital);4 habs.;110 m²;1ª planta;Extraordinario piso de estudiantes en zaidin, en muy buena zona, rodeada de comercios, con parada de metro cerca y bus en la puert...;37.159306111;-3.595898743;2 baños;granada
980 €/sem;Ático en calle  Mayor Zaragoza;/alquilar/atico-almunecar_taramay-43430425386_173200/;Taramay (Almuñécar);3 habs.;133 m²;;Situado en un maravilloso enclave de la costa tropical y dentro del residencial galera playa, con piscina abierta todo el año rode...;36.74803517;-3.663730817;3 baños;granada
600 €/mes;Apartamento en Camino Real;/alquilar/apartamento-gualchos_centro_urbano-44220599447_510584/;Gualchos;2 habs.;65 m²;7ª planta;Este encantador apartamento en alquiler se encuentra en el municipio de gualchos. Con una altura en el séptimo piso, cuenta con un...;36.727670427;-3.354558751;1 baño;granada
1.000 €/mes;Piso en Camino de Ronda;/alquilar/piso-camino_de_ronda18004-44191332381_108900/;Camino de Ronda (Distrito Ronda. Granada Capital);4 habs.;110 m²;;"&iexcl;atenci&oacute;n estudiantes y futuros mir! Presentamos un incre&iacute;ble piso en alquiler que no querr&aacute;s dejar pas...";37.1798524;-3.6140514;1 baño;granada
700 €/mes;Piso en calle Duquesa;/alquilar/piso-granada_capital_centro_catedral18001-42557600145_998849/;Centro-Catedral (Granada Capital);3 habs.;95 m²;1ª planta;Agencia nf alquila. Piso sin amueblar solo cocina amueblada, junto facultad de derecho. Se alquila bonito piso sin amueblar junto ...;37.1770068;-3.6019444;1 baño;granada
750 €/mes;Apartamento en Camino de la Galera;/alquilar/apartamento-velilla_taramay18690-816957724_173200/;Taramay (Almuñécar);2 habs.;96 m²;3ª planta;En  una urbanizacion a los pies de una preciosa calita. Inmobiliaria grupo iris alquila este apartamento completamente amueblado c...;36.748859328;-3.658642742;2 baños;granada
670 €/mes;Piso en Plaza Arqueología;/alquilar/piso-torrenueva_costa_torrenueva-44238128848_510584/;Torrenueva (Torrenueva Costa);2 habs.;70 m²;2ª planta;Temporada escolar. Se alquila acogedor piso en la zona de torrenueva costa. Esta vivienda se encuentra en el 2º piso de un edifici...;36.7083863;-3.4909321;2 baños;granada
850 €/mes;Casa adosada en Camino a Velilla, 6;/alquilar/casa_adosada-velilla_distrito-15067509447_100500/;Velilla (Almuñécar);3 habs.;120 m²;;No se alquila todo el año. Bonita casa adosada en una zona tranquila en velilla, a solo 200 metros de la playa y restaurantes. La ...;36.7419;-3.66941;2 baños;granada
130 €/día;Piso en Avenida de Andalucía;/alquilar/piso-salobrena_centro_urbano-33371320028_103200/;Salobreña;3 habs.;112 m²;;Vivienda de nueva construcción. Todo a estrenar. Distribuida en tres dormitorios, cama de matrimonio,...;36.7331;-3.58567;2 baños;granada
A consultar;Casa en calle del Citalsol;/alquilar/casa-velilla_distrito-35062830345_106000/;Velilla (Almuñécar);3 habs.;130 m²;;Disponible para alquiler vacacional mayo, junio - julio del 1 al 10 y del 24 al 31 - agosto 24 al 31 - septiembre a partir del 12 ...;36.7472;-3.66909;3 baños;granada
650 €/mes;Apartamento en calle Urbanización Salobreña Beach-Iv, Unde;/alquilar/apartamento-salobrena_centro_urbano-30839960587_103200/;Salobreña;2 habs.;70 m²;;Piso en alquiler en primera linea de playa. Tiene dos dormitorios, uno con cama de matrimonio y otro ...;36.7308;-3.58543;1 baño;granada
1.700 €/mes;Piso en calle Rector Salvador Vila Hernandez;/alquilar/piso-playa_granada18613-43428371339_510584/;Playa Granada (Motril);2 habs.;95 m²;1ª planta;Solo disponible la primeraquincena de julio por 1.700€. Se alquila fantástico piso en la zona de playa granada, en motril. Se trat...;36.7228;-3.5623654;2 baños;granada
800 €/mes;Loft en Camino de Gójar;/alquilar/loft-la_zubia_centro_urbano-41759782514_100500/;La Zubia;1 hab.;134 m²;;"Magnifico loft en alquiler en la zubia a 5 minutos del pts.
Cuenta con  habitacion, salón amplio con cocina abierta, baño con plat...";37.1167772;-3.5983934;1 baño;granada
550 €/mes;Piso en calle de Antonio Quesada Sánchez;/alquilar/piso-la_zubia_centro_urbano-45039729802_101800/;La Zubia;2 habs.;75 m²;;Se alquila piso en la zubia. Consta de 2 dormitorios, 1 baño, cocina, salon y plaza de aparcamiento. Esta amueblado con electrodom...;37.1187082;-3.5780264;1 baño;granada
400 €/día;Ático en calle de la Alhambra, 1;/alquilar/atico-la_herradura_distrito-30919164017_525717/;La Herradura (Almuñécar);5 habs.;161 m²;;Hermoso atico con piscina privada y capacidad para 10 personas a solo 100 metros de la playa de la herradura;36.73217456530763;-3.73834803801623;5 baños;granada
450 €/mes;Piso en Carretera del Puerto;/alquilar/piso-playa_granada-38376957213_510584/;Playa Granada (Motril);1 hab.;46 m²;2ª planta;Temporada escolar. Se alquila apartamento de 1 habitación en zona de playa de motril. Piso muy bonito y reformado recientemente. S...;36.7251327;-3.5249652;1 baño;granada
1.500 €/mes;Apartamento en Paseo de China Gorda;/alquilar/apartamento-cotobro-396892147_173200/;Cotobro (Almuñécar);2 habs.;80 m²;5ª planta;En el paseo de china gorda, inmobiliaria grupo iris alquila para estancias cortas apartamento frente al mar completamente amueblad...;36.7340874;-3.7031885;2 baños;granada
690 €/mes;Apartamento en calle de la Calderería Vieja, 7;/alquilar/apartamento-albaicin_distrito18010-45080516357_100500/;Albaicín (Granada Capital);1 hab.;50 m²;Bajo;"Referencia 705.
Disfruta de la vida en el corazón de granada en este magnífico apartamento, ideal para una persona o una pareja qu...";37.1835;-3.58823;1 baño;granada
625 €/mes;Piso en calle del Camping, 3;/alquilar/piso-almunecar_taramay-15048226661_100500/;Taramay (Almuñécar);2 habs.;95 m²;2ª planta;No se alquila todo el año. Apartamento muy acogedor situado en taramay, justo encima de la playa del tesorillo (300m). El piso con...;36.7454;-3.66341;1 baño;granada
1.100 €/mes;Piso en calle Encina;/alquilar/piso-las_palomas_cerro_gordo-41693137386_525717/;Las Palomas-Cerro Gordo (Almuñécar);2 habs.;108 m²;2ª planta;Altura piso 2º, superficie total 108 m², hab. Individuales: 2, 2 baños, aire acondicionado (frío), armarios empotrados , ascensor ...;37.1894499;-3.6202485;2 baños;granada
900 €/mes;Piso en Centro;/alquilar/piso-granada_capital_centro_catedral18002-40089796149_100500/;Centro-Catedral (Granada Capital);2 habs.;80 m²;3ª planta;Se alquila amplio piso en calle puentezuelas, a 50 metros de recogidas. Muy bien situado, edificio tranquilo y con ascensor. Se di...;37.173982;-3.6020432;2 baños;granada
1.000 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-45084272243_100500/;Cartuja (Distrito Norte. Granada Capital);4 habs.;105 m²;Bajo;Este encantador piso en alquiler está ubicado en una de las zonas más convenientes de granada, ideal para estudiantes. Su cercanía...;37.1956534;-3.6010398;1 baño;granada
675 €/mes;Piso en Paseo de la Reina Sofía;/alquilar/piso-almunecar_casco_urbano-15884026665_512325/;Casco Urbano (Almuñécar);1 hab.;52 m²;8ª planta;No se alquila todo el año. Piso muy acogedor situado en la urb. Las gondolas 2, dispone de entrada, cocina independiente bien equi...;36.7303586;-3.6801289;1 baño;granada
950 €/mes;Piso en Cartuja;/alquilar/piso-norte_cartuja-44192146292_108900/;Cartuja (Distrito Norte. Granada Capital);4 habs.;96 m²;;"Piso todo exterior muy luminoso y tranquilo, amplio sal&oacute;n con grandes ventanales de acceso al balc&oacute;n/terraza, cocina...";37.1999576;-3.6018625;1 baño;granada
1.500 €/sem;Chalet en calle de Cataluña;/alquilar/chalet-las_palomas_cerro_gordo-712606796_173200/;Las Palomas-Cerro Gordo (Almuñécar);3 habs.;243 m²;;En un enclave único de la costa tropical granadina, nos encontramos esta maravillosa villa, ideal para pasar una estancia inolvida...;36.7467692;-3.7561069;2 baños;granada
1.100 €/mes;Piso en Centro;/alquilar/piso-figares_san_anton18005-44195593432_100500/;Figares-San Antón (Granada Capital);1 hab.;63 m²;1ª planta;Se alquila este fantástico piso totalmente reformado en el centro de la capital granadina. El piso cuenta con las mejores calidade...;37.1699902;-3.5989038;1 baño;granada
600 €/mes;Piso en Camino del Pelaillo;/alquilar/piso-playa_granada-36749207989_510584/;Playa Granada (Motril);3 habs.;100 m²;4ª planta;Temporada escolar. Se alquila piso en el camino del pelaillo. Playa de poniente de motril. Se alquila bonito piso en primera linea...;36.717354;-3.5473392;1 baño;granada
800 €/mes;Piso en calle San Marcos;/alquilar/piso-figares_san_anton18005-44187688538_100500/;Figares-San Antón (Granada Capital);2 habs.;87 m²;4ª planta;¡Por fin podrá disfrutar de una vivienda a la altura de sus expectativas¡. Este bonito piso esta situado en una de las mejores zon...;37.1683273;-3.5989029;2 baños;granada
800 €/mes;Apartamento en calle de María de Maeztu, 1;/alquilar/apartamento-caseria_de_montijo_nueva_granada18011-42506950100_109300/;Casería de Montijo-Nueva Granada (Distrito Norte. Granada Capital);2 habs.;84 m²;;Se alquila piso amueblado de 2 habitaciones, salón, hall de entrada y corredor, localizado en el parque nueva granada, urbanizació...;37.20541;-3.59572;1 baño;granada
700 €/mes;Apartamento en calle Duquesa;/alquilar/apartamento-granada_capital_centro_catedral18001-45091728349_501309/;Centro-Catedral (Granada Capital);1 hab.;68 m²;1ª planta;Precioso apartamento de 1 dormitorio todo en un excelente estado, salón con cocina americana y 1 baño. Con calefacción y agua cali...;37.1789078;-3.6032909;1 baño;granada
1.300 €/mes;Piso en Gran Via;/alquilar/piso-granada_capital_centro_catedral18001-41733520390_100500/;Centro-Catedral (Granada Capital);3 habs.;120 m²;1ª planta;Espectacular piso en plena gran vía de colón. Edificio con ascensor y plaza de garaje opcional (100€/mes) en el parking del mercad...;37.177726;-3.5984458;2 baños;granada
