precio;sub_descr;href;ubicacion;banios;mt2;otros;latitude;longitude;habitaciones;planta
372.000 €;Piso en Buenavista;/comprar/piso-carabanchel_buenavista28054-41755961139_997892/;Buenavista (Distrito Carabanchel. Madrid Capital);2 baños;150 m²;"Ref 1127. The ga money box vende piso de 110 m² + 2 plazas de garaje y trastero en pau de carabanchel.

Dispone de:

3 dormitorios...";40.3713415;-3.7632036;3 habs.;1ª planta
199.900 €;Piso en calle de Sarria;/comprar/piso-pilar28029-43359675222_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;52 m²;"Vohome propiedades vende en exclusiva esta vivienda en 1ª planta en una de las zona más tranquilas del barrio.

A pocos minutos de...";40.4740081;-3.7138504;2 habs.;1ª planta
530.000 €;Piso en Ciudad Universitaria;/comprar/piso-ciudad_universitaria28035-40930362149_100200/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);2 baños;130 m²;"'tecnocasa puerta de hierro (registro de agentes profesionales inmobiliarios; rain nº00306/18) 'protección de consumidores y usuar...";40.471046136;-3.728877396;3 habs.;
225.000 €;Piso en Madrid;/comprar/piso-numancia28038-42546626327_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);1 baño;94 m²;Este fabuloso piso se encuentra en la zona de nueva numancia, madrid, en la planta 2. Es un piso que tiene 94 m² y dispone de 4 ha...;40.4038541;-3.66371;4 habs.;2ª planta
850.000 €;Piso en Chueca;/comprar/piso-trafalgar28004-41689658173_102100/;Trafalgar (Distrito Chamberí. Madrid Capital);2 baños;152 m²;En el exclusivo barrio de chueca, en el corazón de madrid, se encuentra este lujoso y elegante apartamento en altura. Situado en u...;40.4268136;-3.6959777;4 habs.;
346.000 €;Piso en Aluche;/comprar/piso-latina_aluche28047-42518945802_100200/;Aluche (Distrito Latina. Madrid Capital);2 baños;120 m²;"Agencia inmobiliaria de madrid zona aluche - ocaña oficina tecnocasa vende piso en aluche, calle ocaña.
Piso para entrar a vivir d...";40.3853116;-3.751186;4 habs.;
1.720.282 €;Piso en calle de Amorós, 11;/comprar/piso-guindalera28028-4009100684_109700/;Guindalera (Distrito Salamanca. Madrid Capital);4 baños;340 m²;Bajo. Piso en una finca de obra nueva de 340 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta baja. Está dispuesto en 3 habitaciones, 4 baños completos y terraza. Incluye como acabados chimenea.;40,4348865;-3,6689921;3 habs.;Bajo
825.000 €;Piso en calle;/comprar/piso-mirasierra_arroyo_del_fresno28049-42571778795_107700/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;142 m²;"203
Aprovecha esta oportunidad de compra de esta exclusiva vivienda de 4 espaciosos dormitorios en la mejor zona de madrid y en co...";40.4992698;-3.7171811;4 habs.;
249.900 €;Piso en calle de Sarria;/comprar/piso-pilar28029-43388445990_100500/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;67 m²;"Vohome propiedades vende en exclusiva esta magnífica vivienda con excelente iluminación en la zona más tranquila del barrio.

A po...";40.4738204;-3.7135727;3 habs.;1ª planta
350.000 €;Piso en Opañel;/comprar/piso-opanel28019-32547594015_100200/;Opañel (Distrito Carabanchel. Madrid Capital);3 baños;300 m²;Inmobiliaria en carabanchel, san isidro - tecnocasa asesoria inmourgel sl, vende vivienda en primera planta con ascensor en finca ...;40.3916721;-3.7215515;5 habs.;
139.000 €;Piso en calle de Sánchez Pacheco;/comprar/piso-chamartin_ciudad_jardin28002-35034217339_100200/;Ciudad Jardín (Distrito Chamartín. Madrid Capital);1 baño;20 m²;Agencia inmobiliaria de madrid zona prosperidad – alfonso xiii oficina tecnocasa vende estudio, tipo loft, en la calle sanchez pac...;40.4489488;-3.6687449;;
135.000 €;Piso en Buenavista;/comprar/piso-carabanchel_buenavista28044-42577039559_100200/;Buenavista (Distrito Carabanchel. Madrid Capital);1 baño;60 m²;"Agencia inmobiliaria de madrid vende piso en la zona de carabanchel alto - buenavista.
¡Atención inversores y compradores! No deje...";40.3706012;-3.7480508;3 habs.;
650.000 €;Piso en calle del Valle de Pinares Llanos;/comprar/piso-mirasierra_arroyo_del_fresno-41746095698_520609/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);2 baños;155 m²;Gavac vende singular y elegante piso en urbanización cerrada. Orientado al norte y al sur y cumpliendo todos los requisitos que so...;40.485657588;-3.71837521;3 habs.;3ª planta
115.000 €;Piso en calle Godella;/comprar/piso-villaverde_san_cristobal-42509264648_108900/;San Cristóbal (Distrito Villaverde. Madrid Capital);1 baño;57 m²;"Vivalta vende esta bonita vivienda para entrar a vivir en la&nbsp; planta baja&nbsp; de una finca en la zona del barrio de san cri...";40.340057326;-3.68887274;2 habs.;
479.067 €;Casa adosada en calle Alcalde Pedro Gutierrez,  s/n;/comprar/casa_adosada-el_canaveral-4240098963_109700/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);3 baños;149 m²;Vivienda 2. Casa adosada de obra nueva, de 149 m² de superficie construida, y ubicada en la zona de madrid capital.  Está distribu...;40.4001976;-3.5450396;4 habs.;
140.000 €;Piso en San Fermín;/comprar/piso-san_fermin-43343572070_100200/;San Fermín (Distrito Usera. Madrid Capital);1 baño;66 m²;"Tecnocasa san fermín vende en exclusiva un nuevo inmueble en rentabilidad, destinado para perfil inversor.

Se trata de una quinta...";40.3759257;-3.6899962;3 habs.;5ª planta
235.000 €;Piso en Pilar;/comprar/piso-pilar28029-43412645130_100200/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;61 m²;"Agencia inmobiliaria de madrid - zona avenida de la ilustración - barrio del pilar - peñagrande, oficina tecnocasa. 

En venta: ¡N...";40.4783919;-3.7141727;1 hab.;3ª planta
245.000 €;Casa adosada en Orcasitas;/comprar/casa_adosada-orcasitas-43404553717_100200/;Orcasitas (Distrito Usera. Madrid Capital);;81 m²;"Tecnocasa oficina orcasitas s. L
Agencia inmobiliaria de madrid, zona usera - orcasitas - orcasur, inscrita en rain 000240/2018 ve...";40.3709076;-3.7142292;3 habs.;
719.000 €;Piso en Goya;/comprar/piso-goya28009-40031610367_108900/;Goya (Distrito Salamanca. Madrid Capital);2 baños;73 m²;"2 dormitorios  -  2 baños  -  ascensor  -  reformado.

Auriga real estate presenta esta exclusiva vivienda, luminosa en planta alt...";40.4222346;-3.6773331;2 habs.;2ª planta
449.000 €;Piso en Imperial;/comprar/piso-imperial28005-30928933447_100200/;Imperial (Distrito Arganzuela. Madrid Capital);2 baños;116 m²;"Tecnocasa estudio arganzuela-imperial vende magnífico piso en paseo virgen del puerto.
Esta tercera planta exterior con ascensor, ...";40.410354;-3.7210099;4 habs.;3ª planta
259.000 €;Piso en calle Valderribas;/comprar/piso-retiro_pacifico28007-39261842049_100500/;Pacífico (Distrito Retiro. Madrid Capital);1 baño;38 m²;"¡Oportunidad única! Piso en la última planta con excelentes vistas en el mejor barrio de madrid.

Estamos encantados de presentar ...";40.4037791;-3.6744694;2 habs.;5ª planta
310.000 €;Piso en Embajadores-Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-42549230866_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;79 m²;"Agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa

¡Vende! Excepcional vivi...";40.4100269;-3.6989253;3 habs.;3ª planta
112.000 €;Piso en Casco Histórico de Vallecas;/comprar/piso-casco_historico_de_vallecas28031-43339268751_100200/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);1 baño;50 m²;Inmobiliaria en santa eugenia - tecnocasa estudio nuevo vallecas 2022 sl. Vende inmueble de 50 metros cuadrados construidos en la ...;40.3783828;-3.6202455;2 habs.;
138.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28025-41693267144_100200/;Vista Alegre (Distrito Carabanchel. Madrid Capital);1 baño;58 m²;Agencia inmobiliaria de madrid zona carabanchel - vista alegre - fatima - colonia prensa - eugenia montijo. Oficina tecnocasa estu...;40.3786825;-3.7480914;2 habs.;6ª planta
135.000 €;Piso en Abrantes;/comprar/piso-abrantes28025-43418712699_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;70 m²;Agencia inmobiliaria de madrid zona abrantes - pan bendito oficina tecnocasa vende piso a escasos metros de vía lusitana y avenida...;40.3773886;-3.7335751;3 habs.;3ª planta
317.000 €;Piso en Simancas;/comprar/piso-san_blas_simancas28037-42532753170_100200/;Simancas (Distrito San Blas. Madrid Capital);2 baños;116 m²;"Agencia inmobiliaria de madrid zona san blas - canillejas, simancas tecnocasa desarrollo simancas slu
Piso en venta en simancas pa...";40.4266543;-3.6280098;3 habs.;3ª planta
339.000 €;Casa adosada en Rejas;/comprar/casa_adosada-rejas28022-40061360662_100200/;Rejas (Distrito San Blas. Madrid Capital);2 baños;102 m²;"Tecnocasa estudio inmobiliario amposta vende chalet adosada de 102m ubicado en colonia fin de semana.

Se trata de un chalet para ...";40.4474678;-3.5712129;2 habs.;
440.000 €;Dúplex en calle de San Benito, 36;/comprar/duplex-tetuan_almenara28029-36676499726_102200/;Almenara (Distrito Tetuán. Madrid Capital);3 baños;110 m²;Precioso duplex con parcela de garaje y trastero. Muy buena zona y altura. Metro ventilla. 3 habitaciones. Salón-comedor. Cocina e...;40.4706;-3.69473;3 habs.;3ª planta
1.680.000 €;Piso en Castellana;/comprar/piso-salamanca_castellana28006-40051127622_108900/;Castellana (Distrito Salamanca. Madrid Capital);4 baños;214 m²;"Serrano milla de oro  -  3 dormitorios  -  4 baños  -  ascensor  -  reformado.

Auriga real estate presenta esta exclusiva viviend...";40.4327486;-3.6864705;3 habs.;1ª planta
199.000 €;Piso en calle de Monseñor Óscar Romero;/comprar/piso-carabanchel_vista_alegre-43368301371_520821/;Vista Alegre (Distrito Carabanchel. Madrid Capital);1 baño;85 m²;Vivienda ubicada en calle monseñor oscar romero, entre la avenida nuestra señora de fátima y de la calle eugenia de montijo. Inmue...;40.382077461;-3.745456622;3 habs.;Bajo
219.000 €;Piso en Paseo de Muñoz Grandes;/comprar/piso-carabanchel_vista_alegre-43432990420_520821/;Vista Alegre (Distrito Carabanchel. Madrid Capital);1 baño;87 m²;"Carabanchel, vista alegre, redpiso zona muñoz grandes vende:
Vivienda ubicada en el paseo marcelino camacho. Piso para actualizar,...";40.3873684;-3.7436718;3 habs.;2ª planta
880.000 €;Piso en Avenida de Portugal;/comprar/piso-puerta_del_angel-40916540370_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);2 baños;170 m²;"Estudio inmobiliario puerta del ángel vende piso premium
Este piso cuenta con una elegancia y confort en zona residencial tranquil...";40.4162193;-3.723861;5 habs.;9ª planta
314.900 €;Piso en calle de Ginzo de Limia;/comprar/piso-fuencarral_el_pardo_la_paz28029-43385288956_100500/;La Paz (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;65 m²;Vohome propiedades vende en exclusiva esta vivienda en una 6ª planta en frente del centro comercial la vaguada y a unos pasos de l...;40.479128916;-3.703982807;2 habs.;6ª planta
750.000 €;Piso en calle de Arturo Soria;/comprar/piso-costillares-34262771904_103800/;Costillares (Distrito Ciudad Lineal. Madrid Capital);3 baños;163 m²;"Cornejo inmuebles ofrece piso en el pinar de chamartín, con una superficie útil de 142m². 
Muy luminoso por su orientación este y ...";40.4790255;-3.6679731;4 habs.;11ª planta
125.000 €;Piso en San Diego;/comprar/piso-san_diego28018-40834196820_100200/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;57 m²;Con ascensor. Para entrar a vivir. Aire acondicionado en el salón. A tan solo pasos de la renfe de asamblea de madrid - entrevías....;40.3821805;-3.6670732;2 habs.;
1.720.282 €;Piso en calle de Amorós, 11;/comprar/piso-guindalera28028-4009100684_109700/;Guindalera (Distrito Salamanca. Madrid Capital);4 baños;340 m²;Bajo. Piso en una finca de obra nueva de 340 m² de superficie construida y emplazado en la zona de madrid capital, posicionado en ...;40.4348865;-3.6689921;3 habs.;Bajo
145.000 €;Piso en Moscardó;/comprar/piso-moscardo28026-41684651391_100200/;Moscardó (Distrito Usera. Madrid Capital);1 baño;62 m²;Agencia inmobiliaria de madrid - zona usera - moscardo - plaza eliptica vende vivienda en la calle marcelo usera compuesta por 2 d...;40.3854331;-3.7143332;2 habs.;
A consultar;Piso en calle de Aquitania,  s/n;/comprar/piso-arcos28032-2995548301_109700/;Arcos (Distrito San Blas. Madrid Capital);1 baño;69 m²;Piso en una finca de obra nueva de 69 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta 5. Está dispuesto en 1 habitación, 1 baño completo y terraza. Cuenta como extras ascensor.;40,4197391;-3,6159599;1 hab.;5ª planta
160.000 €;Piso en Palomeras Bajas;/comprar/piso-palomeras_bajas28018-42514837884_100200/;Palomeras Bajas (Distrito Puente de Vallecas. Madrid Capital);1 baño;66 m²;Agencia inmobiliaria de madrid - zona vallecas - portazgo - buenos aires - oficina tecnocasa vende piso de 66 m² distribuidos en: ...;40.3910305;-3.6572297;3 habs.;5ª planta
235.000 €;Piso en calle de Sierra Elvira;/comprar/piso-numancia28038-40836751669_100500/;Numancia (Distrito Puente de Vallecas. Madrid Capital);2 baños;75 m²;"Inmobiliaria santa eugenia vohome  vende

Vivienda en el barrio de numancia, compuesto por 3 dormitorios , el principal cuenta con...";40.405093443;-3.66157849;3 habs.;2ª planta
115.000 €;Piso en calle del Puerto del Bruch;/comprar/piso-villa_de_vallecas_santa_eugenia28031-30060272857_100500/;Santa Eugenia (Distrito Villa de Vallecas. Madrid Capital);1 baño;58 m²;"Inmobiliaria santa eugenia vohome vende

Vivienda en villa de vallecas con trastero incluido, consta de 3 dormitorios, salón con a...";40.3820092;-3.6186345;3 habs.;3ª planta
998.000 €;Casa pareada en Ciudad Universitaria;/comprar/casa_pareada-ciudad_universitaria28035-40902210646_100200/;Ciudad Universitaria (Distrito Moncloa-Aravaca. Madrid Capital);4 baños;280 m²;"'tecnocasa puerta de hierro (registro de agentes profesionales inmobiliarios; rain nº00306/18) 'protección de consumidores y usuar...";40.462579173;-3.719580561;5 habs.;
325.000 €;Piso en Embajadores-Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-35087432260_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);;74 m²;Agencia inmobiliaria de madrid zona lavapies – embajadores – tirso de molina tecnocasa estudio real de lavapies sl vende piso turi...;40.4071674;-3.7022364;3 habs.;
168.000 €;Piso en Palomeras Sureste;/comprar/piso-palomeras_sureste28018-42502952913_100200/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);1 baño;77 m²;"Agencia inmobiliaria de madrid zona palomeras tecnocasa oficina villalobos slu

Vende piso exterior para entrar a vivir de 77m².

...";40.3792586;-3.650915;3 habs.;
995.000 €;Casa pareada en Peñagrande;/comprar/casa_pareada-penagrande28035-41728470898_100200/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);4 baños;375 m²;"Agencia inmobiliaria de madrid - zona avenida de la ilustración - barrio del pilar - peñagrande - oficina tecnocasa.
Se vende: esp...";40.4836673;-3.7346051;5 habs.;
225.000 €;Piso en Pilar;/comprar/piso-pilar28029-43348888364_100200/;Pilar (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;59 m²;Estupenda vivienda con mucha luz natural, compuesta de 2 dormitorios, salón, cocina, cuarto de baño y terraza, ascensor y portero ...;40.4768178;-3.7060082;2 habs.;
550.000 €;Ático en calle del Trole;/comprar/atico-palomeras_sureste28031-42529865857_100500/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);2 baños;118 m²;"Inmobiliaria santa eugenia vohome vende 

Precioso ático en el barrio de palomeras con plaza de garaje incluida en el precio, cons...";40.3815005;-3.6340986;3 habs.;
299.000 €;Piso en calle de Juan Álvarez Mendizábal;/comprar/piso-moncloa_aravaca_arguelles28008-40847444882_100500/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;45 m²;"""encanto urbano con patio secreto""

Ubicado estratégicamente en una tranquila calle del centro, este piso en bajo interior ofrece ...";40.4290321;-3.7189482;1 hab.;
162.000 €;Piso en Moscardó;/comprar/piso-moscardo28026-42569535516_100200/;Moscardó (Distrito Usera. Madrid Capital);1 baño;55 m²;"Agencia inmobiliaria de madrid - zona usera - moscardo - plaza elíptica
Alquila vivienda en paseo santa maría de la cabeza compues...";40.3874489;-3.7136252;2 habs.;6ª planta
195.000 €;Piso en Plaza de San Jaime;/comprar/piso-casco_historico_de_vallecas28031-42526623471_100200/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);2 baños;102 m²;'inmobiliaria tecnocasa villa de vallecas, madrid, vallecas vende' estupendo piso de 1996 con ascensor, y trastero en plaza san ja...;40.3805938;-3.6251996;3 habs.;3ª planta
255.000 €;Piso en Comillas;/comprar/piso-carabanchel_comillas28019-36728992187_100200/;Comillas (Distrito Carabanchel. Madrid Capital);1 baño;78 m²;"Agencia inmobiliaria de madrid, zona marques de vadillo - general ricardos, oficina tecnocasa.
Vende estupenda vivienda muy lumino...";40.396031;-3.7142532;3 habs.;1ª planta
185.000 €;Piso en Peñagrande;/comprar/piso-penagrande28035-42500416442_100200/;Peñagrande (Distrito Fuencarral-El Pardo. Madrid Capital);1 baño;68 m²;Estudio herrera oria sl - agencia inmobiliaria tecnocasa de madrid, inscritos en el (registro de agentes profesionales inmobiliari...;40.4821784;-3.7197051;2 habs.;
309.000 €;Casa adosada en calle Ntra Señora de Valvanera;/comprar/casa_adosada-latina_carmenes28047-42590537197_100500/;Cármenes (Distrito Latina. Madrid Capital);2 baños;120 m²;"Vivienda unifamiliar adosada en el distrito de latina, av. Ntra. Sra. De valvanera.

Vivienda de dos plantas, en la planta baja pr...";40.3946123;-3.7411608;2 habs.;
165.000 €;Piso en Buenavista;/comprar/piso-carabanchel_buenavista28044-43355577687_100200/;Buenavista (Distrito Carabanchel. Madrid Capital);1 baño;77 m²;Agencia inmobiliaria de madrid - zona carabanchel alto vende piso de 3 dormitorios, salón, cocina, baño y 2 terrazas en la calle r...;40.3720389;-3.7560759;3 habs.;
230.000 €;Piso en Las Águilas;/comprar/piso-las_aguilas28024-42507980955_100200/;Las Águilas (Distrito Latina. Madrid Capital);2 baños;80 m²;Agencia inmobiliaria de madrid zona aviación española cuatro vientos tecnocasa vende piso en parque europa frente al metro de avia...;40.452027727;-3.690126474;2 habs.;2ª planta
315.000 €;Piso en Embajadores-Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-40871629146_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;65 m²;Agencia inmobiliaria de madrid zona lavapies - embajadores - tirso de molina tecnocasa estudio real de lavapies sl vende piso exte...;40.4063153;-3.7014833;2 habs.;3ª planta
295.000 €;Piso en calle del Camino Viejo de Leganés;/comprar/piso-abrantes28025-40875472397_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);2 baños;106 m²;"Agencia inmobiliaria de madrid - zona carabanchel - camino viejo de leganes - plaza elíptica - abrantes
Vende vivienda situada en ...";40.3837938;-3.7293148;3 habs.;
135.000 €;Piso en Puente de Vallecas;/comprar/piso-san_diego28053-16741841256_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;55 m²;Biba home vende directamente la propiedad, sin intermediarios. Piso zona vallecas avd. San diego-entrevías. Perfecta ubicación ya ...;40.3869163;-3.669533;2 habs.;2ª planta
2.950.000 €;Piso en calle de Padilla;/comprar/piso-salamanca_castellana28001-43357143549_100500/;Castellana (Distrito Salamanca. Madrid Capital);5 baños;363 m²;"¡Descubre la esencia del lujo, más que un hogar!

Ubicado en una de las zonas más prestigiosas y vibrantes de madrid, este especta...";40.4316393;-3.6813861;4 habs.;
165.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28025-40901703688_100200/;Vista Alegre (Distrito Carabanchel. Madrid Capital);1 baño;83 m²;"Agencia inmobiliaria de madrid - zona gomez ulla - fatima - vistalegre.
Oficina tecnocasa vende: piso en paseo de marcelino camach...";40.3872264;-3.7432938;2 habs.;2ª planta
269.000 €;Piso en calle de Gandía;/comprar/piso-adelfas28007-41757716558_993066/;Adelfas (Distrito Retiro. Madrid Capital);1 baño;65 m²;Redpiso pacifico ofrece en venta piso de dos dormitorios en calle gandia. Distribuido en cocina independiente, salón de paso, dos ...;40.398078;-3.6707995;2 habs.;4ª planta
275.000 €;Piso en Ventas;/comprar/piso-ventas28017-42563207485_100200/;Ventas (Distrito Ciudad Lineal. Madrid Capital);1 baño;81 m²;"''agencia inmobiliaria de madrid - zona el carmen - ricardo ortiz - san marcelo - cuidad lineal vende:

Se vende excelente viviend...";40.4259081;-3.6577597;3 habs.;7ª planta
340.000 €;Piso en Estrella;/comprar/piso-retiro_estrella28007-39168266626_100200/;Estrella (Distrito Retiro. Madrid Capital);1 baño;86 m²;"Agencia inmobiliaria de madrid – zona estrella – retiro – vende – piso – tecnocasa – hipoteca – alquiler – perseo

Tecnocasa estre...";40.4071472;-3.6672388;3 habs.;1ª planta
574.900 €;Ático en calle C. Rafael de León & Av. de Las Suertes;/comprar/atico-casco_historico_de_vallecas28051-39197278008_991481/;Casco Histórico de Vallecas (Distrito Villa de Vallecas. Madrid Capital);2 baños;168 m²;Residencial quinta avenida es un proyecto en desarrollo y con las obras muy avanzadas. Solo quedan 3 viviendas de 3 dormitorios y ...;40.371496355;-3.615014757;3 habs.;
159.000 €;Piso en calle de Antonio Velasco Zazo;/comprar/piso-usera_pradolongo28026-34240112626_510708/;Pradolongo (Distrito Usera. Madrid Capital);1 baño;64 m²;Redpiso nuevo plaza eliptica vende bonito piso luminoso en la zona de pradolongo la vivienda cuenta con 2 dormitorios, salón con a...;40.3810843;-3.7058013;2 habs.;2ª planta
240.000 €;Piso en Valdezarza;/comprar/piso-valdezarza28039-42586242408_100200/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 baño;72 m²;¡Excelente oportunidad en el distrito de moncloa! Este piso en venta se encuentra en el barrio de valdezarza, en la calle valldemo...;40.4654503;-3.7110668;3 habs.;3ª planta
219.000 €;Piso en calle Real de Arganda;/comprar/piso-ensanche_de_vallecas_valdecarros28031-33426962687_100500/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);1 baño;76 m²;"Inmobiliaria santa eugenia vohome vende

Vivienda exterior en primera planta con trastero incluido en el precio, consta de 2 dormi...";40.3790943;-3.611615874;2 habs.;1ª planta
195.000 €;Piso en Embajadores-Lavapiés;/comprar/piso-centro_embajadores_lavapies28012-39179437332_100200/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 baño;36 m²;"Agencia inmobiliaria de madrid zona antón martín - lavapiés - las cortes - reina sofía oficina tecnocasa

¡Oportunidad en exclusiv...";40.4096707;-3.6981989;1 hab.;
918.000 €;Piso en calle del Marqués de Ahumada, 5;/comprar/piso-guindalera28028-4092775078_109700/;Guindalera (Distrito Salamanca. Madrid Capital);2 baños;222 m²;3º F. Piso en un inmueble de obra nueva de 222 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 3. Está estructurado en 3 habitaciones y 2 baños completos. Aporta como extras ascensor, garaje y trastero.;40,4364267;-3,6692407;3 habs.;3ª planta
140.000 €;Piso en calle de la Grandeza Española;/comprar/piso-puerta_del_angel-40835430899_100200/;Puerta del Ángel (Distrito Latina. Madrid Capital);1 baño;38 m²;"Tecnocasa estudio paseo jesuitas s. L.
Vende:
Oportunidad: piso de dos dormitorios, un baño. El piso tiene 38 metros construidos y...";40.4108379;-3.7335446;1 hab.;
130.000 €;Piso en Zofío;/comprar/piso-zofio28026-40896286439_100200/;Zofío (Distrito Usera. Madrid Capital);1 baño;64 m²;Tecnocasa estudio zofio sl vende estupenda vivienda de 64 metros cuadrados construidos, tres habitaciones, baño, salón y cocina. I...;40.3797351;-3.7142938;3 habs.;
129.000 €;Piso en San Fermín;/comprar/piso-san_fermin-43398356873_100200/;San Fermín (Distrito Usera. Madrid Capital);1 baño;58 m²;"Tecnocasa san fermín vende en exclusiva vivienda de 59m² construidos completamente exterior en el barrio.

La vivienda se encuentr...";40.373771625;-3.689141776;3 habs.;3ª planta
150.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28025-34228219481_100200/;Vista Alegre (Distrito Carabanchel. Madrid Capital);1 baño;52 m²;"Agencia inmobiliaria de madrid - zona gomez ulla - fatima - vistalegre.
Oficina tecnocasa vende: piso en paseo de marcelino camach...";40.3870863;-3.7436132;2 habs.;1ª planta
167.000 €;Piso en calle de Palomeras;/comprar/piso-san_diego28053-42562530113_100500/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;63 m²;"¡Increíble oportunidad en madrid!

Este encantador piso de tres dormitorios está esperando por ti. Situado en una finca con ascens...";40.3901912;-3.6695886;2 habs.;2ª planta
126.000 €;Piso en San Diego;/comprar/piso-san_diego28053-38357635162_100200/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;72 m²;"Agencia inmobiliaria de madrid - vallecas - área san diego vende piso exterior y muy luminoso en calle josé serrano.
Reservado

Es...";40.386487;-3.6697325;3 habs.;
150.000 €;Piso en calle del Pelícano;/comprar/piso-abrantes28025-40039093960_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;79 m²;"Agencia inmobiliaria de madrid - zona carabanchel - camino viejo de leganes - plaza elíptica - abrantes
Vende vivienda situada en ...";40.383794;-3.7281132;3 habs.;
139.900 €;Piso en calle de Francisco Paino;/comprar/piso-abrantes28025-40091858817_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);1 baño;68 m²;"Agencia inmobiliaria de madrid - zona carabanchel - camino viejo de leganes - plaza elíptica - abrantes
Vende vivienda situada en ...";40.3820385;-3.7289941;3 habs.;
422.926 €;Piso en calle de Andrés Antón;/comprar/piso-ventas28017-41730371524_993362/;Ventas (Distrito Ciudad Lineal. Madrid Capital);2 baños;124 m²;¡Bienvenido a tu nuevo hogar! Este piso en venta está ubicado en una zona privilegiada, cercana a comercios, colegios, zonas verde...;40.4285698;-3.6518589;2 habs.;3ª planta
160.000 €;Piso en calle del Monte Naranco;/comprar/piso-san_diego28053-42542173667_993066/;San Diego (Distrito Puente de Vallecas. Madrid Capital);1 baño;65 m²;Redpiso vende en la calle monte naranco, vivienda exterior con terrazas privadas en un ático. Distribuido en un dormitorio, baño, ...;40.3907349;-3.6681705;1 hab.;3ª planta
228.900 €;Piso en Rejas;/comprar/piso-rejas28022-37532040182_101000/;Rejas (Distrito San Blas. Madrid Capital);1 baño;65 m²;"Alfa inmobiliaria vende en exclusiva este inmueble en urbanizacion de lujo en pleno centro de madrid ! 
Trato directo con la propi...";40.445018548;-3.587350438;1 hab.;
442.000 €;Piso en calle Orense;/comprar/piso-tetuan_cuatro_caminos28020-40878514504_514900/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);1 baño;70 m²;"Ezan pone a la venta un piso localizado en el corazón de madrid, en el barrio de azca.

Oportunidad de inversión: inmueble procede...";40.4503218;-3.6954243;1 hab.;6ª planta
115.000 €;Piso en Avenida de Hellín;/comprar/piso-san_blas_hellin28037-36730759789_100200/;Hellín (Distrito San Blas. Madrid Capital);1 baño;53 m²;'tecnocasa 'estudio hellín-las musas 2020 s. L. ' vende inmueble de 53 metros cuadrados construidos en la zona de hellín, san blas...;40.4303872;-3.6160206;2 habs.;
