precio;sub_descr;href;ubicacion;mt2;planta;otros;latitude;longitude;habitaciones;banios
849.000 €;Piso en calle de Barbieri;/comprar/piso-justicia_chueca28004-40879741430_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);111 m²;2ª planta;Walter haus presenta esta magnífica propiedad interior, situada en el codiciado barrio de justicia en madrid, en una finca clásica...;40.421412;-3.6981319;3 habs.;3 baños
859.000 €;Piso en Universidad-Malasaña;/comprar/piso-universidad_malasana28004-25051904305_108500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);99 m²;;Se distribuye en 3 habitaciones, con 3 baños, salón y cocina equipada. Se vende totalmente amueblado. Ideal para vivir o rentabili...;40.4241131;-3.7065387;3 habs.;3 baños
760.000 €;Piso en Gaztambide;/comprar/piso-gaztambide28015-41688295731_105100/;Gaztambide (Distrito Chamberí. Madrid Capital);148 m²;3ª planta;Vivienda 2 presenta en exclusiva esta espectacular vivienda, en la prestigiosa calle hilarión eslava, en el codiciado barrio de ga...;40.436357;-3.7164597;4 habs.;2 baños
440.000 €;Piso en calle de San Bernardo, 38;/comprar/piso-universidad_malasana28015-37557981004_994129/;Universidad-Malasaña (Distrito Centro. Madrid Capital);58 m²;3ª planta;"Remax alpha pone a la venta un exclusivo apartamento en el centro de madrid. Completamente reformado, a estrenar. 
Situado en la c...";40.423913406302525;-3.707392093325471;1 hab.;1 baño
549.000 €;Piso en Cuatro Caminos;/comprar/piso-tetuan_cuatro_caminos28020-40917566100_102100/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);109 m²;;Gilmar consulting inmobiliario castellana-orense vende espectacular vivienda, en la calle edgar neville, en zona de cuatro caminos...;40.4586286;-3.7002308;2 habs.;2 baños
289.000 €;Piso en Cortes;/comprar/piso-cortes_huertas28014-39213650839_105100/;Cortes-Huertas (Distrito Centro. Madrid Capital);35 m²;2ª planta;Vivienda2 presenta este maravilloso piso totalmente reformado en la calle moratin, en el fabuloso barrio de las letras . Con un pr...;40.412505;-3.6964749;1 hab.;1 baño
170.000 €;Piso en calle de San Cipriano;/comprar/piso-vicalvaro_ambroz28032-40858616693_992736/;Ambroz (Distrito Vicálvaro. Madrid Capital);76 m²;2ª planta;Redpiso vicálvaro vende en exclusiva segunda planta en calle san cipriano. Consta de 65m², 3 dormitorios, salón luminoso, cocina, ...;40.4043237;-3.603349;3 habs.;1 baño
3.100.000 €;Piso en calle Jorge Juan;/comprar/piso-goya28001-40020217728_101800/;Goya (Distrito Salamanca. Madrid Capital);395 m²;9ª planta;Walter haus tiene el placer de presentar este extraordinario ático ubicado en una finca representativa sin barreras arquitectónica...;40.423659;-3.6793154;4 habs.;4 baños
268.000 €;Dúplex en Virgen del Cortijo-Manoteras;/comprar/duplex-fuencarral_el_pardo_las_tablas28050-42567556583_102100/;Las Tablas (Distrito Fuencarral-El Pardo. Madrid Capital);66 m²;;Dúplex en virgen del cortijo-manoteras de 107 m², 2 dormitorios, 1 baño, exterior, mucha, orientación este, 1 plaza de garaje  car...;40.4985278;-3.666305;2 habs.;1 baño
719.000 €;Piso en Junto Al Parque del Retiro.;/comprar/piso-goya28009-41676466583_109100/;Goya (Distrito Salamanca. Madrid Capital);71 m²;2ª planta;Salamanca - goya, se vende vivienda con reforma a estrenar y completamente amueblada situada en la segunda planta de un edificio d...;40.4221203;-3.6773409;2 habs.;2 baños
859.000 €;Piso en Carrera San Jerónimo;/comprar/piso-sol_barrio28014-40905541123_101800/;Sol (Distrito Centro. Madrid Capital);88 m²;2ª planta;Walter haus presenta esta magnífica propiedad exterior ubicada en pleno corazón de madrid, en una finca clásica a unos metros de l...;40.4166222;-3.7020816;2 habs.;2 baños
1.345.000 €;Piso en calle de Hernán Cortés;/comprar/piso-justicia_chueca28004-40075706230_996542/;Justicia-Chueca (Distrito Centro. Madrid Capital);156 m²;Bajo;Diplomatic real estate ofrece extraordinario piso reformado de 156m² a estrenar en pleno barrio de chueca-justicia. En magnifica u...;40.4233488;-3.6997731;3 habs.;2 baños
185.000 €;Estudio en calle de Bustamante;/comprar/estudio-arganzuela_delicias-42584509502_100500/;Delicias (Distrito Arganzuela. Madrid Capital);35 m²;;"¡¡¡¡¡ No cobramos honorarios al comprador !!!!!!!

¡¡¡¡¡¡ Podemos ayudarte a conseguir las mejores condiciones de financiación!!!!...";40.4008314;-3.6919166;;1 baño
250.000 €;Piso en calle de Antonio López;/comprar/piso-abrantes28019-34191306331_524865/;Abrantes (Distrito Carabanchel. Madrid Capital);65 m²;1ª planta;Vivienda alquilada. La vivienda se encuentra totalmente reformada, se distribuye en cocina, baño independiente, y dos dormitorios....;40.3946058;-3.7094564;2 habs.;1 baño
3.990.000 €;Piso en calle de Padilla;/comprar/piso-salamanca_castellana28006-41733230477_996542/;Castellana (Distrito Salamanca. Madrid Capital);270 m²;5ª planta;"Diplomatic real estate ofrece magnífico piso con techos altos con molduras y gran luminosidad.
Edifcio rehabilitado de 1950 con po...";40.4313238;-3.6808359;4 habs.;5 baños
145.000 €;Piso en calle del Chimbo;/comprar/piso-abrantes28025-41751793462_100200/;Abrantes (Distrito Carabanchel. Madrid Capital);78 m²;;"Agencia inmobiliaria de madrid - zona carabanchel - camino viejo de leganes - plaza elíptica - abrantes
Vende vivienda de 78m² sit...";40.3820906;-3.7274233;3 habs.;1 baño
165.000 €;Piso en Numancia;/comprar/piso-numancia28038-40835253598_100200/;Numancia (Distrito Puente de Vallecas. Madrid Capital);79 m²;;"Agencia inmobiliaria de madrid, zona puente de vallecas, numancia tecnocasa oficina vallecas sl
Actualmente alquilado en 750€
En v...";40.3937355;-3.6602176;2 habs.;1 baño
2.800.000 €;Piso en calle de García de Paredes;/comprar/piso-chamberi_almagro28010-35923084131_996542/;Almagro (Distrito Chamberí. Madrid Capital);480 m²;1ª planta;"Diplomatic real estate ofrece piso de más de 400 m². , segregbles con terraza privativa de 50 m², . En chamberí
Gran salón comedor...";40.4367073;-3.6927545;6 habs.;4 baños
1.350.000 €;Piso en Gaztambide;/comprar/piso-gaztambide28015-40097728440_100200/;Gaztambide (Distrito Chamberí. Madrid Capital);268 m²;2ª planta;"Inmobiliaria en chamberí, gaztambide - tecnocasa

Estudio gaztambide sl tu inmobiliaria en la zona chamberí, gaztambide, madrid.

...";40.4301418;-3.7133152;;2 baños
525.000 €;Piso en calle de Orión;/comprar/piso-casco_historico_de_barajas-41708956191_100500/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);147 m²;2ª planta;"Vohome propiedades barajas vende espectacular vivienda en urbanización.

¿Busca una vivienda de calidad, una vivienda cómoda, una ...";40.4760336;-3.579319;4 habs.;2 baños
435.000 €;Dúplex en Virgen del Cortijo-Manoteras;/comprar/duplex-sanchinarro28050-41744021364_102100/;Sanchinarro (Distrito Hortaleza. Madrid Capital);70 m²;;Dúplex en virgen del cortijo-manoteras de 70 m², 1 dormitorio, 1 baño, cocina, terraza de 6157,00 metros, exterior, mucha, orienta...;40.5012823;-3.6580883;1 hab.;1 baño
1.349.000 €;Piso en calle Quintana;/comprar/piso-moncloa_aravaca_arguelles28008-40061456671_524671/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);183 m²;Bajo;Studios y proyectos madrid vende piso reformado y amueblado en argüelles - rosales de 183m², 3 dormitorios, 3 baños y portero físi...;40.4270566;-3.7189852;3 habs.;3 baños
420.000 €;Piso en Embajadores;/comprar/piso-centro_embajadores_lavapies28012-35052115252_102100/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);67 m²;;Gilmar consulting inmobiliario arganzuela/embajadores te ofrece esta magnifica vivienda de nueva construcción para entregar a fina...;40.4156564;-3.7031168;1 hab.;1 baño
355.000 €;Chalet adosado en San Diego;/comprar/chalet_adosado-puente_de_vallecas_entrevias28053-39204140863_102100/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);183 m²;;Chalet adosado en san diego de 183 m² en parcela de 106 m² repartido en 2 plantas. Se encuentra en una muy buena zona cerca de la ...;40.3771018;-3.662048;;
2.300.000 €;Chalet pareado en Fuente del Berro;/comprar/chalet_pareado-guindalera28028-39177742662_102100/;Guindalera (Distrito Salamanca. Madrid Capital);340 m²;;Chalet pareado en fuente del berro de 340 m², en parcela de 182 m² repartido en 5 plantas. Cuenta con 5 dormitorios,5 baños,2 salo...;40.4339998;-3.6682245;5 habs.;5 baños
345.000 €;Piso en Vista Alegre;/comprar/piso-carabanchel_vista_alegre28047-42597410639_101800/;Vista Alegre (Distrito Carabanchel. Madrid Capital);128 m²;2ª planta;"Piso totalmente exterior con terraza y ascensor en av. Nuestra señora de fátima, vista alegre.
Consta de 128m² construidos distrib...";40.3828136;-3.7470507;4 habs.;2 baños
2.720.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39185454851_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);565 m²;;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 757, superficie construida ...;40.4867359;-3.7276959;6 habs.;7 baños
614.000 €;Piso en Las Tablas;/comprar/piso-sanchinarro28050-42517389135_102100/;Sanchinarro (Distrito Hortaleza. Madrid Capital);120 m²;;¡No pierdas la oportunidad de vivir en este espectacular piso de tres dormitorios en la planta sexta! Con una orientación sur, dis...;40.4967486;-3.6675875;3 habs.;2 baños
995.000 €;Piso en Zona Salamanca-Lista.;/comprar/piso-lista_barrio28006-40054548943_109100/;Lista (Distrito Salamanca. Madrid Capital);98 m²;1ª planta;Salamanca - lista, se vende vivienda exterior con reforma a estrenar y completamente amueblada situada en la primera planta de un ...;40.4295857;-3.6735977;2 habs.;2 baños
3.950.000 €;Piso en calle de Génova;/comprar/piso-chamberi_almagro28004-39208031169_524671/;Almagro (Distrito Chamberí. Madrid Capital);305 m²;5ª planta;Studios y proyectos madrid, comercializa esta espectacular vivienda en una zona muy privilegiada, la vivienda esta con una reforma...;40.4258968;-3.6926182;4 habs.;5 baños
158.000 €;Estudio en calle del El Toboso, 105;/comprar/estudio-carabanchel_san_isidro28019-3787102807_109700/;San Isidro (Distrito Carabanchel. Madrid Capital);46 m²;;V03, 1º C. Estudio en un edificio de obra nueva de 46 m2 de superficie construida y ubicado en la zona de Madrid Capital, enclavado en planta 1. Está distribuido en 1 baño . Incluye extras como ascensor, garaje.;40,3931731;-3,7350976;;
560.000 €;Piso en Palacio;/comprar/piso-centro_palacio28005-42556959653_101800/;Palacio (Distrito Centro. Madrid Capital);89 m²;4ª planta;"Oportunidad piso exterior. Encantador piso en venta en la codiciada calle toledo.
Cuenta con una superficie de 89 metros cuadrados...";40.4080333;-3.7120954;3 habs.;1 baño
1.075.000 €;Piso en Muy Cerca de La calle Ponzano;/comprar/piso-rios_rosas28003-40885709369_109100/;Ríos Rosas (Distrito Chamberí. Madrid Capital);121 m²;2ª planta;Donpiso retiro vende piso reformado a estrenar en el barrio de ponzano.  Este piso es una atractiva opción de vivienda que ofrece ...;40.4386119;-3.6999008;;
2.990.000 €;Chalet en Fuentelarreina;/comprar/chalet-fuentelarreina28035-41737565620_100500/;Fuentelarreina (Distrito Fuencarral-El Pardo. Madrid Capital);752 m²;;Hay casas que invitan a vivir sueños, los sueños que no nos atrevemos a contar pero que a veces se hacen realidad. Y éste es el ca...;40.4760931;-3.7435609;6 habs.;6 baños
170.000 €;Piso en Puerta del Ángel;/comprar/piso-puerta_del_angel-42525631368_108900/;Puerta del Ángel (Distrito Latina. Madrid Capital);69 m²;;El hogar que buscas en puerta del ángel en madrid es este:  un bajo exterior en buen estado para entrar a vivir, cuenta con salón,...;40.406376;-3.737943;3 habs.;1 baño
886.000 €;Piso en Arapiles;/comprar/piso-chamberi_arapiles28015-37547891245_521707/;Arapiles (Distrito Chamberí. Madrid Capital);160 m²;3ª planta;Monteriver vende piso para reforma integral, exterior, amplias estancias, techos altos, cuatro habitaciones, más habitación auxili...;40.4331465;-3.7052852;4 habs.;2 baños
2.950.000 €;Piso en Lista;/comprar/piso-lista_barrio28006-41728798221_108500/;Lista (Distrito Salamanca. Madrid Capital);345 m²;;Precioso piso de 345 mt.2 con 2 plazas de garaje en finca, ubicado en un edificio emblemático del año 1949, con un señorial hall d...;40.4323348;-3.6768332;5 habs.;3 baños
330.000 €;Dúplex en calle de Isaac Peral;/comprar/duplex-gaztambide28015-35035949285_100500/;Gaztambide (Distrito Chamberí. Madrid Capital);75 m²;;"Salesline pone a la venta estupendo loft con uso industrial a 3 alturas, semi esquina con plaza de cristo rey. 
Loft super silenci...";40.4370322;-3.7178234;1 hab.;1 baño
3.450.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28003-19198209719_101800/;Almagro (Distrito Chamberí. Madrid Capital);290 m²;8ª planta;"Fantástico piso a estrenar en almagro

Fabuloso inmueble en una de las calles mas emblemáticas de almagro. Edificación moderna ter...";40.4380264;-3.6942323;4 habs.;4 baños
380.000 €;Piso en calle de Cáceres;/comprar/piso-arganzuela_delicias-42503094714_513837/;Delicias (Distrito Arganzuela. Madrid Capital);83 m²;1ª planta;Inmoiberica vende en exclusiva piso sito en madrid, calle cáceres (junto a la parada de metro de delicias). Ubicado en una zona pr...;40.3985997;-3.6971661;4 habs.;2 baños
140.000 €;Piso en Los Rosales;/comprar/piso-villaverde_los_rosales28021-41751728996_101000/;Los Rosales (Distrito Villaverde. Madrid Capital);71 m²;;Este piso en villaverde representa una oportunidad inmejorable, perfectamente situado para aquellos que valoran la comodidad y la ...;40.3488932;-3.6893547;3 habs.;1 baño
1.380.000 €;Ático en Castellana-Orense;/comprar/atico-nueva_espana28046-40861847893_102100/;Nueva España (Distrito Chamartín. Madrid Capital);205 m²;;Gilmar consulting inmobiliario castellana-orense (915830333) pone a la venta este ático en el paseo de la castellana. Luminosidad,...;40.4995437;-3.6899882;3 habs.;3 baños
161.000 €;Piso en calle;/comprar/piso-latina_carmenes28011-42513082196_107700/;Cármenes (Distrito Latina. Madrid Capital);270 m²;;Hipoges iberia comercializa este fantástico piso en planta sótano ubicado en san isidro (madrid), cuenta con una superficie de 270...;40.404914855957;-3.72428727149963;3 habs.;2 baños
439.000 €;Ático en Avenida de la Gran Vía del Sureste;/comprar/atico-ensanche_de_vallecas_valdecarros28051-42515123102_109300/;Ensanche de Vallecas-Valdecarros (Distrito Villa de Vallecas. Madrid Capital);121 m²;;"Inmobiliaria kronox vende en exclusiva magnifico ático de 121 m², en una de las mejores zonas del ensanche de vallecas.
Se distrib...";40.362129639;-3.589452172;2 habs.;2 baños
445.000 €;Loft en Paseo de la Habana;/comprar/loft-chamartin_el_viso28036-99253214739_996542/;El Viso (Distrito Chamartín. Madrid Capital);60 m²;;"Loft en paseo de la habana en espacio único. 
Reforma a estrenar con diesño moderno, el dormitorio tiene una cama de matrimonio ex...";40.4485843;-3.6892848;;1 baño
307.700 €;Estudio en calle de la Caridad,  s/n;/comprar/estudio-retiro_pacifico28007-4273815571_109700/;Pacífico (Distrito Retiro. Madrid Capital);58 m²;;Escalera 1, bajo a. Estudio en una finca de obra nueva de 58 m² de superficie construida y emplazado en la zona de madrid capital,...;40.4021767;-3.6751904;;1 baño
919.000 €;Piso en Entre La Puerta del Sol y Gran Vía.;/comprar/piso-sol_barrio28013-41717514101_109100/;Sol (Distrito Centro. Madrid Capital);112 m²;3ª planta;Centro - sol, se vende vivienda con reforma a estrenar y completamente amueblada situada en la tercera planta de un edificio de ci...;40.4182411;-3.702379;3 habs.;3 baños
339.000 €;Piso en calle de Santa Lucía;/comprar/piso-universidad_malasana28004-37541872823_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);73 m²;2ª planta;Extra inmobiliaria presenta esta oportunidad única en el distrito centro de madrid, en el barrio de  malasaña, a 100m de la plaza ...;40.4254839;-3.705042;2 habs.;2 baños
235.000 €;Dúplex en Tetuán;/comprar/duplex-valdezarza28039-42538476118_102100/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);50 m²;;Gilmar consulting inmobiliario castellana-orense, vende en bellas vistas, espectacular dúplex de un dormitorio, salón, cocina y ba...;40.4611202;-3.7038552;1 hab.;1 baño
945.000 €;Piso en calle de Alonso Cano;/comprar/piso-rios_rosas28003-39212139705_101800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);159 m²;1ª planta;"Producto de inversión - alquiler garantizado
Preciosa y exclusiva vivienda reformada, amueblada, para entrar a vivir, con el encan...";40.4435039;-3.6974865;3 habs.;2 baños
859.000 €;Piso en Centro-Universidad, Cerca de La Plaza 2 de Mayo.;/comprar/piso-universidad_malasana28004-40019611604_109100/;Universidad-Malasaña (Distrito Centro. Madrid Capital);82 m²;1ª planta;Centro - universidad, se vende vivienda exterior con reforma a estrenar y completamente amueblada situada en la primera planta de ...;40.4268776;-3.702924;3 habs.;3 baños
650.000 €;Piso en calle de la Visitación;/comprar/piso-cortes_huertas28014-38361555512_101800/;Cortes-Huertas (Distrito Centro. Madrid Capital);140 m²;3ª planta;En una de las calles mas emblemáticas del barrio de las letras, edificio con fachada clasica y cuidada. Vivienda para reformar en ...;40.3819971;-3.7016811;6 habs.;1 baño
290.000 €;Piso en calle de Ángel Larra;/comprar/piso-concepcion-40879351727_101800/;Concepción (Distrito Ciudad Lineal. Madrid Capital);68 m²;4ª planta;Oca servicios inmobiliarios les ofrece este fabuloso piso en venta en calle ángel larra, que está en perfecto estado, recientement...;40.4408174;-3.6434527;2 habs.;1 baño
2.835.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-mirasierra_arroyo_del_fresno28034-39246764371_102100/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);565 m²;;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 940, superficie construida ...;40.4887429;-3.689113;6 habs.;7 baños
995.000 €;Piso en calle de Alcántara;/comprar/piso-lista_barrio28006-36689424028_524671/;Lista (Distrito Salamanca. Madrid Capital);110 m²;1ª planta;Studios y proyectos madrid, comercializa esta vivienda totalmente reformada de aproximadamente 110 m², ubicada en la primera plant...;40.430017;-3.6735678;2 habs.;2 baños
890.000 €;Piso en Justicia-Chueca;/comprar/piso-justicia_chueca28004-39211280144_521500/;Justicia-Chueca (Distrito Centro. Madrid Capital);160 m²;3ª planta;"Magnifico piso en barrio justicia chueca!!
El barrio de justicia ofrece una amplia gama de  mercados, restaurantes, boutiques y ba...";40.4204172;-3.6989317;4 habs.;2 baños
799.950 €;Piso en calle;/comprar/piso-salamanca_castellana28006-42589237025_107700/;Castellana (Distrito Salamanca. Madrid Capital);116 m²;;Piso en venta recién reformado en el corazón del barrio de salamanca. La vivienda se encuentra en una finca señorial con portero f...;40.4339149;-3.6820562;3 habs.;3 baños
602.700 €;Piso en Pacífico;/comprar/piso-nino_jesus28007-40883251179_102100/;Niño Jesús (Distrito Retiro. Madrid Capital);103 m²;;Piso con 2 habitaciones y 2 baños, superficie util de 103 metros cuadrados, garaje 1, superficie construida 103, terraza 0,00, tra...;40.4124776;-3.6680306;2 habs.;2 baños
679.000 €;Piso en Esquina Con Las calle Alcántara.;/comprar/piso-lista_barrio28006-41716507477_109100/;Lista (Distrito Salamanca. Madrid Capital);75 m²;2ª planta;Salamanca - lista, se vende vivienda con reforma a estrenar y completamente amueblada en la segunda planta de un edificio de cuatr...;40.4295744;-3.6724166;2 habs.;2 baños
295.000 €;Piso en calle de Carranza;/comprar/piso-universidad_malasana28004-42543513951_514774/;Universidad-Malasaña (Distrito Centro. Madrid Capital);50 m²;4ª planta;Madrinmuebles luxury select, ofrece en venta magnifica vivienda, en el corazon del barrio de trafalgar, esta maravillosa vivienda ...;40.4289517;-3.702902;1 hab.;1 baño
890.000 €;Piso en calle de la Farmacia;/comprar/piso-justicia_chueca28004-41763657311_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);108 m²;2ª planta;Ds realtors comercializa esta segunda planta exterior para entrar a vivir con ascensor en entreplantas en una de las calles mas tr...;40.4238645;-3.6995484;2 habs.;3 baños
1.720.282 €;Piso en calle de Amorós, 11;/comprar/piso-guindalera28028-4009100684_109700/;Guindalera (Distrito Salamanca. Madrid Capital);340 m²;Bajo;Bajo. Piso en una finca de obra nueva de 340 m2 de superficie construida y emplazado en la zona de Madrid Capital, posicionado en planta baja. Está dispuesto en 3 habitaciones, 4 baños completos y terraza. Incluye como acabados chimenea.;40,4348865;-3,6689921;3 habs.;4 baños
449.000 €;Piso en Prosperidad;/comprar/piso-chamartin_prosperidad28002-41751517081_100500/;Prosperidad (Distrito Chamartín. Madrid Capital);64 m²;1ª planta;Agencia inmobiliaria ds realtors le ofrece, sin honorarios de agencia, esta fantástica vivienda en barrio de prosperidad. En calle...;40.4393823;-3.6733612;2 habs.;2 baños
338.000 €;Piso en calle del Amparo;/comprar/piso-centro_embajadores_lavapies28012-42582845656_514774/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);78 m²;1ª planta;Madrinmuebles luxury select ofrece en venta magnifica propiedad exterior, en una primera planta inmejorable ubicación, entre las e...;40.4107839;-3.7040081;3 habs.;1 baño
899.000 €;Piso en Sol;/comprar/piso-sol_barrio28014-39193842844_108500/;Sol (Distrito Centro. Madrid Capital);88 m²;;Grupo gm  ofrece en venta precioso inmueble totalmente reformado este mismo año. Se encuentra ubicado en la segunda planta en carr...;40.4165934;-3.7013806;2 habs.;2 baños
465.000 €;Apartamento en Piso 132M2 Chamartin Cerca M30-Metro D. Pastrana -Bambu;/comprar/apartamento-castilla28036-37536977565_109100/;Castilla (Distrito Chamartín. Madrid Capital);132 m²;3ª planta;. Donpiso presenta. Tu hogar a tu medida. Piso especial para gente independiente ó pareja . ¿Tener el privilegio de vivir en el ce...;40.471378647;-3.673809951;1 hab.;1 baño
1.550.000 €;Piso en Recoletos;/comprar/piso-recoletos28001-34193815777_149200/;Recoletos (Distrito Salamanca. Madrid Capital);124 m²;1ª planta;En esta  finca de 1989 con buen portal y servicio de portaría, rodeado de las tiendas de las firmas más exclusivas y lujosas del m...;40.4215661;-3.6897341;2 habs.;2 baños
3.650.000 €;Apartamento en Almagro;/comprar/apartamento-chamberi_almagro28004-39176357371_106200/;Almagro (Distrito Chamberí. Madrid Capital);304 m²;;Lucas fox presenta este piso único, situado en una de las zonas más cotizadas del barrio de almagro a escasos metros de la cotizad...;40.4260218;-3.6920468;4 habs.;5 baños
850.000 €;Piso en calle de Bravo Murillo;/comprar/piso-trafalgar28015-40069611191_101800/;Trafalgar (Distrito Chamberí. Madrid Capital);118 m²;7ª planta;Walter haus presenta este magnífico ático esquinero, una joya arquitectónica en una de las principales arterias de chamberí. Con d...;40.4358957;-3.7044772;2 habs.;2 baños
2.905.000 €;Chalet pareado en Mirasierra;/comprar/chalet_pareado-fuencarral_el_pardo_valverde28034-39234932468_102100/;Valverde (Distrito Fuencarral-El Pardo. Madrid Capital);565 m²;;Chalet pareado con 6 habitaciones y 7 baños, superficie util de 565 metros cuadrados, superficie solar 753, superficie construida ...;40.4905405;-3.6917822;6 habs.;7 baños
368.000 €;Piso en Adelfas;/comprar/piso-adelfas28007-36760308118_100200/;Adelfas (Distrito Retiro. Madrid Capital);96 m²;2ª planta;Agencia inmobiliaria de madrid – zona adelfas – retiro – avenida ciudad de barcelona - doctor esquerdo - tecnocasa - vende - oport...;40.3996984;-3.67148;;1 baño
2.500.000 €;Piso en El Viso;/comprar/piso-chamartin_el_viso28002-42515595570_100500/;El Viso (Distrito Chamartín. Madrid Capital);463 m²;1ª planta;El viso inmobiliaria ofrece magnífico piso de 463 m²c, completamente exterior, muy luminoso con 4 orientaciones y 2 grandes terraz...;40.4500818;-3.6851815;5 habs.;5 baños
1.179.000 €;Piso en calle de Atocha;/comprar/piso-cortes_huertas28012-41678883487_109300/;Cortes-Huertas (Distrito Centro. Madrid Capital);152 m²;;"De rojas servicios inmobiliarios pone a su disposición el inmueble ubicado en la calle atocha en el barrio de las letras.

La vivi...";40.4104108;-3.6955842;3 habs.;3 baños
299.000 €;Piso en Justicia;/comprar/piso-justicia_chueca28004-41688536411_105100/;Justicia-Chueca (Distrito Centro. Madrid Capital);41 m²;Bajo;"Vivienda2 presenta esta increíble oportunidad en el corazón de madrid: bajo reformado con patio en calle santa brígida 
 
 En una ...";40.4245406;-3.7000603;1 hab.;1 baño
689.000 €;Piso en calle del Caballero de Gracia;/comprar/piso-cortes_huertas28013-37568095128_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);104 m²;2ª planta;Studios y proyectos madrid, presenta esta estupenda propiedad en el corazón de centro. Se encuentra en un edificio de 1905 en buen...;40.4195022;-3.7013335;2 habs.;2 baños
193.000 €;Piso en Pueblo Nuevo;/comprar/piso-ciudad_lineal_pueblo_nuevo28017-29247476542_100500/;Pueblo Nuevo (Distrito Ciudad Lineal. Madrid Capital);61 m²;3ª planta;"Una oportunidad como inversión ya que la propiedad está actualmente en alquiler hasta mayo 2025.

El garaje, aunque está en el mi...";40.4292884;-3.6405203;1 hab.;1 baño
1.750.000 €;Piso en Recoletos;/comprar/piso-tetuan_cuatro_caminos28020-39197939872_102100/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);123 m²;;En plena almendra de recoletos, mejor tramo de jorge juan, tiendas de ropa exclusivas, restaurantes de moda, edificio clásico, señ...;40.4506003;-3.6897221;3 habs.;1 baño
590.000 €;Piso en calle de Hernani;/comprar/piso-tetuan_cuatro_caminos28020-41678680008_511798/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);81 m²;10ª planta;Haro gestion inmobiliaria presenta en exclusiva maravilloso piso listo para entrar a vivir a partir del mes de julio, situado en l...;40.4481675;-3.6965058;2 habs.;2 baños
532.000 €;Piso en calle de las Orquídeas, 1;/comprar/piso-bellas_vistas28039-39226349191_994534/;Bellas Vistas (Distrito Tetuán. Madrid Capital);117 m²;1ª planta;Son viviendas de obra nueva de diseño moderno que se encuentran a pocos meses de su terminación, situados en pleno barrio de tetuá...;40.464083876474504;-3.702738820153732;3 habs.;2 baños
230.000 €;Loft en calle de Santa Leonor;/comprar/loft-san_blas_simancas28022-28391396736_991170/;Simancas (Distrito San Blas. Madrid Capital);72 m²;;"Solo para inversores!!!!!!! Espectacular loft de alto diseño en uno de los mejores edificios de la zona! . 

El loft consta de una...";40.4382364;-3.6319281;;1 baño
175.000 €;Piso en El Pozo;/comprar/piso-puente_de_vallecas_entrevias28053-40908418769_100500/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);115 m²;2ª planta;Magnifica vivienda de grandes dimensiones, 115 metros cuadros, distribuidos en 4 dormitorios bastantes amplios 2 de ellos con arma...;40.3737308;-3.6581814;4 habs.;2 baños
1.250.000 €;Chalet en Avenida de Canillejas a Vicálvaro;/comprar/chalet-san_blas_canillejas28022-5837265323_996542/;Canillejas (Distrito San Blas. Madrid Capital);329 m²;;"Chalet independiente con ascensor a todas las plantas y jardín de 300 m 2. 
Piscina privada, trastero y 2 plazas de garaje con acc...";40.4407089;-3.6154631;4 habs.;4 baños
979.000 €;Piso en calle de Cádiz;/comprar/piso-cortes_huertas28012-39248926911_524671/;Cortes-Huertas (Distrito Centro. Madrid Capital);120 m²;2ª planta;Studios y proyectos madrid comercializa maravilloso inmueble de 115m² de superficie con cuatro habitaciones y cuatro cuartos de ba...;40.4157271;-3.7024717;4 habs.;4 baños
629.000 €;Piso en calle del Barco;/comprar/piso-universidad_malasana28004-42504650549_109300/;Universidad-Malasaña (Distrito Centro. Madrid Capital);74 m²;;"De rojas servicios inmobiliarios pone a su disposición el inmueble ubicado en la calle el barco en pleno corazón de malasaña.

La...";40.4235185;-3.7021534;2 habs.;2 baños
