precio;sub_descr;href;ubicacion;habitaciones;mt2;otros;latitude;longitude;banios;planta
790.000 €;Piso en calle de Cochabamba;/comprar/piso-chamartin_hispanoamerica28016-35020438988_524350/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 habs.;137 m²;"Oasis house les ofrece piso  en hispanoamérica en 1ª planta, con superficie total de de 137 m² y útil de 110 m².
La vivienda const...";40.4559945;-3.6789639;3 baños;1ª planta
950.000 €;Piso en Paseo de la Castellana;/comprar/piso-castillejos28046-28354005805_101800/;Castillejos (Distrito Tetuán. Madrid Capital);3 habs.;120 m²;"Piso en venta exterior reformado en castellana

Piso totalmente reformado que cuenta con 2 balcones con vistas. El edificio fue di...";40.457793;-3.6906761;3 baños;1ª planta
999.000 €;Piso en Plaza de Chueca;/comprar/piso-justicia_chueca28004-39181809474_525909/;Justicia-Chueca (Distrito Centro. Madrid Capital);3 habs.;91 m²;El estudio de arquitectura,ha renovado este inmueble.la ubicación del inmueble es excelente. Cuenta con tres habitaciones, dos de ...;40.4228359;-3.6977326;3 baños;5ª planta
145.000 €;Piso en calle Serafín de Asís, 3;/comprar/piso-latina_aluche28011-96667857089_994129/;Aluche (Distrito Latina. Madrid Capital);2 habs.;64 m²;"""""vive y disfruta del pulmón verde de madrid casa de campo""

Disfruta de la casa de campo a tres paradas del centro de madrid.

""i...";40.406047520679905;-3.7514095422473273;1 baño;Bajo
2.600.000 €;Ático en calle del Abedul;/comprar/atico-nueva_espana28036-40834467086_101800/;Nueva España (Distrito Chamartín. Madrid Capital);4 habs.;486 m²;Esta magnífica  vivienda en pleno barrio de nueva españa, cuenta con  cuatro dormitorios, dos de ellos en suite, tres baños y dos ...;40.4653755;-3.6818396;3 baños;
1.350.000 €;Ático en calle de Ardales;/comprar/atico-fuencarral_el_pardo_el_pardo28023-39191399155_524612/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;271 m²;Inmogil gestión inmobiliaria pone a su disposición precioso ático dúplex totalmente reformado de la prestigiosa y demandada promot...;40.4612256;-3.7825293;4 baños;
3.200.000 €;Piso en calle de Núñez de Balboa;/comprar/piso-salamanca_castellana28006-38377097151_101800/;Castellana (Distrito Salamanca. Madrid Capital);4 habs.;233 m²;Vivienda de 233 metros muy luminosa en planta alta exterior. En proceso de reforma, con techos altos, se entrega a estrenar y amue...;40.4323004;-3.6818526;5 baños;4ª planta
3.000.000 €;Piso en Almagro;/comprar/piso-chamberi_almagro28010-35048607305_524350/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;284 m²;"Oasis house les ofrece este fantástico piso a estrenar en finca clásica en el barrio de almagro.
La vivienda se distribuye en un g...";40.4290275;-3.6953089;5 baños;1ª planta
300.000 €;Piso en calle de Ardemans;/comprar/piso-guindalera28028-34175468591_440000/;Guindalera (Distrito Salamanca. Madrid Capital);2 habs.;59 m²;"Venta de piso abuhardillado en séptima planta, ubicado en guindalera.

 Con una superficie aproximada de 59 m², muy luminoso. 

Se...";40.4353678;-3.6733312;1 baño;7ª planta
163.000 €;Piso en Avenida de Entrevías;/comprar/piso-puente_de_vallecas_entrevias28053-39177861433_100500/;Entrevías (Distrito Puente de Vallecas. Madrid Capital);3 habs.;71 m²;"Expertos en financiación, posible 100%. Estudio previo gratuito con home & credit.
Las mejores condiciones de manera eficaz, segur...";40.3767579;-3.661385;1 baño;Bajo
419.900 €;Ático en Avenida de la Aviación, 34;/comprar/atico-cuatro_vientos28054-3064848220_109700/;Cuatro Vientos (Distrito Latina. Madrid Capital);2 habs.;88 m²;PA Ático B. Ático en un inmueble de obra nueva de 88 m2 de superficie construida y situado en la zona de Madrid Capital. Está estructurado en 2 habitaciones, 2 baños completos y terraza de 13,15 m2. Aporta como extras ascensor, garaje y trastero.;40,3737303;-3,7700909;2 baños;
260.000 €;Piso en calle de Alcalá;/comprar/piso-ciudad_lineal_quintana-33376745478_100500/;Quintana (Distrito Ciudad Lineal. Madrid Capital);3 habs.;78 m²;"Vivienda exterior para actualizar próxima al metro quintana.

Luminosa, tranquila y con muchas posibilidades para convertirla en u...";40.4315637;-3.6583418;1 baño;4ª planta
1.299.000 €;Piso en calle de la Montera;/comprar/piso-sol_barrio28013-39179074040_100500/;Sol (Distrito Centro. Madrid Capital);4 habs.;193 m²;"Madrid village soluciones inmobiliarias ofrece este magnífico piso exterior con ascensor, junto a la puerta del sol.
Se trata de u...";40.4176738;-3.7026937;4 baños;4ª planta
280.000 €;Piso en Avenida de Canillejas a Vicálvaro;/comprar/piso-san_blas_rosas28022-28364702643_106000/;Rosas (Distrito San Blas. Madrid Capital);3 habs.;Más de 20;Inmofacil.com ***vende*** espacioso piso situado  en distrito de san blas, zona las rosas-las musas.(gastos de agencia  incluidos)...;40.425978668;-3.611448922;2 baños;
650.000 €;Piso en calle de Ventura Rodríguez;/comprar/piso-moncloa_aravaca_arguelles28008-41734566388_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);3 habs.;135 m²;"Agencia inmobiliaria de madrid zona arguelles - plaza españa - conde duque oficina tecnocasa vende:
Piso exterior con garaje junto...";40.4255928;-3.7138458;2 baños;1ª planta
385.000 €;Ático en Valdeacederas;/comprar/atico-valdeacederas28039-41706189313_100500/;Valdeacederas (Distrito Tetuán. Madrid Capital);2 habs.;57 m²;Ático dúplex de nueva construcción, a estrenar. Con una impresionante terraza de 22 m² y acabados de primera calidad, este inmuebl...;40.4622338;-3.6977888;2 baños;
164.500 €;Piso en calle del Jardín de la Duquesa;/comprar/piso-vicalvaro_ambroz28032-40054544655_992353/;Ambroz (Distrito Vicálvaro. Madrid Capital);2 habs.;66 m²;"C/jardín de la duquesa ""para entrar a vivir""  todo extrrior, 66m², 2 dormitorios (antes-3), amplio salón comedor, cocina amueblada...";40.4058654;-3.6026277;1 baño;2ª planta
129.900 €;Piso en calle de Marcelino Castillo;/comprar/piso-carabanchel_vista_alegre28047-35833775240_512574/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;47 m²;¿Has pensado alguna vez en la opción de obtener rentabilidad a la hora de comprar tu próxima vivienda? En redpiso vistalegre te br...;40.3923696;-3.743134;1 baño;4ª planta
1.299.000 €;Piso en calle de la Montera;/comprar/piso-cortes_huertas28013-39187948336_525909/;Cortes-Huertas (Distrito Centro. Madrid Capital);4 habs.;147 m²;Completamente renovado. La ubicación del inmueble es excelente. Cuenta con cuatro habitaciones, tres de ellas con baño en suite. L...;40.4181687;-3.7026445;4 baños;4ª planta
449.000 €;Piso en Paseo de las Delicias;/comprar/piso-arganzuela_delicias-38340028418_101800/;Delicias (Distrito Arganzuela. Madrid Capital);3 habs.;116 m²;"""casas y más vende, magnífica y amplia vivienda con terraza, para reformar, compuesta por 3 dormitorios, 2 baños y garaje, en el p...";40.3986508;-3.6944164;2 baños;4ª planta
550.000 €;Piso en calle de Juan Duque, 15;/comprar/piso-imperial28005-40094754215_100500/;Imperial (Distrito Arganzuela. Madrid Capital);3 habs.;142 m²;Piso con trastero, 3 habitaciones y 2 baños, salón comedor exterior a la propia calle  de juan duque, 28005, madrid, situado en el...;40.4125;-3.71939;2 baños;2ª planta
280.000 €;Piso en calle de Cristóbal Bordiú;/comprar/piso-rios_rosas28003-42518389923_527800/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 hab.;32 m²;"¡Oportunidad única en el corazón de la ciudad, completamente reformado y de gran rentabilidad!
Bienvenido a esta joya arquitectóni...";40.4431592;-3.7033379;1 baño;Bajo
999.000 €;Piso en calle de Galileo;/comprar/piso-chamberi_arapiles28015-39166816558_100500/;Arapiles (Distrito Chamberí. Madrid Capital);6 habs.;208 m²;Madrid village soluciones inmobiliarias, le presenta este magnífico piso exterior, situado en la 2º planta con 4 ventanas a la cal...;40.4318111;-3.710559;2 baños;2ª planta
199.000 €;Piso en Palomeras Sureste;/comprar/piso-palomeras_sureste28018-41692326934_100200/;Palomeras Sureste (Distrito Puente de Vallecas. Madrid Capital);3 habs.;102 m²;"Agencia inmobiliaria de madrid - zona vallecas- miguel hernandez oficina tecnocasa

En venta. - piso de renta libre

Séptima plant...";40.3855621;-3.6425483;;7ª planta
300.000 €;Piso en calle de Arriaza;/comprar/piso-moncloa_aravaca_arguelles28008-41747653338_100200/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;43 m²;"Agencia inmobiliaria de madrid - zona plaza de españa- oficina tecnocasa vende:
Reservado. Apartamento con licencia de uso turísti...";40.4215643;-3.7163631;1 baño;
255.000 €;Piso en calle de Deyanira;/comprar/piso-rejas28022-42507666800_527945/;Rejas (Distrito San Blas. Madrid Capital);2 habs.;85 m²;"Ideacasa - ciudad servicios inmobiliarios - vende piso -.
Tlfn: 6 1 7 2 6 3 6 0 6.

Inmobiliaria de madrid zona ciudad lineal vend...";40.4434961;-3.5929228;2 baños;1ª planta
629.000 €;Piso en calle de Ayala;/comprar/piso-ibiza28009-39191584975_525909/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;54 m²;Inmueble en reformas. Situado en la primera planta de la calle ayala 119. Consta de 2 habitaciones y 1 baños, uno de ellos en suit...;40.4271347;-3.6696599;2 baños;1ª planta
990.000 €;Piso en calle de los Estudios;/comprar/piso-centro_embajadores_lavapies28012-41743801094_527800/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);3 habs.;88 m²;¡Sin comisión de agencia! Este exclusivo inmueble, estratégicamente ubicado en el corazón del centro histórico y a unos pasos de l...;40.412007;-3.70744;1 baño;3ª planta
1.195.000 €;Piso en calle de Francisco Silvela;/comprar/piso-guindalera28028-26670041812_524350/;Guindalera (Distrito Salamanca. Madrid Capital);5 habs.;214 m²;Oasis house les ofrece este maravilloso ático, con múltiples opciones de reforma, en francisco silvela, con dos terrazas de 30 met...;40.4311216;-3.6716543;5 baños;8ª planta
330.000 €;Piso en calle San Marcos;/comprar/piso-justicia_chueca28004-42598226321_101800/;Justicia-Chueca (Distrito Centro. Madrid Capital);2 habs.;60 m²;"La casa agency pone a la venta piso en el barrio de chueca-justicia

Dispone de ite favorable y uso como vivienda registralmente. ...";40.4212586;-3.6971901;1 baño;1ª planta
205.000 €;Piso en calle del Doctor Martín Arévalo;/comprar/piso-villaverde_san_andres28021-38373019973_100500/;San Andrés (Distrito Villaverde. Madrid Capital);3 habs.;130 m²;"Expertos en financiación, posible 100%. Estudio previo gratuito con home & credit.
Las mejores condiciones de manera eficaz, segur...";40.346422871;-3.705421675;1 baño;1ª planta
2.190.000 €;Piso en calle de Ayala;/comprar/piso-goya28001-41749763859_101800/;Goya (Distrito Salamanca. Madrid Capital);4 habs.;183 m²;Nos complace presentar esta espectacular vivienda totalmente reformada, lista para estrenar, ubicada en una preciosa finca clásica...;40.427340576;-3.67560138;4 baños;1ª planta
270.000 €;Piso en calle de Faustino Cordón Bonet;/comprar/piso-las_aguilas28024-42517984871_100500/;Las Águilas (Distrito Latina. Madrid Capital);2 habs.;111 m²;Gespain parque europa gestiona la venta de esta magnífica vivienda en urbanización privada con plaza de garaje y trastero. ¡No dej...;40.3845254;-3.7821014;1 baño;2ª planta
275.000 €;Piso en calle de Valverde;/comprar/piso-universidad_malasana28004-30049414032_100500/;Universidad-Malasaña (Distrito Centro. Madrid Capital);1 hab.;40 m²;"No cobramos comisiones al comprador

Apartamento silencioso y tranquilo, situado en primera planta interior sin ascensor, amueblad...";40.4236997;-3.7014254;1 baño;1ª planta
649.000 €;Piso en calle de Goya;/comprar/piso-goya28009-40868920635_101800/;Goya (Distrito Salamanca. Madrid Capital);2 habs.;62 m²;Walter haus tiene el honor de presentar esta exquisita vivienda exterior, completamente renovada, ubicada en la prestigiosa calle ...;40.4247582;-3.67154;2 baños;
399.000 €;Piso en Cortes-Huertas;/comprar/piso-cortes_huertas28014-41708027267_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);2 habs.;68 m²;"Oportunidad de inversión tanto para vivir como para rentabilizar por su excelente ubicación.
Finca con solera, restaurada y bien c...";40.414886397;-3.694713092;1 baño;1ª planta
1.049.000 €;Piso en calle de Alcántara;/comprar/piso-salamanca_castellana28006-40055516394_525909/;Castellana (Distrito Salamanca. Madrid Capital);2 habs.;104 m²;Esta propiedad es una maravilla ubicada en el prestigioso barrio salamanca. Esta siendo completamente reformada. Cuenta con 2 habi...;40.430589;-3.6735084;3 baños;1ª planta
199.500 €;Piso en calle de José Paulete, 5;/comprar/piso-puente_de_vallecas_portazgo28038-38387397192_526188/;Portazgo (Distrito Puente de Vallecas. Madrid Capital);3 habs.;75 m²;Inmobiliaria san román les presenta muy buen piso exterior, en una de las zonas más demandadas de vallecas, junto a la avenida de ...;40.39428995700079;-3.6575176287511555;1 baño;1ª planta
408.000 €;Piso en calle Enrique Urquijo, 142;/comprar/piso-el_canaveral-99210544317_992112/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);3 habs.;180 m²;"¡¡Última vivienda disponible!!
Obra nueva terminada

Le presentamos ""residencial solaris – fase ii"" una promoción de obra nueva co...";40.40191337963314;-3.5584514192184544;2 baños;1ª planta
360.000 €;Dúplex en Fontarron;/comprar/duplex-fontarron-9258741248_100500/;Fontarrón (Distrito Moratalaz. Madrid Capital);3 habs.;125 m²;¡Síguenos en nuestras redes sociales y sé el primero en conocer nuestras novedades en alquiler y venta! Instagram: @servifincasm...;40.3986747;-3.6448696;2 baños;3ª planta
280.000 €;Piso en calle de Canarias, 3;/comprar/piso-palos_de_moguer28045-33409885953_100500/;Palos de Moguer (Distrito Arganzuela. Madrid Capital);1 hab.;57 m²;"Apartamento ideal como primera vivienda o inversión para alquilar (actualmente en airbnb). 

Situado en planta 4ª con ascensor en ...";40.4023;-3.69755;1 baño;4ª planta
564.640 €;Piso en calle de Jordi Sole tura,  s/n;/comprar/piso-valdebebas_valdefuentes28055-3849837791_109700/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);2 habs.;128 m²;Portal 6, 4º A, VT D. Piso en un inmueble de obra nueva de 128 m2 de superficie construida y situado en la zona de Madrid Capital, acomodado en planta 4. Está estructurado en 2 habitaciones, 2 baños completos y terraza. Aporta como extras ascensor, 2 garajes y trastero.;40,49311;-3,6091791;2 baños;4ª planta
209.000 €;Piso en calle del Arroyo Bueno;/comprar/piso-villaverde_san_andres28021-41744087637_524750/;San Andrés (Distrito Villaverde. Madrid Capital);3 habs.;92 m²;"Para entrar a vivir.

La finca cuenta con ascensor, garaje y jardín comunitario.

La vivienda tiene 3 dormitorio (dos de ellos gra...";40.3488145;-3.7098843;1 baño;1ª planta
3.850.000 €;Apartamento en Almagro;/comprar/apartamento-chamberi_almagro28010-38375049466_106200/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;378 m²;Lucas fox presenta esta fantástica vivienda, reformada recientemente con altísimas calidades, situada en una finca moderna de aspe...;40.4336051;-3.6933969;4 baños;
849.000 €;Piso en calle de Diego de León;/comprar/piso-salamanca_castellana28006-37554438688_524350/;Castellana (Distrito Salamanca. Madrid Capital);2 habs.;83 m²;"Oasis house les ofrece este inmueble único, totalmente reformado por el estudio de arquitectura arctempus. 
Ubicado en la sexta pl...";40.434362;-3.6756953;2 baños;6ª planta
675.000 €;Piso en calle de Fortunata y Jacinta;/comprar/piso-tetuan_cuatro_caminos28020-40928122222_101800/;Cuatro Caminos (Distrito Tetuán. Madrid Capital);2 habs.;102 m²;"•la propiedad se entrega amueblada y decorada
Increíble piso en venta en tetuán. Esta vivienda de 102 m² ha sido totalmente reform...";40.454353;-3.6986233;2 baños;1ª planta
485.000 €;Piso en Montecarmelo;/comprar/piso-fuencarral_el_pardo_el_pardo28049-41675510781_102100/;El Pardo (Distrito Fuencarral-El Pardo. Madrid Capital);3 habs.;161 m²;Esta impresionante vivienda en altura se encuentra en el exclusivo barrio de montecarmelo. Con una ubicación privilegiada, este pi...;40.6076411;-3.6468933;2 baños;
130.000 €;Piso en calle del Parque de Eugenia de Montijo;/comprar/piso-carabanchel_vista_alegre28047-40876033184_100500/;Vista Alegre (Distrito Carabanchel. Madrid Capital);2 habs.;53 m²;"Novahome presenta local para convertir en vivienda. Es apto para el cambio de uso.

Cuenta con 53 m² distribuidos en salón con coc...";40.3785467;-3.7513966;1 baño;Bajo
